# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = exp2d_pixelated_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = plum.data.R
# init = 2 (Default)
# random
#   seed = 1724050829
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rhalf,ell,x0,y0,paV.1,paV.2,bgdens,objdens
# Adaptation terminated
# Step size = 0.129627
# Diagonal elements of inverse mass matrix:
# 0.0162525, 1.16222, 0.122176, 0.101495, 1.16079, 0.445415, 0.0225654, 0.0644644
-526.131,0.99104,0.129627,4,31,0,531.506,1.71223,0.237934,0.525389,0.813618,-0.732612,-0.680646,0.00220738,0.457902
-528.075,0.921703,0.129627,3,15,0,529.81,1.6536,0.17987,0.463921,0.704164,-0.90654,-0.422121,0.0023676,0.410908
-526.98,0.998453,0.129627,4,15,0,529.533,1.82987,0.214003,0.458644,1.00517,-0.686037,-0.727567,0.00245394,0.595244
-527.075,0.997673,0.129627,4,31,0,529.847,2.14127,0.202036,0.613463,0.878486,-0.956168,-0.292819,0.00213588,0.395945
-527.232,0.996552,0.129627,5,31,0,529.447,1.88606,0.254479,0.618652,1.13478,-0.564818,-0.825216,0.00173499,0.432851
-529.053,0.999881,0.129627,5,31,0,530.573,1.96965,0.0971803,0.252209,1.22331,-0.992711,0.120522,0.00173712,0.395979
-526.859,0.992694,0.129627,5,31,0,532.952,1.70798,0.172583,0.0645917,1.08471,-0.778215,-0.627998,0.00246354,0.433311
-525.323,0.669831,0.129627,4,31,0,529.055,1.96328,0.222408,0.418119,1.00544,-0.830883,-0.556447,0.00199919,0.409364
-528.695,0.984725,0.129627,4,15,0,531.248,1.91722,0.367587,1.15704,1.09173,-0.823491,-0.567329,0.00181517,0.564759
-531.903,0.937622,0.129627,4,15,0,534.464,1.93162,0.403536,1.09507,0.885098,-0.99991,-0.0133915,0.00171121,0.698704
-528.673,0.986087,0.129627,4,15,0,535.126,1.89794,0.379324,1.23956,1.05982,-0.915822,-0.401585,0.00186202,0.661086
-526.563,0.826637,0.129627,5,31,0,530.766,1.89676,0.226188,0.735428,0.653932,-0.999267,-0.0382784,0.00174262,0.451663
-526.818,0.990902,0.129627,5,31,0,528.762,1.8206,0.400396,-0.262875,0.88156,-0.754934,-0.655801,0.00179438,0.638655
-530.823,0.979688,0.129627,5,31,0,534.635,2.18082,0.331594,-0.0044534,0.0945218,-0.971232,-0.238137,0.00265592,0.312245
-527.963,0.998151,0.129627,5,31,0,534.698,2.45089,0.529829,-0.16089,0.979274,-0.841557,-0.540168,0.00187034,0.467324
-527.333,0.405198,0.129627,5,31,0,534.81,2.3248,0.277309,0.268478,0.364366,-0.896126,-0.4438,0.00204514,0.314056
-524.981,0.918873,0.129627,4,17,0,529.067,1.98564,0.310737,-0.0183027,0.953986,-0.876148,-0.482043,0.00190682,0.538804
-525.51,0.592155,0.129627,5,63,0,528.802,1.92957,0.212916,0.298093,1.01768,-0.716286,-0.697807,0.00188989,0.421018
-526.107,0.950509,0.129627,5,31,0,529.588,2.06481,0.429602,-0.384542,0.376422,-0.911736,-0.410776,0.00187509,0.559724
-526.522,0.444663,0.129627,4,31,0,532.461,1.84509,0.298222,-0.149355,1.27996,-0.93871,-0.344707,0.00196333,0.587571
-526.409,0.926605,0.129627,4,31,0,530.272,1.82833,0.156564,0.153091,1.34427,-0.891958,-0.452118,0.00207195,0.435705
-526.675,0.520875,0.129627,3,15,0,528.874,2.03319,0.228236,0.234252,1.4066,-0.851519,-0.524324,0.00207263,0.463288
-528.459,0.801843,0.129627,5,31,0,530.363,1.88398,0.27713,0.756159,1.3421,-0.761411,-0.648269,0.00192954,0.63866
-527.829,0.980736,0.129627,4,15,0,531.712,1.90114,0.360225,0.532191,1.32809,-0.91004,-0.414521,0.00194909,0.636925
-530.232,0.822689,0.129627,5,31,0,538.973,1.5934,0.0289484,0.00698304,0.344116,-0.979726,0.200344,0.00235712,0.611171
-529.225,0.89016,0.129627,4,31,0,534.467,1.51329,0.0948798,0.212517,0.636346,0.995432,0.0954765,0.00182279,0.539907
-527.822,0.882187,0.129627,5,31,0,533.593,2.08067,0.387504,0.261163,0.934234,0.975206,0.221299,0.00170248,0.570516
-527.939,0.997116,0.129627,4,15,0,529.504,1.79056,0.20283,0.335921,0.594941,0.496185,0.868217,0.00157983,0.491405
-526.559,0.998881,0.129627,4,31,0,530.276,1.87,0.169098,0.385117,0.908049,0.71197,0.70221,0.00189685,0.44933
-527.126,0.738942,0.129627,5,31,0,530.284,1.47135,0.172394,0.187496,0.725445,0.842058,0.539387,0.00172959,0.685427
-530.415,0.993202,0.129627,4,15,0,531.698,1.49577,0.114427,-0.228252,0.317096,0.791902,0.610648,0.00173057,0.728482
-527.173,0.320976,0.129627,5,31,0,533.608,1.58017,0.414872,-0.336835,0.570542,0.903578,0.428423,0.00212508,0.860663
-528.403,0.37086,0.129627,4,15,0,531.465,1.74253,0.394272,-0.311225,0.704361,0.901762,0.432233,0.00198161,0.960424
-525.911,0.905986,0.129627,5,31,0,530.726,1.84263,0.160107,0.463535,1.04334,0.830176,0.557502,0.00209835,0.393123
-525.702,0.94846,0.129627,5,31,0,530.45,2.13957,0.495715,0.0448035,0.599475,0.785106,0.619362,0.00199461,0.535387
-524.947,0.989366,0.129627,4,15,0,526.961,2.1481,0.46478,0.0401991,0.633169,0.83194,0.554866,0.00199966,0.548766
-526.624,0.739526,0.129627,3,11,0,528.304,2.15834,0.511757,-0.0439072,0.63802,0.813715,0.581265,0.00196478,0.564684
-527.363,0.813075,0.129627,5,31,0,528.394,2.24114,0.421203,-0.0524782,0.498648,0.777,0.629501,0.00191643,0.544183
-526.9,0.828912,0.129627,4,23,0,531.177,2.24971,0.456664,-0.149707,0.347536,0.740596,0.67195,0.0019876,0.501363
-527.526,0.992868,0.129627,5,31,0,530.899,1.69353,0.120556,0.374114,1.43046,0.716718,0.697364,0.00227833,0.529201
-527.057,0.744956,0.129627,3,11,0,530.198,1.81161,0.185473,0.362119,1.48142,0.82419,0.566313,0.00226088,0.550567
-530.661,0.779708,0.129627,5,31,0,533.277,2.24523,0.28094,0.507621,0.124816,0.838647,0.544675,0.00249299,0.415034
-529.526,0.881605,0.129627,5,31,0,536.291,1.8434,0.140519,-0.168395,1.53945,0.705388,0.708821,0.00174624,0.434501
-526.094,0.982083,0.129627,4,15,0,531.577,1.67099,0.0771006,0.167344,0.993037,0.915286,0.402806,0.00201221,0.501124
-531.569,0.980518,0.129627,4,15,0,532.171,1.80911,0.161124,0.167588,1.48914,0.819071,-0.573692,0.00262198,0.498137
-529.069,0.953764,0.129627,5,31,0,538.011,1.6504,0.0463872,0.68978,0.442689,0.963991,0.265933,0.00212713,0.549025
-533.135,0.929662,0.129627,4,15,0,537.934,1.7189,0.0674966,1.15981,0.479942,0.619981,0.784617,0.00216987,0.57573
-527.413,0.998704,0.129627,4,31,0,535.357,1.48222,0.132019,-0.0832052,0.961897,0.78444,0.620204,0.00211513,0.747691
-529.89,0.983766,0.129627,5,31,0,533.236,1.67187,0.0103156,0.519895,0.817882,0.414038,-0.910259,0.00198874,0.538271
-530.831,0.99316,0.129627,5,31,0,532.445,1.60817,0.0140301,0.587671,0.821837,0.772269,-0.635295,0.00167745,0.504877
-529.752,0.99378,0.129627,5,31,0,533.569,1.60066,0.0246645,0.291686,0.853659,0.922793,-0.385297,0.00195171,0.498808
-528.74,0.988304,0.129627,5,31,0,532.042,1.97986,0.239046,0.325314,0.903436,-0.99719,-0.0749148,0.00207136,0.542669
-528.828,0.985488,0.129627,3,15,0,535.178,1.98193,0.234048,0.250441,0.913182,-0.998497,-0.0548064,0.00208295,0.500418
-528.034,0.992898,0.129627,5,31,0,534.403,2.09392,0.254586,-0.154109,0.786892,-0.401157,-0.916009,0.00229638,0.42228
-526.34,1,0.129627,3,7,0,529.409,1.98465,0.226431,-0.00480736,0.582196,-0.994104,-0.108427,0.00225248,0.40261
-528.165,0.946362,0.129627,5,31,0,532.943,2.10627,0.288556,0.866325,1.0162,-0.676924,-0.736053,0.00201789,0.465265
-528.852,0.587081,0.129627,5,31,0,531.519,2.22616,0.248526,0.798312,0.965739,-0.958828,-0.283988,0.00198289,0.343505
-528.888,0.996042,0.129627,5,31,0,532.397,1.54827,0.228852,-0.0563883,1.17764,-0.998975,0.0452586,0.00203901,0.707825
-524.868,0.996152,0.129627,5,31,0,531.712,1.89143,0.323296,0.544615,0.70998,-0.833474,-0.552559,0.00205516,0.577114
-527.71,0.937615,0.129627,4,31,0,530.825,2.06727,0.369499,-0.1996,0.638957,-0.999948,-0.0102308,0.00228806,0.41087
-525.867,0.972642,0.129627,4,31,0,529.608,1.80443,0.297038,0.177911,1.13075,-0.76594,-0.642912,0.00232836,0.543521
-526.974,0.95712,0.129627,5,31,0,531.989,2.11868,0.373998,-0.0637138,0.154192,-0.795007,-0.606601,0.00236572,0.385888
-526.224,0.905288,0.129627,4,15,0,529.279,2.24225,0.520247,-0.139334,0.42512,-0.856035,-0.516918,0.0024197,0.501545
-526.405,0.980126,0.129627,5,31,0,527.941,1.52495,0.149778,0.533308,1.14129,-0.76164,-0.648,0.00175981,0.666991
-527.708,0.439413,0.129627,5,31,0,530.48,1.75342,0.135908,0.726813,1.06305,-0.884551,-0.466444,0.00182929,0.484802
-524.905,0.99102,0.129627,5,31,0,530.491,2.11611,0.424042,0.113651,0.682782,-0.709207,-0.705,0.0023622,0.496999
-524.688,0.948346,0.129627,5,31,0,527.5,1.66137,0.219361,0.162492,0.91062,-0.98271,-0.185154,0.00199685,0.650735
-524.375,0.992797,0.129627,3,15,0,525.959,1.6121,0.241396,0.15265,0.697718,-0.944194,-0.32939,0.00188904,0.617154
-524.295,0.971276,0.129627,3,7,0,527.032,1.67746,0.282433,0.145797,0.575919,-0.899886,-0.436125,0.0019027,0.597261
-527.528,0.929431,0.129627,4,15,0,529.015,1.85252,0.236081,0.0734136,0.909793,-0.960132,-0.279546,0.0020587,0.493482
-525.761,0.991162,0.129627,4,31,0,532.075,1.76294,0.251485,0.703427,1.18497,-0.793254,-0.608891,0.00220995,0.527987
-527.75,0.674714,0.129627,5,31,0,529.956,1.50124,0.0658971,-0.0803974,0.491096,-0.80736,-0.590059,0.00197986,0.553792
-525.195,0.315987,0.129627,5,63,0,530.533,1.93361,0.356454,0.0445346,0.430856,-0.93436,-0.356331,0.00169551,0.516126
-527.631,0.677422,0.129627,5,31,0,530.141,2.6321,0.459471,0.553883,1.09466,-0.813669,-0.581328,0.00206547,0.320031
-527.734,0.969761,0.129627,5,31,0,530.011,1.3301,0.126525,0.0352828,0.552114,-0.805588,-0.592476,0.0020693,0.790454
-525.935,0.987003,0.129627,4,15,0,528.837,1.52473,0.168717,0.229228,0.776951,-0.978263,-0.207369,0.0018558,0.782317
-527.8,0.736737,0.129627,4,23,0,531.235,1.81866,0.304016,0.345889,0.87506,-0.830869,-0.556467,0.00185713,0.637238
-532.01,0.891899,0.129627,5,31,0,533.692,1.81946,0.00871627,0.37021,0.901931,-0.256026,-0.96667,0.00244912,0.455995
-529.253,0.881432,0.129627,5,63,0,533.545,1.53521,0.0258568,-0.0321084,0.733086,-0.641785,-0.766885,0.0020272,0.549385
-525.789,0.993659,0.129627,5,31,0,530.798,2.09605,0.308562,0.601996,0.988629,-0.930532,-0.36621,0.00187472,0.517205
-524.643,0.943501,0.129627,5,31,0,527.259,1.66122,0.291259,-0.0491746,0.723472,-0.831715,-0.555203,0.00215206,0.540886
-527.743,0.393827,0.129627,5,31,0,531.164,2.06956,0.176165,0.285205,0.768873,-0.766591,-0.642136,0.00266978,0.395473
-525.913,0.993441,0.129627,3,7,0,528.819,2.0243,0.21907,0.270401,0.778452,-0.911739,-0.410769,0.00254891,0.393163
-526.74,0.387303,0.129627,4,31,0,530.892,1.63706,0.291256,0.441416,0.991828,-0.830677,-0.556755,0.00223555,0.717617
-531.11,0.987143,0.129627,5,31,0,533.474,2.77169,0.416702,0.0791681,0.673485,-0.99695,0.0780446,0.00187288,0.297404
-528.221,0.995624,0.129627,5,31,0,534.039,2.47762,0.33618,0.499463,0.551467,-0.89123,-0.453552,0.00198598,0.27332
-526.072,0.994257,0.129627,3,15,0,530.493,2.43406,0.376137,0.393873,0.627578,-0.896857,-0.44232,0.00196248,0.342459
-528.816,0.789774,0.129627,5,31,0,533.44,1.564,0.0488601,0.460207,1.40461,-0.800266,-0.599645,0.00219044,0.501581
-526.562,0.641676,0.129627,4,31,0,530.949,1.66421,0.0831205,-0.0115987,1.03984,-0.688417,-0.725315,0.00197665,0.497863
-526.402,0.884135,0.129627,5,31,0,531.346,1.9554,0.44109,-0.00786351,0.483399,-0.858353,-0.513059,0.00282429,0.53666
-526.98,0.374277,0.129627,4,15,0,530.747,2.00862,0.449617,0.0264661,0.479389,-0.942109,-0.335307,0.00284993,0.548852
-527.567,0.847443,0.129627,4,15,0,532.619,1.76339,0.257033,0.329976,0.513412,-0.927905,-0.372818,0.00239306,0.451679
-529.815,0.996181,0.129627,5,31,0,535.559,1.32203,0.147799,0.0560549,1.19987,-0.755922,-0.654661,0.00205388,1.02887
-528.521,0.987394,0.129627,5,31,0,534.846,2.47759,0.331871,0.67415,0.644161,-0.919866,-0.392233,0.00179831,0.359246
-527.395,0.998834,0.129627,5,31,0,530.034,2.23642,0.244778,0.00661155,1.06365,-0.968802,-0.247836,0.0017272,0.377031
-529.691,0.817023,0.129627,5,31,0,538.889,1.83619,0.24536,-0.0473362,0.695573,-0.776833,-0.629706,0.00189974,0.328928
-527.65,0.996331,0.129627,5,31,0,532.958,1.71803,0.156884,0.661339,1.05526,-0.986344,-0.164699,0.00216096,0.480954
-525.976,0.98129,0.129627,4,15,0,529.589,1.70292,0.124846,0.447942,0.999254,-0.819279,-0.573395,0.00238852,0.514216
-526.212,0.852581,0.129627,4,31,0,529.496,1.68459,0.136944,0.368234,1.01512,-0.855891,-0.517156,0.0024136,0.446029
-527.597,0.973816,0.129627,5,31,0,530.336,2.07115,0.393893,0.580098,1.22617,-0.99405,-0.108921,0.00207262,0.534824
-524.305,0.998207,0.129627,5,31,0,528.753,1.94374,0.32458,0.604639,0.965892,-0.875113,-0.483919,0.00214169,0.558335
-526.096,0.491218,0.129627,4,27,0,529.705,1.99741,0.305873,0.60682,1.07658,-0.850931,-0.525277,0.00256406,0.507149
-525.189,0.578859,0.129627,5,31,0,527.498,1.95106,0.266547,0.362009,1.02104,-0.807637,-0.58968,0.00218449,0.419055
-524.343,0.57154,0.129627,5,31,0,526.673,2.07968,0.41797,0.337151,0.821035,-0.837906,-0.545815,0.00224386,0.501485
-525.69,0.914081,0.129627,4,31,0,527.083,1.59389,0.199442,0.252945,1.02207,-0.625858,-0.779937,0.00173089,0.625083
-525.737,0.637079,0.129627,5,31,0,527.502,1.88333,0.389928,0.292251,0.584676,-0.891336,-0.453342,0.00264738,0.632195
-531.749,0.92643,0.129627,5,31,0,534.501,1.56092,0.0524877,0.886244,1.45749,-0.994272,0.106884,0.00185683,0.67436
-529.357,0.995731,0.129627,5,31,0,535.787,1.7814,0.0800521,0.768638,1.11753,-0.861761,-0.507315,0.00255174,0.496985
-526.107,0.992448,0.129627,4,15,0,531.529,1.54825,0.222152,0.342191,0.776531,-0.812156,-0.58344,0.00230169,0.521145
-531.717,0.958009,0.129627,5,31,0,532.173,1.89142,0.0401535,0.0337415,0.968231,-0.989263,-0.146145,0.00185013,0.266502
-531.022,0.567184,0.129627,5,31,0,536.073,1.58233,0.44565,0.0794773,1.14669,-0.79343,-0.608662,0.00253722,0.700324
-527.443,0.988984,0.129627,5,31,0,536.914,1.44123,0.350508,0.0902688,0.748188,-0.856533,-0.516092,0.00210475,0.914144
-527.727,0.991851,0.129627,5,31,0,530.963,1.52195,0.145114,0.014519,0.718265,-0.990851,0.134957,0.00179214,0.587278
-526.33,0.992444,0.129627,4,15,0,529.677,1.55651,0.0963934,0.159551,0.773633,-0.997373,-0.072433,0.00190881,0.650397
-526.305,0.973568,0.129627,5,31,0,527.943,1.49508,0.124427,0.388857,0.861453,-0.822805,-0.568323,0.00195406,0.649518
-526.1,0.995914,0.129627,5,31,0,528.938,1.6738,0.372092,-0.187557,0.566007,-0.706489,-0.707724,0.00246428,0.74249
-529.578,0.798452,0.129627,4,15,0,531.872,1.46532,0.388452,0.237735,0.385125,-0.931825,-0.362908,0.00251861,1.04856
-528.898,0.932874,0.129627,4,15,0,532.354,1.5252,0.311562,0.38176,0.474098,-0.83279,-0.553589,0.00255466,0.968181
-527.499,0.962967,0.129627,4,15,0,532.848,1.48627,0.152348,0.199846,0.537896,-0.717085,-0.696985,0.00230524,0.747178
-530.458,0.846952,0.129627,5,31,0,533.849,1.39594,0.0547144,-0.147058,0.887773,-0.799746,0.600339,0.00252695,0.705882
-529.741,0.996805,0.129627,5,31,0,534.603,1.3519,0.0637722,0.0862423,0.850784,-0.994015,-0.109247,0.00214187,0.798267
-529.868,0.997517,0.129627,5,31,0,532.502,1.62226,0.191778,0.413868,0.922719,-0.110253,-0.993904,0.00262638,0.565574
-533.374,0.993841,0.129627,5,31,0,536.014,2.21776,0.384863,0.48556,0.613048,-0.99595,-0.0899106,0.00157031,0.535115
-531.709,0.999043,0.129627,5,63,0,538.854,1.35563,0.0335443,0.237486,1.24234,-0.933459,-0.358683,0.00216995,0.631671
-530.439,0.992472,0.129627,5,31,0,537.176,1.48269,0.241304,0.422149,0.408982,-0.667057,-0.745006,0.00294156,0.87385
-524.979,0.998494,0.129627,4,15,0,532.715,1.57583,0.200594,-0.0278349,0.766405,-0.921761,-0.387758,0.00198646,0.570716
-526.103,0.556149,0.129627,5,47,0,527.803,1.74989,0.436685,0.569362,1.11794,-0.845733,-0.533606,0.00199204,0.71406
-524.908,0.982677,0.129627,5,31,0,528.246,1.64684,0.166423,0.424686,0.662851,-0.973272,-0.229657,0.00224714,0.534155
-525.433,0.876421,0.129627,4,31,0,526.923,1.59536,0.229128,0.486462,0.85907,-0.840498,-0.541815,0.00221172,0.530275
-526.206,0.94017,0.129627,5,31,0,530.667,2.08766,0.340324,0.443232,1.20847,-0.85857,-0.512697,0.00225754,0.491526
-527.575,0.967133,0.129627,4,31,0,529.737,2.01179,0.269474,0.823095,1.3216,-0.879927,-0.475109,0.00196885,0.530538
-527.76,0.753839,0.129627,5,31,0,532.285,1.81472,0.168898,-0.207859,0.679261,-0.76966,-0.638454,0.00186361,0.526692
-532.4,0.894094,0.129627,4,19,0,536.477,2.21337,0.239026,1.00512,1.08989,-0.866159,-0.499769,0.00137795,0.435495
-535.121,0.79524,0.129627,5,31,0,537.151,2.05775,0.525456,1.21276,0.956241,-0.874783,-0.484515,0.0014473,0.467341
-531.662,0.870968,0.129627,5,31,0,538.84,2.00008,0.316266,1.21072,1.63358,-0.715691,-0.698417,0.00190762,0.356035
-527.403,0.950797,0.129627,4,31,0,535.667,1.64038,0.189021,0.661608,1.28033,-0.969147,-0.246484,0.00252239,0.576971
-528.129,0.936768,0.129627,5,31,0,536.406,1.61992,0.0737036,0.43331,0.977553,0.715372,-0.698743,0.00237153,0.474912
-526.798,0.995574,0.129627,5,31,0,529.805,1.6894,0.233234,0.0566596,0.622643,-0.965023,-0.262164,0.00199635,0.50121
-524.362,0.959072,0.129627,4,15,0,530.202,2.06382,0.384798,0.542722,0.963402,-0.792303,-0.610128,0.0022736,0.526495
-529.012,0.642799,0.129627,5,31,0,530.89,1.67797,0.103379,0.064033,0.51661,-0.595354,-0.803463,0.00182397,0.509473
-525.738,0.984203,0.129627,4,31,0,531.274,1.72041,0.197246,0.20128,0.342085,-0.723137,-0.690705,0.00197239,0.53873
-528.996,0.943877,0.129627,5,31,0,530.504,1.54971,0.214654,-0.146746,1.34267,-0.942326,-0.334697,0.00233117,0.779717
-527.548,0.985247,0.129627,4,31,0,534.882,1.90916,0.239173,-0.276565,1.0295,-0.630383,-0.776284,0.0022521,0.420914
-530.331,0.963909,0.129627,4,31,0,533.153,1.86169,0.0965695,-0.524104,0.731228,-0.722602,-0.691265,0.00253056,0.451817
-528.666,0.992825,0.129627,5,31,0,534.878,1.58782,0.256767,0.614386,1.07833,0.817075,0.576531,0.00150824,0.729962
-527.016,0.97009,0.129627,5,31,0,530.127,1.72531,0.129617,0.0580828,0.675055,0.995465,0.0951312,0.00273168,0.505005
-529.711,0.028707,0.129627,5,31,0,536.78,2.08615,0.290066,0.443594,0.599687,0.591265,0.806478,0.00169989,0.511072
-528.661,0.999975,0.129627,5,31,0,532.925,1.95586,0.304799,0.3103,0.593487,0.532085,0.846691,0.00173612,0.537911
-531.13,0.997164,0.129627,5,31,0,533.565,2.02146,0.0978647,-0.188454,0.973563,0.654067,-0.756437,0.00176204,0.393396
-529.371,0.999885,0.129627,5,31,0,532.57,1.4884,0.0462002,0.777526,0.69211,0.999935,-0.0114026,0.00213086,0.73513
-527.803,0.998771,0.129627,4,31,0,531.945,1.66513,0.0904893,0.847657,0.688591,0.961604,0.274441,0.0021491,0.440827
-527.198,0.834165,0.129627,5,31,0,529.995,1.8712,0.0801326,-0.0383202,0.964991,0.824668,0.565617,0.00214698,0.439537
-529.233,0.999217,0.129627,4,15,0,532.148,2.00565,0.112336,-0.155173,0.293016,0.764304,0.644857,0.00191774,0.357173
-525.998,0.878454,0.129627,5,31,0,531.081,2.2074,0.488168,0.35356,0.834089,0.884351,0.466823,0.00179143,0.608748
-526.013,0.935934,0.129627,4,15,0,528.398,1.7104,0.183943,0.505465,0.898067,0.959837,0.280559,0.00218781,0.46312
-524.87,0.996269,0.129627,5,31,0,527.106,1.8655,0.419829,0.0783818,0.808178,0.897633,0.440743,0.00239309,0.629585
-524.892,0.828868,0.129627,4,31,0,528.034,1.87122,0.340939,0.332422,0.793859,0.998993,0.0448586,0.00219259,0.575274
-524.077,0.330017,0.129627,4,31,0,529.955,1.8606,0.410562,0.453816,0.900443,0.922813,0.385247,0.00216978,0.65179
-525.123,0.46554,0.129627,4,31,0,527.541,2.03037,0.301209,0.317231,1.00934,0.797767,0.602966,0.00194142,0.444255
-526.66,0.957628,0.129627,5,31,0,529.978,1.81403,0.347959,0.557568,1.25202,0.860624,0.509241,0.00229806,0.692906
-528.027,0.950207,0.129627,5,31,0,532.605,1.73775,0.286072,0.828737,0.945567,0.547666,0.836697,0.00214516,0.56847
-529.553,0.979273,0.129627,5,31,0,533.897,1.63372,0.0545651,-0.393329,0.772617,0.918159,0.396213,0.00197519,0.51672
-526.733,0.979834,0.129627,5,31,0,533.463,1.49187,0.191026,0.119321,0.650617,0.982618,0.185641,0.00162167,0.739853
-529.373,0.814787,0.129627,5,31,0,532.162,2.10589,0.324633,0.223131,1.21215,0.811797,0.583939,0.00268264,0.348759
-527.451,0.967388,0.129627,4,31,0,533.748,1.71803,0.201902,0.310635,0.585297,0.73597,0.677014,0.00220823,0.602619
-529.344,0.991036,0.129627,5,31,0,530.989,1.5619,0.141899,0.0297926,1.11029,0.823241,-0.567692,0.0019748,0.655581
-527.923,0.9965,0.129627,5,31,0,532.425,1.65175,0.0358503,0.267298,0.784204,-0.164901,0.98631,0.00222677,0.468944
-525.559,0.99726,0.129627,5,31,0,530.446,1.90351,0.388124,0.288262,0.84457,0.955514,0.294946,0.00182986,0.541869
-528.47,0.996511,0.129627,5,31,0,530.663,1.55361,0.170886,0.561735,0.891118,0.694667,0.719331,0.00291415,0.654514
-530.214,0.982242,0.129627,5,31,0,533.374,1.49616,0.236368,0.562887,1.53405,0.956945,0.290268,0.00257114,0.851363
-530.445,0.985987,0.129627,4,15,0,531.948,1.51783,0.261919,0.607453,1.45641,0.949978,0.312317,0.00267766,0.906891
-525.028,0.984696,0.129627,3,15,0,533.287,1.58945,0.224823,0.476384,1.08223,0.862613,0.505864,0.00239795,0.639941
-526.105,0.820996,0.129627,4,31,0,529.398,1.64274,0.384374,0.484693,0.877384,0.874913,0.48428,0.00262791,0.755548
-524.309,0.968177,0.129627,4,31,0,529.537,1.67804,0.253209,0.469452,0.725199,0.870002,0.493048,0.00199586,0.69571
-527.91,0.979851,0.129627,4,15,0,529.481,1.81679,0.308164,1.01652,1.0365,0.821906,0.569624,0.00178156,0.676256
-529.77,0.879245,0.129627,5,31,0,533.403,1.8982,0.446648,0.595603,1.13719,0.934415,0.356186,0.00179744,0.659797
-527.125,0.922184,0.129627,4,15,0,532.507,1.85337,0.264994,0.36614,0.922185,0.819503,0.573075,0.00181534,0.600609
-525.363,0.996673,0.129627,5,31,0,529.853,1.91623,0.331673,0.26127,0.9011,0.907181,0.42074,0.00176756,0.536633
-526.134,0.984312,0.129627,5,31,0,529.764,1.51354,0.0914608,0.122849,0.66544,0.96026,0.279107,0.00239594,0.622418
-530.543,1,0.129627,4,15,0,532.982,1.33323,0.193178,0.858977,0.665915,0.825354,0.564616,0.00238933,0.863454
-527.134,0.733633,0.129627,5,31,0,532.196,1.44684,0.162276,0.550345,0.861126,0.984294,0.176536,0.00204362,0.832542
-527.405,0.988043,0.129627,5,31,0,531.686,1.576,0.216185,0.589343,1.3571,0.77757,0.628796,0.00206851,0.790435
-528.584,0.986633,0.129627,5,31,0,532.059,2.17038,0.204725,-0.0461768,0.11181,0.823048,0.567972,0.00210489,0.360491
-528.581,0.701153,0.129627,5,31,0,536.526,1.66004,0.259089,-0.54465,0.263593,0.873795,0.486295,0.00191591,0.536394
-526.074,0.984078,0.129627,5,31,0,530.546,2.03433,0.461685,-0.264695,0.75293,0.912176,0.409798,0.00179016,0.626166
-526.414,0.910344,0.129627,4,31,0,532.802,2.02923,0.438033,-0.288664,0.652107,0.956154,0.292865,0.00174108,0.587978
-528.107,0.954097,0.129627,5,31,0,529.951,2.45477,0.320636,0.468072,0.662167,0.85328,0.521452,0.00217652,0.27478
-528.32,0.98348,0.129627,4,31,0,533.283,2.19549,0.506119,-0.142537,0.634588,0.847305,0.531107,0.00180437,0.676495
-527.623,0.801835,0.129627,5,31,0,531.828,2.15294,0.476406,-0.174502,0.636963,0.827059,0.562115,0.00187,0.676025
-526.942,0.784466,0.129627,4,31,0,530.697,1.78711,0.104961,0.360009,0.671413,0.955328,0.295547,0.00243047,0.386319
-532.141,0.963147,0.129627,4,15,0,533.591,1.78363,0.0739865,0.574337,0.222897,0.777518,-0.628861,0.00268319,0.411669
-532.859,0.976225,0.129627,5,31,0,538.146,1.91035,0.210876,0.577259,1.42997,0.468728,0.883343,0.00176739,0.308843
-528.979,0.996448,0.129627,4,15,0,535.261,2.10098,0.157683,0.533202,1.07172,0.775511,0.631334,0.00159022,0.397237
-529.292,0.985961,0.129627,5,31,0,532.858,1.74655,0.318797,0.24816,0.963915,0.992977,0.11831,0.0014693,0.519639
-528.097,0.949582,0.129627,5,31,0,536.121,1.63612,0.288117,-0.322183,0.942537,0.696914,0.717154,0.00203716,0.811124
-533.168,0.910107,0.129627,4,15,0,538.792,1.72079,0.506787,-0.251138,0.843003,0.99128,0.13177,0.00194765,0.836436
-530.492,1,0.129627,3,7,0,533.657,1.72948,0.469895,-0.252135,0.835477,0.983061,0.183278,0.00193399,0.817313
