# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = exp2d_pixelated_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = plum.data.R
# init = 2 (Default)
# random
#   seed = 1724050829
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rhalf,ell,x0,y0,paV.1,paV.2,bgdens,objdens
# Adaptation terminated
# Step size = 0.129627
# Diagonal elements of inverse mass matrix:
# 0.0162525, 1.16222, 0.122176, 0.101495, 1.16079, 0.445415, 0.0225654, 0.0644644
-525.527,0.52205,0.129627,4,31,0,529.61,1.68324,0.254933,0.612229,0.837331,-0.9438,-0.330517,0.00228787,0.603375
-527.161,0.971876,0.129627,4,31,0,530.049,1.67486,0.238556,0.373503,0.585279,-0.953892,-0.300151,0.00221496,0.511831
-525.94,0.964171,0.129627,5,31,0,531.779,1.67569,0.114142,0.14161,0.954522,-0.984452,0.175652,0.00205051,0.531943
-527.396,0.990145,0.129627,5,31,0,528.089,1.62154,0.0691843,-0.0493765,0.8772,-0.539248,-0.842147,0.00201985,0.496851
-527.234,0.986138,0.129627,5,31,0,529.743,1.57479,0.14643,-0.26024,0.777337,-0.675046,-0.737776,0.00188987,0.604116
-527.611,0.951408,0.129627,5,31,0,530.047,1.50753,0.150263,-0.308143,0.813125,-0.800183,-0.599756,0.00207681,0.57992
-526.404,0.982124,0.129627,5,31,0,530.793,1.65044,0.204191,0.742529,0.735954,-0.999174,-0.0406261,0.00198804,0.579792
-527.304,0.986049,0.129627,5,31,0,529.067,2.25566,0.308203,-0.208382,0.874654,-0.885399,-0.464832,0.00239645,0.421934
-530.883,0.968686,0.129627,4,31,0,536.517,1.85981,0.159623,0.00371799,0.409817,-0.948207,0.317655,0.00208897,0.333464
-529.185,0.98582,0.129627,5,31,0,534.476,1.46378,0.0476919,0.225342,1.00399,0.203659,-0.979042,0.00221804,0.545282
-528.307,0.957626,0.129627,4,31,0,534.159,1.78602,0.135943,0.474877,0.865163,0.795328,0.606179,0.00202604,0.644458
-531.537,0.994848,0.129627,4,31,0,534.046,1.91418,0.13129,0.0546789,0.833071,0.820619,0.571476,0.00308226,0.506559
-530.853,0.993134,0.129627,4,15,0,534.212,1.78056,0.296341,0.286066,0.762057,0.989327,-0.145714,0.00272311,0.383684
-532.035,0.991995,0.129627,5,31,0,535.719,2.10048,0.155383,-0.203998,0.737132,0.933944,0.35742,0.00167073,0.450822
-531.885,0.968496,0.129627,3,15,0,537.314,1.78109,0.319353,-0.459609,0.850732,0.979956,0.199213,0.00182484,0.435592
-528.067,0.999327,0.129627,4,15,0,533.324,1.87582,0.145031,-0.31638,0.839941,0.913716,0.406353,0.00178065,0.424162
-527.073,0.83089,0.129627,5,31,0,530.891,2.19303,0.431307,0.433296,0.626102,0.719579,0.694411,0.00215978,0.421994
-527.882,0.877376,0.129627,5,31,0,530.73,2.11616,0.469744,0.00747663,1.12442,0.89412,0.447827,0.00213782,0.482229
-525.025,0.99779,0.129627,4,31,0,528.952,2.20181,0.360396,0.152238,0.662869,0.748477,0.663161,0.00226513,0.406978
-524.525,0.949805,0.129627,4,23,0,528.252,1.90359,0.325624,0.351624,0.718457,0.762617,0.64685,0.0020174,0.648602
-523.309,0.213379,0.129627,4,15,0,527.173,1.83398,0.342453,0.291733,0.842696,0.870818,0.491605,0.00204752,0.640384
-526.02,0.440446,0.129627,4,15,0,529.558,1.71201,0.254911,0.406182,0.71768,0.868529,0.495638,0.00169913,0.757215
-526.171,0.709503,0.129627,5,31,0,530.431,1.83506,0.268237,0.608581,0.688225,0.919931,0.39208,0.00250197,0.436983
-525.628,0.896612,0.129627,5,31,0,528.631,1.85605,0.216184,0.281681,0.572909,0.844504,0.535549,0.00248564,0.467491
-524.694,0.982545,0.129627,5,31,0,528.614,1.59314,0.259678,0.494163,0.608217,0.87893,0.476952,0.00208063,0.716063
-526.018,0.955605,0.129627,5,31,0,527.497,1.59897,0.150564,0.075435,0.830173,0.84786,0.530221,0.00212784,0.49518
-526.33,0.904118,0.129627,4,15,0,528.471,1.82427,0.409809,0.0897132,1.26238,0.840227,0.542234,0.00216082,0.690516
-527.876,0.958844,0.129627,4,15,0,530.118,1.64109,0.214237,0.122937,1.40697,0.789433,0.613836,0.00209818,0.494047
-529.881,0.99782,0.129627,4,31,0,532.035,1.79233,0.101015,0.590781,1.71335,0.87888,0.477042,0.00208593,0.504697
-535.542,0.996833,0.129627,5,31,0,539.609,1.5452,0.0201635,1.49047,0.830921,0.37827,0.925695,0.00247723,0.589935
-531.432,0.919819,0.129627,5,31,0,538.869,1.87822,0.173319,-0.96648,0.66389,0.999919,0.0127039,0.00178652,0.433094
-529.462,0.519286,0.129627,4,31,0,535.144,2.05024,0.417633,-0.738188,0.822875,0.97115,0.238471,0.00180228,0.46979
-526.763,0.997924,0.129627,4,15,0,531.928,2.03338,0.345379,-0.643526,0.671619,0.91073,0.413003,0.00189016,0.475398
-526.31,0.482856,0.129627,5,31,0,529.308,2.10022,0.418682,-0.415408,0.419989,0.864697,0.502293,0.00202842,0.481318
-529.015,0.974415,0.129627,4,15,0,531.238,2.47504,0.464992,-0.726201,0.392916,0.936254,0.351324,0.00192473,0.441252
-524.326,0.996756,0.129627,4,31,0,531.174,1.63144,0.216781,0.254633,0.679319,0.852398,0.522893,0.00202446,0.595825
-526.291,0.862152,0.129627,4,31,0,527.848,2.00167,0.335514,0.308702,1.0164,0.885434,0.464766,0.00205565,0.556371
-527.036,0.996008,0.129627,5,31,0,529.476,1.48563,0.160603,0.0830577,0.529038,0.578215,0.815884,0.00224158,0.615348
-529.541,0.888124,0.129627,5,31,0,534.633,2.94981,0.493466,-0.142506,0.634671,0.717405,0.696657,0.00199807,0.286623
-526.473,0.768625,0.129627,5,31,0,536.089,1.864,0.423518,0.399492,0.501219,0.757235,0.653143,0.0024304,0.528769
-529.901,0.966232,0.129627,5,31,0,532.343,1.59642,0.212396,-0.0744486,0.458711,0.992541,0.121911,0.00308916,0.611883
-528.879,0.991137,0.129627,5,31,0,533.555,1.57616,0.384177,-0.306217,0.781784,0.967511,0.252829,0.00240292,0.905189
-531.317,0.140454,0.129627,5,47,0,538.213,1.81305,0.343671,-0.341212,1.06777,0.888958,0.45799,0.00218668,0.820193
-533.692,0.996643,0.129627,5,31,0,537.269,1.83126,0.00628956,0.86815,0.482261,0.569323,-0.822114,0.00224082,0.459588
-528.222,0.994779,0.129627,5,31,0,536.716,1.58008,0.0829452,0.0965638,0.786228,-0.996533,-0.0831928,0.00151922,0.614397
-526.756,0.994624,0.129627,4,31,0,530.634,1.73416,0.296944,0.359675,0.892257,-0.942937,-0.332971,0.00268251,0.460562
-527.971,0.975884,0.129627,5,31,0,530.367,1.95631,0.1853,0.12865,0.706192,-0.659087,-0.752066,0.00155972,0.491873
-527.62,0.983049,0.129627,5,31,0,530.931,1.91889,0.163464,0.590651,1.10676,-0.980047,-0.198767,0.00189572,0.522716
-526.707,0.997088,0.129627,4,15,0,529.24,1.69596,0.213614,0.316414,0.909826,-0.987658,-0.156624,0.00182124,0.449807
-526.509,0.991361,0.129627,5,31,0,529.322,1.69395,0.214635,0.172161,0.766583,-0.994662,-0.103187,0.00234591,0.720993
-526.62,0.940052,0.129627,5,31,0,529.946,1.74525,0.345193,0.514402,0.829924,-0.803408,-0.595429,0.0020994,0.492518
-525.949,0.877963,0.129627,4,23,0,529.272,2.0141,0.23527,0.489732,0.815582,-0.726972,-0.686667,0.00215127,0.439855
-526.852,0.497049,0.129627,5,31,0,528.868,1.78046,0.246732,0.738019,0.795756,-0.977087,-0.212838,0.00226082,0.425123
-526.533,0.958907,0.129627,5,31,0,531.606,1.90686,0.278667,0.768237,0.802132,-0.998724,-0.0504998,0.00186397,0.498307
-526.653,0.985936,0.129627,5,31,0,528.977,1.7222,0.198665,0.257746,1.34782,-0.737072,-0.675814,0.00193014,0.553437
-526.895,0.960601,0.129627,5,31,0,534.517,1.70593,0.155113,0.294079,1.31986,-0.598128,-0.801401,0.00200871,0.54745
-525.57,0.863371,0.129627,5,31,0,528.208,2.04687,0.409746,0.36952,0.315007,-0.807298,-0.590144,0.00230856,0.560637
-526.294,0.205176,0.129627,5,31,0,527.437,1.98004,0.24299,-0.129761,1.06894,-0.860315,-0.509763,0.00193885,0.429941
-528.956,0.983357,0.129627,5,31,0,531.075,1.7466,0.0642273,-0.103999,1.13136,-0.714798,-0.69933,0.00191366,0.380758
-529.988,0.980986,0.129627,5,31,0,531.885,2.06262,0.086556,0.0406535,1.12151,-0.404286,-0.914633,0.0018284,0.397786
-533.736,0.990557,0.129627,4,15,0,535.233,1.79054,0.0420562,0.179577,1.45666,-0.705398,-0.708812,0.00175661,0.317066
-529.162,0.924401,0.129627,5,31,0,537.207,1.69577,0.0454926,0.00221104,0.791283,-0.972964,0.230957,0.0019208,0.621859
-525.427,0.981891,0.129627,4,31,0,532.057,1.69036,0.232204,0.665495,0.704307,-0.937802,-0.34717,0.00214253,0.596714
-525.917,0.917837,0.129627,3,15,0,529.217,1.73773,0.203271,0.660336,0.678054,-0.935867,-0.352354,0.00215221,0.619371
-525.242,0.801933,0.129627,3,15,0,527.647,1.74031,0.268417,0.694489,0.782683,-0.837174,-0.546937,0.00205532,0.568277
-525.36,0.833586,0.129627,4,31,0,530.607,1.87318,0.346581,0.375865,1.12316,-0.853291,-0.521435,0.00161655,0.63241
-528.189,0.253701,0.129627,5,31,0,533.141,2.27427,0.407158,0.631125,1.11281,-0.814479,-0.580193,0.00245172,0.378544
-529.172,0.995752,0.129627,4,15,0,531.311,2.19877,0.424653,0.832687,0.73995,-0.822141,-0.569283,0.00245926,0.43821
-527.952,0.82644,0.129627,4,31,0,532.072,2.13982,0.271705,0.604702,0.704698,-0.92319,-0.384344,0.00234432,0.39523
-530.488,0.961364,0.129627,4,31,0,534.379,1.93501,0.0926955,0.122096,1.11293,-0.149822,-0.988713,0.00205874,0.335622
-531.207,0.992212,0.129627,4,15,0,532.035,2.11028,0.0965967,0.167819,0.924708,-0.249045,-0.968492,0.00206896,0.346458
-532.148,0.990761,0.129627,5,31,0,535.235,2.14459,0.133012,0.301337,0.827469,0.127571,-0.991829,0.00253823,0.281794
-529.76,0.999182,0.129627,4,15,0,533.342,1.91079,0.0820346,0.142112,0.885956,-0.191376,-0.981517,0.00234059,0.369782
-526.592,0.997685,0.129627,5,31,0,531.261,1.86675,0.15438,0.700349,0.919121,-0.874551,-0.484934,0.00214567,0.399732
-525.212,0.479176,0.129627,4,31,0,529.828,1.96211,0.239569,0.490531,0.817991,-0.802505,-0.596645,0.00210407,0.369993
-527.007,0.705734,0.129627,5,31,0,528.32,2.51235,0.477712,-0.245149,0.6679,-0.882094,-0.471073,0.00220504,0.459979
-525.704,0.998881,0.129627,4,15,0,528.233,2.28308,0.469418,-0.137307,0.395544,-0.762188,-0.647355,0.00214065,0.422993
-524.751,0.882245,0.129627,5,31,0,528.193,1.87476,0.290953,0.420809,1.06271,-0.807768,-0.5895,0.00187635,0.458649
-525.012,0.818315,0.129627,4,23,0,527.02,1.88885,0.2981,0.350214,1.00869,-0.848839,-0.528651,0.00195391,0.41955
-526.901,0.998015,0.129627,4,15,0,528.073,2.0956,0.228719,0.0164778,0.981957,-0.770594,-0.637327,0.00201416,0.368632
-529.97,0.962838,0.129627,5,31,0,534.36,1.60845,0.132545,0.468722,0.285234,-0.627796,-0.778378,0.00216066,0.486966
-530.098,0.997376,0.129627,5,31,0,532.01,1.67122,0.10182,0.229544,0.35177,-0.407701,-0.913115,0.00236146,0.555217
-530.383,0.992667,0.129627,4,31,0,533.216,1.73697,0.139411,0.741813,0.522123,-0.592191,-0.805797,0.0023394,0.419463
-534.52,0.991061,0.129627,5,31,0,540.615,1.8649,0.0436429,0.0848987,1.17432,0.538639,0.842537,0.0019161,0.317522
-529.021,0.986496,0.129627,5,31,0,541.899,1.49715,0.0496681,0.435491,0.562931,-0.69942,-0.714711,0.00241411,0.645702
-527.638,0.951266,0.129627,5,31,0,532.169,1.6358,0.339164,0.102184,1.05243,-0.672645,-0.739965,0.00191974,0.946511
-525.506,0.770812,0.129627,4,15,0,532.04,1.57806,0.196215,0.371986,1.1334,-0.743278,-0.668983,0.00203146,0.596085
-526.09,0.990032,0.129627,5,31,0,528.677,2.05907,0.38654,0.384748,0.404544,-0.917749,-0.39716,0.00227651,0.432092
-526.098,0.947786,0.129627,4,31,0,528.912,1.90023,0.467976,0.241216,0.491459,-0.949359,-0.314193,0.00205966,0.589958
-527.217,0.995066,0.129627,5,31,0,530.098,1.37045,0.235323,0.125592,0.670457,-0.735382,-0.677653,0.00203612,0.810721
-526.559,0.921901,0.129627,4,31,0,530.954,1.89172,0.38462,0.322317,0.720541,-0.992636,-0.121138,0.00231825,0.549316
-529.073,0.580291,0.129627,3,15,0,534.117,1.75063,0.198075,0.194586,1.04575,-0.982837,-0.184478,0.00210148,0.501544
-526.542,0.975845,0.129627,5,31,0,531.972,1.48709,0.136732,0.466241,0.585693,-0.962706,-0.270549,0.00199459,0.738749
-527.899,0.990374,0.129627,4,15,0,529.654,1.54122,0.187629,0.520794,0.483388,-0.999488,0.0319824,0.00167461,0.666482
-527.671,0.957597,0.129627,4,15,0,533.264,1.65245,0.124711,0.364352,0.713493,-0.831328,-0.555782,0.00198726,0.74439
-531.28,0.984168,0.129627,4,31,0,533.881,2.00461,0.14726,0.76562,0.640822,-0.836254,-0.548342,0.00267191,0.482461
-530.321,0.980101,0.129627,5,31,0,535.804,1.79926,0.340581,0.240797,0.289795,-0.904524,-0.426422,0.00216447,0.374437
-526.204,0.25779,0.129627,4,31,0,534.119,2.49739,0.539115,0.26755,0.726079,-0.901402,-0.432984,0.00223851,0.491846
-526.204,0.0326971,0.129627,3,7,0,532.272,2.49739,0.539115,0.26755,0.726079,-0.901402,-0.432984,0.00223851,0.491846
-526.204,0.0191312,0.129627,5,31,0,528.783,2.49739,0.539115,0.26755,0.726079,-0.901402,-0.432984,0.00223851,0.491846
-525.035,0.645161,0.129627,5,31,0,528.085,1.8496,0.197554,0.033652,0.798268,-0.84261,-0.538525,0.00214049,0.423081
-525.303,0.425746,0.129627,5,31,0,529.504,1.87542,0.22006,0.0263849,0.846134,-0.870769,-0.491693,0.0021664,0.395558
-526.615,0.96944,0.129627,4,31,0,529.609,1.89936,0.164436,0.2871,0.781665,-0.372702,-0.927951,0.00209621,0.41261
-529.038,0.99733,0.129627,4,15,0,530.62,1.99838,0.332488,0.208512,0.916502,-0.875907,-0.48248,0.00161851,0.377126
-527.469,0.984651,0.129627,4,31,0,534.35,1.75078,0.116112,-0.168167,0.991158,-0.922578,-0.385811,0.00240463,0.579158
-526.183,0.449736,0.129627,4,31,0,530.391,1.60688,0.113524,-0.155861,0.992165,-0.947641,-0.319337,0.00215203,0.593851
-527.677,0.989526,0.129627,5,31,0,529.517,1.61792,0.130759,-0.1242,1.17858,-0.99793,0.0643089,0.00196106,0.503735
-530.341,0.95942,0.129627,3,7,0,531.327,1.60853,0.19169,-0.172992,1.25322,-0.988755,0.149542,0.00187806,0.470276
-528.777,0.996821,0.129627,4,31,0,536.625,1.72356,0.064567,0.440117,0.99818,-0.601116,-0.799162,0.00153352,0.467309
-525.938,0.893267,0.129627,5,31,0,531.721,2.23105,0.450754,0.0896564,0.550423,-0.908148,-0.41865,0.00188068,0.422768
-526.592,0.95532,0.129627,4,31,0,531.38,1.83038,0.242782,0.12027,0.706753,-0.967291,-0.25367,0.00168914,0.457354
-528.442,0.752715,0.129627,5,31,0,532.521,1.7288,0.225629,0.115505,0.794522,-0.999992,0.00401205,0.00152089,0.466931
-527.41,0.998863,0.129627,5,31,0,530.948,2.2005,0.368256,0.160704,0.716826,-0.958539,-0.284962,0.00254394,0.465312
-524.486,0.997803,0.129627,4,31,0,528.322,1.87744,0.331205,0.419413,0.67473,-0.824173,-0.566338,0.00258793,0.575241
-525.596,0.882248,0.129627,4,15,0,525.895,1.85598,0.372557,0.428859,0.632318,-0.751591,-0.659629,0.00271794,0.588332
-528.454,0.234445,0.129627,4,31,0,531.856,1.66318,0.0740282,0.116858,0.476782,-0.777035,-0.629457,0.00168501,0.47675
-528.518,0.686669,0.129627,5,47,0,531.476,1.42912,0.0201233,0.196137,0.869774,-0.906946,0.421247,0.00225894,0.73329
-529.913,1,0.129627,5,31,0,531.637,1.57818,0.0108192,0.257698,0.760454,-0.238589,-0.971121,0.00202617,0.549511
-528.625,0.94729,0.129627,5,31,0,534.805,1.44172,0.0208643,0.296735,0.873975,-0.966783,-0.2556,0.0021496,0.584656
-525.853,0.909098,0.129627,5,31,0,531.15,1.94154,0.430027,0.118137,0.755841,-0.869384,-0.494136,0.00205507,0.548979
-527.586,0.882448,0.129627,4,23,0,529.078,1.96873,0.222958,0.191945,1.01482,-0.562718,-0.826649,0.00214314,0.357044
-538.543,0.956032,0.129627,5,31,0,542.2,1.90139,0.0668137,-0.213937,0.0040674,-0.819438,0.573167,0.00124915,0.409626
-536.065,0.995993,0.129627,4,15,0,540.946,1.81806,0.0852276,-0.226682,0.199516,0.0627609,0.998029,0.00124861,0.396029
-529.747,0.9979,0.129627,5,31,0,539.541,1.92692,0.34953,0.95721,0.801196,0.998996,0.0448105,0.00172855,0.462019
-527.946,0.999758,0.129627,5,31,0,533.295,1.55272,0.235976,-0.130128,0.768553,0.979053,0.203606,0.00253706,0.743434
-530.121,0.970338,0.129627,5,31,0,533.149,1.53881,0.238424,0.374578,0.506497,0.99532,0.0966293,0.00236355,0.792844
-525.293,0.998369,0.129627,5,31,0,531.444,2.09476,0.325559,0.311861,0.663938,0.875357,0.483477,0.00203276,0.397251
-523.968,0.814736,0.129627,5,31,0,527.645,1.82557,0.280265,0.359518,0.679284,0.966225,0.257699,0.00194345,0.550026
-526.178,0.99427,0.129627,4,31,0,529.431,1.53768,0.2851,0.130363,0.383423,0.964159,0.265327,0.00199347,0.793785
-526,0.999155,0.129627,5,31,0,528.347,2.35845,0.393219,0.736986,0.845598,0.915596,0.402099,0.00227642,0.393428
-525.51,0.38358,0.129627,5,47,0,527.851,2.31433,0.425021,0.65415,0.922227,0.936976,0.349394,0.00225377,0.408016
-527.379,0.143468,0.129627,5,31,0,531.279,2.42717,0.414761,0.696089,0.937671,0.82937,0.5587,0.00243524,0.458908
-528.086,0.046249,0.129627,3,15,0,533.238,2.4658,0.472804,0.773049,0.868369,0.961236,0.275727,0.0024715,0.465338
-526.433,0.677419,0.129627,5,31,0,531.489,2.12567,0.358486,0.0320878,0.734627,0.854233,0.519891,0.00188245,0.421013
-528.373,0.930795,0.129627,5,31,0,532.984,2.1275,0.267946,0.356965,1.22933,0.923121,0.38451,0.00145168,0.428394
-527.796,0.803809,0.129627,5,31,0,532.253,2.34442,0.404675,0.539907,1.03953,0.737264,0.675605,0.00166554,0.331908
-526.296,0.929818,0.129627,5,31,0,530.508,1.71045,0.352438,-0.158814,0.479424,0.794748,0.606939,0.00254535,0.700803
-525.55,0.842115,0.129627,5,31,0,532.021,1.97954,0.225836,0.363576,0.66325,0.974766,0.22323,0.00241849,0.481541
-525.55,0.00159905,0.129627,4,15,0,529.415,1.97954,0.225836,0.363576,0.66325,0.974766,0.22323,0.00241849,0.481541
-525.609,0.112844,0.129627,4,31,0,527.963,2.0245,0.220768,0.344594,0.713024,0.691796,0.722093,0.00234298,0.44326
-526.173,0.262469,0.129627,4,31,0,530.707,2.146,0.339462,-0.116629,0.597347,0.720777,0.693167,0.00239076,0.382681
-526.492,0.396471,0.129627,5,31,0,530.361,1.77594,0.250807,0.282579,0.820066,0.84571,0.533643,0.00183084,0.536687
-526.672,0.731736,0.129627,5,31,0,529.158,2.01013,0.264996,-0.00514738,0.758789,0.769894,0.638172,0.00199921,0.562483
-526.946,0.998324,0.129627,4,15,0,529.554,1.78837,0.243817,-0.0542241,0.480889,0.961306,0.275483,0.00210938,0.535273
-527.693,0.806039,0.129627,5,31,0,530.739,1.69706,0.119528,0.499354,1.18694,0.513087,0.858337,0.00207643,0.482757
-529.461,0.94264,0.129627,4,31,0,533.104,2.10678,0.211148,0.370267,0.761271,0.89293,0.450196,0.00225243,0.483752
-531.407,0.994363,0.129627,5,31,0,533.514,1.7893,0.293387,0.734498,0.502996,0.921981,0.387236,0.00202078,0.376813
-529.631,1,0.129627,4,15,0,533.045,2.14879,0.152678,0.324798,0.661513,0.992843,0.11943,0.00205784,0.413029
-528.752,1,0.129627,3,7,0,530.224,2.11525,0.161614,0.302918,0.664525,0.99452,0.104546,0.0020354,0.415708
-528.763,0.993445,0.129627,4,23,0,532.298,1.87828,0.276542,0.174746,0.513142,0.979587,-0.201021,0.001835,0.463301
-526.995,0.998951,0.129627,5,31,0,532,2.03908,0.324258,0.771241,0.606222,0.952016,0.306049,0.0020691,0.372545
-527.563,0.94415,0.129627,5,31,0,529.978,2.23752,0.198553,0.551498,1.07051,0.938278,0.345882,0.00182327,0.320276
-526.088,0.908624,0.129627,5,31,0,530.153,2.26211,0.52727,-0.142051,0.520489,0.846069,0.533073,0.00194186,0.562175
-525.512,0.89131,0.129627,4,15,0,530.08,2.10359,0.339045,0.0686789,0.367069,0.941539,0.336905,0.00191012,0.485444
-524.829,0.919233,0.129627,5,31,0,528.8,1.9051,0.312407,0.456708,1.11049,0.703708,0.710489,0.00229008,0.514155
-524.79,0.820168,0.129627,5,31,0,529.239,1.59055,0.274919,0.106886,0.517283,0.862022,0.506871,0.00185624,0.729782
-525.017,0.897932,0.129627,5,31,0,533.4,1.77971,0.255138,0.294439,1.25918,0.873363,0.48707,0.00205877,0.583489
-527.725,0.911852,0.129627,4,15,0,529.156,1.6055,0.126864,0.736133,1.10267,0.749672,0.661809,0.00211923,0.521057
-527.396,0.803149,0.129627,5,31,0,532.429,1.55659,0.23372,-0.100872,0.882376,0.972322,0.233647,0.00278628,0.784953
-525.346,0.880264,0.129627,5,31,0,529.723,1.77052,0.242375,0.791533,0.749973,0.888398,0.459075,0.00210768,0.56924
-527.423,0.987985,0.129627,5,31,0,529.972,1.56796,0.100962,-0.119021,1.11577,0.922598,0.385762,0.00211206,0.543478
-526.649,0.998091,0.129627,5,31,0,530.373,1.7034,0.0463012,0.374916,0.984833,0.823141,0.567837,0.0021158,0.481923
-527.409,0.990577,0.129627,5,31,0,528.466,1.76565,0.314237,0.045485,0.580347,0.776971,0.629537,0.00233601,0.849682
-524.789,0.493806,0.129627,4,15,0,529.595,1.61747,0.298213,0.106092,0.545045,0.832579,0.553907,0.00233908,0.674268
-525.691,0.792189,0.129627,4,15,0,529.118,1.6531,0.287902,-0.0501874,0.752424,0.86368,0.50404,0.00236145,0.709422
-524.832,0.322018,0.129627,5,31,0,528.296,1.70113,0.342796,-0.140307,0.633542,0.87332,0.487147,0.00218004,0.683979
-524.123,0.908986,0.129627,4,31,0,528.555,1.95036,0.387855,-0.106899,0.73883,0.801238,0.598345,0.00230138,0.566384
-528.604,0.949844,0.129627,4,15,0,529.746,1.62116,0.164013,-0.704342,0.483214,0.907491,0.420071,0.00199905,0.586354
-525.721,0.798481,0.129627,4,15,0,530.993,1.82868,0.399547,-0.407469,0.381484,0.871045,0.491203,0.00187135,0.625851
-530.609,0.609142,0.129627,5,31,0,533.568,1.64593,0.416365,1.04357,1.22638,0.835958,0.548794,0.00234224,0.591924
-535.326,0.756166,0.129627,5,31,0,538.666,2.00165,0.176843,1.31509,1.63884,0.666352,0.745637,0.00201628,0.566401
-529.231,0.99826,0.129627,5,31,0,536.235,1.93355,0.0907612,0.0552006,0.490829,0.983291,0.182041,0.00182486,0.453208
-535.877,0.993258,0.129627,5,31,0,539.043,1.9297,0.0482912,0.454066,0.256728,-0.864574,0.502505,0.00147785,0.279551
-534.388,0.997608,0.129627,5,31,0,542.247,1.95917,0.00133774,0.513376,0.869165,0.214968,-0.976621,0.00160028,0.397819
-532.284,0.999628,0.129627,5,31,0,537.615,1.63869,0.00563672,0.0993508,1.19364,0.474022,-0.880513,0.00255499,0.574627
-536.55,0.971765,0.129627,5,31,0,541.475,1.58059,0.00393279,0.753075,0.881803,-0.516152,0.856497,0.00205466,0.692004
-536.619,0.996213,0.129627,5,31,0,541.155,1.5314,0.000914519,-0.125846,1.17842,0.578374,0.815772,0.00205597,0.46013
-538.686,0.995709,0.129627,4,15,0,540.588,1.85517,0.00160088,-0.17393,1.25301,0.448013,0.894027,0.00185421,0.464177
-536.692,0.79575,0.129627,5,31,0,540.261,1.74334,0.00203824,-0.217886,1.06183,0.602645,0.798009,0.0018036,0.419327
-532.239,0.999276,0.129627,5,31,0,539.186,1.6048,0.00766223,0.708171,0.884455,-0.981739,0.190233,0.00168027,0.480724
-531.837,0.999954,0.129627,5,31,0,535.717,1.97611,0.00395505,0.4404,0.767667,-0.952223,0.305404,0.00216087,0.327873
-533.31,0.994288,0.129627,5,31,0,537.565,1.84925,0.0295475,0.302421,0.0877055,0.404385,-0.914589,0.00182557,0.343371
-533.059,0.986747,0.129627,5,31,0,540.625,2.04652,0.320563,0.121699,1.32647,-0.60675,-0.794893,0.00184176,0.466249
-531.043,0.992229,0.129627,5,31,0,535.646,1.70778,0.102869,0.166493,0.540921,-0.725128,0.688614,0.00238336,0.611223
-526.945,0.977629,0.129627,5,63,0,536.137,1.77634,0.393945,0.340448,0.716588,-0.975104,-0.221749,0.00253728,0.558878
-530.715,0.983954,0.129627,5,31,0,531.757,2.13971,0.165615,0.428163,1.13955,-0.973632,-0.228123,0.00151683,0.39986
-526.198,0.982631,0.129627,4,23,0,532.921,1.9034,0.334344,0.150791,0.634077,-0.922018,-0.387146,0.00181764,0.40975
-525.235,0.485879,0.129627,4,31,0,527.315,2.07562,0.400802,0.454613,0.911076,-0.981411,-0.191916,0.00184872,0.515087
-526.295,0.741662,0.129627,5,31,0,530.962,1.5589,0.138116,0.142369,0.504986,-0.690667,-0.723173,0.00200789,0.566812
-526.545,0.969893,0.129627,5,31,0,529.069,1.77233,0.278679,0.103709,0.941277,-0.930567,-0.366122,0.00219398,0.70178
-528.733,0.994315,0.129627,4,15,0,530.495,1.45993,0.143963,0.669742,0.774049,-0.560441,-0.828194,0.00178892,0.827566
-528.075,0.906222,0.129627,4,15,0,532.371,1.606,0.161229,0.0289298,1.00551,-0.944651,-0.328078,0.00234566,0.593564
-527.104,0.855898,0.129627,4,31,0,531.395,1.49421,0.127508,0.299672,0.848991,-0.963267,-0.268544,0.00212083,0.757058
-529.908,0.608415,0.129627,5,31,0,533.759,1.41731,0.232973,0.3151,0.757539,-0.720177,-0.69379,0.00207659,1.02759
-526.945,0.481132,0.129627,4,31,0,532.358,1.65519,0.301185,-0.169599,0.492614,-0.976717,-0.214532,0.00195916,0.803465
-527.254,0.978956,0.129627,5,31,0,530.176,1.62615,0.0895114,0.692135,1.06548,-0.953119,-0.302597,0.00197326,0.59409
-527.88,0.991038,0.129627,5,31,0,531.427,1.56697,0.133419,-0.147931,0.622024,-0.983805,-0.179243,0.00191471,0.541942
-526.569,0.52257,0.129627,5,31,0,529.989,1.6881,0.118663,0.51693,0.52527,-0.999857,-0.0168939,0.00202074,0.584386
