# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=966824467
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=good_result_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,rep_x.1,rep_x.2,rep_x.3,rep_x.4,rep_x.5,rep_x.6,rep_x.7,rep_x.8,rep_x.9,rep_x.10,rep_x.11,rep_x.12,rep_x.13,rep_x.14,rep_x.15,rep_x.16,rep_x.17,rep_x.18,rep_x.19,rep_x.20,rep_x.21,rep_x.22,rep_x.23,rep_x.24,rep_x.25,rep_x.26,rep_x.27,rep_x.28,rep_x.29,rep_x.30,rep_x.31,rep_x.32,rep_x.33,rep_x.34,rep_x.35,rep_x.36,rep_x.37,rep_x.38,rep_x.39,rep_x.40,rep_x.41,rep_x.42,rep_x.43,rep_x.44,rep_x.45,rep_x.46,rep_x.47,rep_x.48,rep_x.49,rep_x.50,rep_x.51,rep_x.52,rep_x.53,rep_x.54,rep_x.55,rep_x.56,rep_x.57,rep_x.58,rep_x.59,rep_x.60,rep_x.61,rep_x.62,rep_x.63,rep_x.64,rep_x.65,rep_x.66,rep_x.67,rep_x.68,rep_x.69,rep_x.70,rep_x.71,rep_x.72,rep_x.73,rep_x.74,rep_x.75,rep_x.76,rep_x.77,rep_x.78,rep_x.79,rep_x.80,rep_x.81,rep_x.82,rep_x.83,rep_x.84,rep_x.85,rep_x.86,rep_x.87,rep_x.88,rep_x.89,rep_x.90,rep_x.91,rep_x.92,rep_x.93,rep_x.94,rep_x.95,rep_x.96,rep_x.97,rep_x.98,rep_x.99,rep_x.100
-207.432,1,0.03125,3,7,0,558.083,1.27257,1.36073,-0.442483,0.155501,1.92343,2.15957,3.55785,2.99404,3.78889,-0.0222633,-0.709701,-0.0887086,2.75491,0.474992,-0.456152,0.425447,2.68599,0.907019,3.03372,-1.42645,3.1605,1.46795,2.39777,1.93388,1.21295,1.71966,-0.336282,3.58991,-1.12905,2.91485,0.41091,0.74354,1.32276,2.68407,1.42876,2.32082,3.61954,2.15128,3.82811,-0.739484,4.39488,-0.410479,1.0654,-0.526423,0.104363,3.09723,0.705192,2.11967,1.28,1.68152,1.56472,-0.336681,0.255187,1.48883,1.37791,0.663516,2.02536,1.81954,0.10096,2.67377,1.04394,1.82926,-0.128115,1.63534,0.479696,-0.531645,2.95906,1.77699,2.55471,2.985,3.23748,1.77985,2.85888,-0.47229,0.842123,1.33112,1.57229,1.5637,-0.318261,3.76026,0.138249,0.293148,1.96451,1.80946,1.72179,2.66109,0.793671,2.05788,2.37174,0.355198,2.49893,0.536571,1.65855,0.58256,2.42362,0.0477844,0.227906,-0.74466,1.57559,-0.989456,0.750964,0.60991
-207.432,0,14.3855,0,1,1,209.291,1.27257,1.36073,0.590157,-0.688466,3.68512,2.16629,0.542589,0.547039,0.105247,1.35909,2.53213,1.62547,-0.410162,0.0277758,1.45843,0.736118,1.57793,2.63149,1.45068,1.30324,0.830294,-0.366006,3.29748,0.143132,0.937009,2.31588,0.169032,1.64652,0.731059,3.45349,2.25032,0.0889802,-0.892128,0.0184614,-0.41699,1.65446,1.23748,0.477849,1.38132,2.37965,-0.0531917,1.60763,-0.210693,1.86207,0.216605,1.35494,1.36465,1.46185,2.08263,1.81372,1.48246,-0.561904,3.40583,-3.57401,-1.82957,1.01393,1.94142,1.34703,-0.3085,-1.31565,2.32863,3.1143,1.2121,1.35334,1.40867,1.84886,0.677052,0.753992,1.34802,0.789672,-0.531829,-1.72294,4.37311,0.452458,1.45084,2.0969,1.51595,1.57041,3.82697,0.676061,1.70146,2.31518,1.46522,1.56369,2.5121,0.972937,-0.528358,1.82019,1.21617,1.60349,0.0904945,1.61597,3.74411,1.26829,-0.291166,0.0511265,0.239265,-1.23453,0.414263,1.00621,1.3789,1.40343
-207.432,0,2.43117,0,1,1,207.548,1.27257,1.36073,0.925278,3.41393,-0.847128,-0.963038,0.142124,0.861959,1.20993,3.0061,0.427873,2.25529,0.525797,1.25787,0.10004,3.10367,1.3884,-0.169283,0.01796,5.87724,0.970842,2.86561,-0.740602,-1.22059,2.79664,1.84227,-1.24764,1.70343,2.37222,2.20102,1.75621,0.624767,0.966874,-0.686922,1.87228,-1.22193,1.89993,3.13817,0.861845,2.01888,1.81378,1.48483,1.87652,1.85812,2.53486,0.494647,-2.11321,1.0159,2.48818,3.16417,2.0408,2.05896,-0.260888,0.480847,2.38978,1.49854,-0.411155,-0.516604,3.51455,-0.41286,2.69822,-0.737937,0.848369,0.417216,2.73055,2.29268,1.77357,0.0959656,0.990016,2.50678,4.16483,3.01995,2.15096,3.06845,2.95256,0.92655,0.889254,0.540089,-1.67177,0.866581,2.09328,0.305112,0.392955,0.888093,1.95427,1.60601,1.26844,2.79952,1.66913,-2.52725,0.582751,2.92127,3.01984,4.26651,0.322561,0.734243,1.81375,1.79364,1.22184,2.56231,2.13813,2.05211
-207.432,0,0.239791,2,4,1,208.335,1.27257,1.36073,1.89532,0.572056,0.793474,0.0184935,1.02752,0.842742,3.19904,2.89123,-0.427275,2.80734,2.79651,-0.198667,0.801635,0.843117,0.570182,2.11395,2.16872,1.42291,3.39835,0.316928,1.40479,0.762436,-0.135642,1.67124,1.28001,-0.799242,-0.283848,0.772855,0.0206482,-0.397228,1.91979,-1.09705,2.63803,2.41957,1.82009,-0.685452,0.564835,-0.23878,-0.110214,-1.02334,1.23884,1.64704,3.40673,0.0760152,3.11347,0.908659,-0.539582,2.26342,-2.02351,4.66155,2.71607,-0.330435,2.12338,2.79673,0.846514,2.15639,-0.779348,1.53186,-0.138188,-0.30996,0.201425,-2.25031,1.45413,2.89309,4.34481,-1.15648,1.18691,3.24761,2.88704,2.52052,-0.919852,2.41334,0.820496,0.588987,3.21906,2.99999,1.86952,3.74393,-0.101223,1.62042,-1.29462,2.5733,-0.0934958,2.18357,-0.136781,2.18737,2.19181,-0.288432,2.19746,1.18511,-1.14265,2.10991,1.49843,3.27475,1.86238,0.524463,0.0962427,2.5916,3.74935,1.45265
-169.83,1,0.0186273,2,3,0,205.614,1.32685,1.60899,1.55618,-1.4428,-1.984,1.31441,0.624712,0.399711,2.67697,1.72274,1.54481,1.81637,3.17933,-2.35168,2.98648,4.66422,0.804123,0.361666,-1.39827,-2.72363,2.10832,0.0507886,0.617065,-0.489297,2.75934,-0.512523,0.329018,-0.175552,1.33132,2.02954,0.00397285,4.18226,-0.199416,1.00461,2.77615,1.88997,0.367422,1.99861,0.222772,2.87718,-0.30267,1.86798,2.26299,-1.24409,3.62626,1.94716,1.33424,3.05421,2.92783,1.51099,1.85376,0.183547,1.50749,-0.181231,2.66642,0.935247,1.6309,2.77316,3.95768,0.662445,0.717237,1.71819,3.37105,3.78253,0.184729,-1.87482,-0.814932,-1.72538,4.22333,0.465413,2.64004,1.91055,-0.0768558,-0.586774,2.0764,0.832033,2.48274,-0.404344,1.09743,1.66218,2.84116,0.24078,2.3433,1.08247,1.79232,-0.73537,1.78022,2.38526,3.94795,2.06926,2.06647,3.94254,2.65955,1.3984,4.12957,1.65245,3.19841,0.428646,-0.598586,3.15053,-1.15251,2.86355
-163.094,1,0.0257257,1,1,0,169.451,1.33412,1.68539,2.23437,1.05214,4.18005,1.03196,0.892463,3.20811,2.67471,1.32702,2.45611,-0.280139,2.37247,1.07593,2.52232,2.77185,2.21983,1.92799,-0.338407,4.09073,2.5346,0.0894981,1.67775,-0.467625,0.135442,-0.772045,-0.491205,1.60629,0.687547,2.13871,0.967241,4.38455,0.367438,0.84485,3.628,1.23306,-0.0406417,3.40221,0.161788,-1.45651,1.83143,-3.60768,-0.611256,3.75437,-0.237445,0.743727,2.3571,-0.11847,4.28056,1.70586,-0.619009,-0.21089,1.68521,3.30549,-1.82304,-2.94512,1.50078,-0.621133,2.92098,4.08892,3.08801,-0.192277,3.92604,0.238266,-0.465606,0.75729,0.150989,1.99607,0.501977,3.68094,0.674714,-0.1784,0.708536,1.69038,3.05434,0.575204,2.05082,-1.54203,1.23783,0.619139,0.199203,1.29934,3.2141,0.395816,3.04405,2.28341,4.02449,0.218798,3.09496,3.09613,-0.616156,2.77356,0.810458,1.41401,-1.56825,5.06718,-2.35794,-2.10732,-1.34615,0.301631,1.29991,1.12187
-151.374,1,0.0404064,2,3,0,162.09,1.41946,1.79817,2.28477,-0.486861,1.10333,-2.28431,1.33655,-1.70079,0.631587,1.62358,2.39944,1.3157,-0.218668,2.65656,1.26251,1.80517,1.89453,0.864064,1.0645,1.88381,-1.00558,-0.336337,-1.63705,0.658238,1.03156,3.05491,4.53452,0.675762,-0.0181551,-0.745729,3.08649,2.20332,1.36585,2.89002,0.0539915,2.35014,2.38108,-0.986642,2.10233,2.44859,1.27211,-4.40027,0.187393,2.91659,3.40833,2.46671,3.35234,0.286676,2.74427,-0.0298277,0.65668,-0.934663,3.15284,1.65557,2.65041,-0.707804,1.11253,2.57888,0.561,-1.07807,-1.74757,3.54693,1.74985,0.766917,-0.704706,2.02934,3.58621,-1.24438,0.0298545,1.76714,2.90185,-1.12703,2.12559,5.31871,2.63482,-0.852021,4.4248,-1.36121,4.91165,-0.206343,3.54033,0.905845,2.64828,3.64978,5.38196,0.883787,1.33176,1.48097,1.0502,3.14939,1.8884,-1.72684,3.45006,2.39685,1.03398,2.81219,0.151675,0.365435,1.17012,2.43309,0.614428,1.17619
-142.901,1,0.0687243,2,3,0,149.903,1.45286,1.98938,4.62138,4.23149,1.94608,0.826634,0.364289,1.38765,2.30445,1.44723,3.18972,5.65035,3.31105,-0.603067,-0.0677512,-0.510305,-0.210598,2.50452,-0.465718,0.122535,0.580344,0.913346,0.631692,3.37203,1.30748,1.86704,0.868669,4.90022,1.72381,1.8866,2.6569,1.25625,2.65538,-0.0326409,2.81657,3.86236,2.43368,1.49964,1.55352,0.90825,5.00995,0.114909,3.76404,0.196525,1.41928,1.92406,2.37943,-2.21369,0.385176,-1.43272,4.52082,-0.893277,-0.620635,3.16147,3.6006,1.37883,-0.0172888,1.52894,0.0635394,2.22123,2.06813,0.977711,-2.23934,4.42288,1.60972,1.38297,-1.64326,5.47029,1.36284,9.69632,0.673004,3.4609,-1.55064,1.11986,-0.0661984,3.7329,1.46055,-0.673007,-0.0642914,0.974587,2.59029,-1.06838,2.59646,1.54648,0.27243,0.910098,-1.07105,1.9656,0.145454,1.74574,5.33154,3.75635,-0.721036,3.57107,2.14319,3.77666,1.37703,0.204833,1.8413,0.353586,4.05252,2.37629
-136.404,0.433945,0.122801,2,3,0,146.514,1.64215,2.8389,2.94807,-0.872039,1.46533,4.22413,0.415045,0.221638,2.44157,5.40288,-0.25386,0.726482,1.17313,-0.0538144,1.00622,-1.70431,-5.86942,4.26178,1.88657,1.99243,3.51574,5.54038,-0.830078,4.84406,3.95371,2.53578,0.469581,0.963644,-2.15309,2.4446,0.219263,2.58162,2.7827,-1.2217,4.19475,-0.536804,2.3961,0.0432884,3.91752,3.7749,2.13578,0.79369,1.50197,1.74227,-1.84457,-1.33981,4.21186,0.820081,-3.53737,4.66935,2.68177,1.53603,6.24637,2.01666,-0.646757,1.86315,3.59835,-0.73664,3.45412,-0.939242,8.24861,3.19271,1.77268,-1.09135,1.32155,8.54483,2.37897,2.24582,4.29323,3.63262,2.39302,-0.91304,2.23989,2.71144,3.59346,6.33376,0.212713,1.13015,0.849583,0.303103,-1.80137,2.91,2.71563,-0.651032,-1.15877,4.74423,5.85473,-0.339364,4.53499,-0.873602,0.786279,-1.72316,-4.54015,1.44493,1.10104,3.97344,0.981045,2.44465,1.38742,6.87367,6.61882,-3.58735
-134.558,1,0.0378384,2,3,0,136.625,1.66125,2.7028,5.8694,7.02726,3.08178,-3.76803,3.03071,2.369,2.10802,0.897012,3.84737,4.16428,-1.9342,-0.429821,-1.26771,5.13979,0.789699,-0.799586,0.321604,-4.85086,7.67548,4.15227,2.62967,4.09658,1.26138,2.18058,0.598539,-4.98498,-1.36116,7.54087,5.04271,-3.39627,-3.6028,4.84299,2.3652,5.92793,2.46743,1.87186,0.975775,-1.95427,-1.36137,-0.559799,1.45097,-0.130896,1.61892,3.4172,-0.825212,2.97021,4.81377,4.145,-0.7425,1.18684,-1.7859,5.34713,-5.89948,-2.8864,-2.07946,1.66215,1.29086,2.21761,3.01496,2.35346,0.994618,1.34927,-1.34881,2.577,1.74136,5.15247,0.922303,3.72216,-1.73409,-0.25767,3.62315,2.25675,1.08025,5.20846,2.98321,3.41442,-0.565166,5.4519,2.35545,-2.05643,1.82847,-0.755729,1.80922,1.6821,4.27086,0.381307,3.0462,4.94323,-0.402339,-1.94621,6.05372,3.03364,7.42927,1.09629,2.02194,7.06178,1.76373,-2.34214,1.45036,-3.08645
