# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=966824467
# chain_id=0
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=good_result_0.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,rep_x.1,rep_x.2,rep_x.3,rep_x.4,rep_x.5,rep_x.6,rep_x.7,rep_x.8,rep_x.9,rep_x.10,rep_x.11,rep_x.12,rep_x.13,rep_x.14,rep_x.15,rep_x.16,rep_x.17,rep_x.18,rep_x.19,rep_x.20,rep_x.21,rep_x.22,rep_x.23,rep_x.24,rep_x.25,rep_x.26,rep_x.27,rep_x.28,rep_x.29,rep_x.30,rep_x.31,rep_x.32,rep_x.33,rep_x.34,rep_x.35,rep_x.36,rep_x.37,rep_x.38,rep_x.39,rep_x.40,rep_x.41,rep_x.42,rep_x.43,rep_x.44,rep_x.45,rep_x.46,rep_x.47,rep_x.48,rep_x.49,rep_x.50,rep_x.51,rep_x.52,rep_x.53,rep_x.54,rep_x.55,rep_x.56,rep_x.57,rep_x.58,rep_x.59,rep_x.60,rep_x.61,rep_x.62,rep_x.63,rep_x.64,rep_x.65,rep_x.66,rep_x.67,rep_x.68,rep_x.69,rep_x.70,rep_x.71,rep_x.72,rep_x.73,rep_x.74,rep_x.75,rep_x.76,rep_x.77,rep_x.78,rep_x.79,rep_x.80,rep_x.81,rep_x.82,rep_x.83,rep_x.84,rep_x.85,rep_x.86,rep_x.87,rep_x.88,rep_x.89,rep_x.90,rep_x.91,rep_x.92,rep_x.93,rep_x.94,rep_x.95,rep_x.96,rep_x.97,rep_x.98,rep_x.99,rep_x.100
-581.137,1,0.015625,3,7,0,3196.68,-1.28904,1.43934,-2.60883,-2.30398,-2.49107,-0.667781,-1.58578,-3.89199,1.22595,-2.66284,0.860826,-0.692991,-2.62568,-2.19363,-0.955186,-1.81237,0.534482,-2.00272,-0.654732,-2.26957,-0.444748,-1.45913,0.210402,0.974212,-3.22068,-1.35401,-0.606835,-1.42875,-3.18927,-1.75243,-0.334859,-2.03937,-1.83495,-2.38953,-3.28069,-1.57605,-1.50172,-2.66459,-1.17932,-3.43659,-1.33209,-3.05186,-3.12524,-0.10222,0.868158,-1.50978,-0.769652,-4.69236,-1.38135,-2.37188,-0.445381,1.23082,0.448318,-1.59719,-2.38818,-1.24151,0.84927,-1.3487,-0.258244,-3.00429,0.583873,1.77653,-0.806583,-0.457949,-1.83252,0.438472,1.21771,-5.31846,-2.35117,-1.41886,-1.84715,-3.23453,-1.0409,-1.39011,-3.50254,-0.710596,-1.7228,-0.720575,-1.34952,-1.95685,1.65514,0.45515,-0.303863,-0.43613,-0.608513,0.561412,-3.36739,-1.78092,-2.59784,-3.25505,-3.20958,-3.10186,-0.105721,0.271487,2.41236,-2.93477,-1.28806,-0.729758,-1.99496,1.53278,1.00845,-4.67657
-581.137,0,14.3855,0,1,1,582.671,-1.28904,1.43934,-2.77794,-1.40519,-1.70831,-1.09313,-2.30728,-1.04779,0.206807,0.05489,-0.758484,-1.41078,-1.70947,-2.18558,-2.41757,-1.22568,0.624613,1.62233,-1.74972,0.187598,-1.99941,0.759972,-2.58896,-2.02188,-2.58817,-1.47944,-2.60399,-0.772089,-0.79888,-0.583211,-0.866452,1.44883,-0.822061,-5.34449,-1.06138,-1.58124,-2.54184,-2.12752,-3.10352,-0.299801,-0.833287,-1.10588,-1.01718,-3.0725,0.966676,-2.23004,-0.967456,1.77513,-0.248169,-3.67292,-0.865991,0.11506,-1.72843,-1.18751,-4.17316,-0.50928,-0.844707,-2.94617,0.716243,-1.38104,-1.23105,-2.90547,-3.96776,0.846476,-5.41805,-1.85296,2.41578,-2.15523,-1.75862,-1.38202,-0.948477,1.85795,-0.740841,-0.0931894,-4.05465,-0.465367,-5.07231,-0.341966,0.0425571,-4.57906,-0.392163,-1.77577,-1.04215,0.861917,-1.1316,-0.93744,-2.73613,-0.721281,-0.463028,-2.09697,-2.74039,-1.42075,-2.72061,-1.31297,0.764855,-0.0988237,-0.792312,-2.17957,-1.62582,-0.758987,-1.31407,-1.52321
-581.137,0,2.43117,0,1,1,581.785,-1.28904,1.43934,0.456303,-0.901756,0.368514,-1.76548,-4.93584,-0.683465,-0.421168,-1.55328,0.261917,-1.31118,-0.821428,0.249458,-4.55888,-1.10188,-2.82544,-0.442312,-1.86069,-2.57408,-1.98753,-3.2547,-0.936998,-2.90735,0.396203,-1.57332,-2.08121,-2.25731,-2.06731,-3.2863,-1.50562,0.356368,-0.863406,-2.45294,-2.05634,-2.69517,0.180036,-0.0501149,-2.3704,-1.00486,-2.09267,-1.11658,-3.15855,-2.00204,-0.845418,-1.43017,-0.93013,-2.47044,-1.41939,-0.819699,-0.478876,-3.08789,-0.197064,-1.90991,-3.30266,0.158731,-3.37001,-1.30216,-1.67919,-3.57073,-2.47808,-2.90527,-2.1004,-0.300877,-1.69331,-0.962542,-1.84373,-0.827459,-1.98186,-1.76384,-0.525213,0.593523,-0.476029,1.64641,-0.957452,-2.30223,-2.66234,1.20961,0.164555,-1.46497,-1.3179,-1.98998,-1.30966,0.892667,-2.32589,-1.24366,0.304421,-1.16513,-2.553,-0.686855,-1.32012,0.134288,-2.13548,-1.39562,-1.77957,1.60854,-0.757498,-1.91746,-3.85532,-2.02196,-3.70923,-0.698189
-581.137,0,0.239791,0,1,1,581.17,-1.28904,1.43934,-0.323664,-0.905451,-2.11178,0.343711,0.822079,-1.98784,-0.891166,-0.877147,1.18222,-0.398216,2.27924,-0.909608,0.255017,-3.61319,-3.71898,-2.18013,-2.66015,-1.89765,-3.65964,-1.59758,-0.889742,-0.860901,-2.16945,-1.46334,-2.26403,-2.04055,-1.528,1.17449,0.328414,-0.163341,-2.68647,-4.14557,-1.46889,-4.73688,-1.61806,1.1685,-3.23884,-4.98264,0.323493,-0.817793,-1.89003,0.729347,-2.06553,-1.01671,-1.52414,-1.34199,-2.32486,-1.48152,-3.03475,0.417347,-1.12681,-0.325033,-1.2273,0.415427,0.469202,-3.80752,-2.65644,-3.33447,-1.58501,-2.64272,-2.0253,-0.922509,-3.06946,-3.29434,-3.11601,-3.35669,-0.500065,-0.930725,1.27755,0.688902,0.600715,-1.96504,-1.63585,-1.01246,-1.98513,1.12512,-1.37155,-0.848698,-2.71379,-0.211066,1.71882,0.916893,-1.63028,-1.19742,-0.298018,-1.55695,0.241099,-1.31142,0.183544,-0.696249,-3.27498,0.272319,-0.817456,-0.062005,-1.13156,-3.68755,-4.18057,-2.03045,-3.2245,-3.14175
-257.189,1,0.0186273,2,3,0,553.924,-1.12216,2.52895,-3.46683,-1.10249,-2.08749,-7.77756,2.88637,0.0859821,3.647,3.34592,0.511972,-2.80619,-1.72825,4.06049,-1.05007,-2.61922,-1.34787,0.57341,-0.413948,-0.0575712,1.92924,-3.24925,1.25886,-4.32471,1.7446,2.96758,-2.65906,0.0707577,-4.47843,-2.44059,-0.94401,-3.61612,0.0411761,-0.700366,-0.769209,2.8966,-0.169496,-4.58627,-1.42494,1.10095,0.405547,-2.14579,-5.70552,-3.46405,-8.12366,-1.03869,3.26821,0.873711,0.47427,-3.82031,0.910026,3.4351,-0.777821,2.0539,-0.474549,5.49162,-2.67837,-0.702943,2.364,-0.815847,-2.43051,-3.55867,-0.534199,0.0418792,-5.07936,0.230617,-0.143926,1.73083,-0.91721,-0.74004,-3.32117,-0.491145,2.83174,-2.01163,0.867152,0.38559,-3.03906,-1.5238,-4.58515,-1.0188,-2.36244,1.48507,-5.72946,-1.68031,0.566392,-5.31315,-0.184708,2.27681,-1.50045,-2.02939,-4.90661,-2.7983,1.38615,0.018224,4.86073,-2.63595,-0.505508,-4.95419,0.145484,-0.494289,-2.89114,-2.81892
-206.8,1,0.0257257,3,7,0,258.915,-0.877559,3.27095,-5.73143,-3.12029,-3.595,3.49422,-5.60655,-1.96938,-2.84614,1.34307,-1.06731,2.30723,0.523672,-0.437583,-0.0232828,0.561504,2.96771,-0.520163,0.290394,-5.71684,-1.17344,-0.0730668,-3.14398,-1.36121,-1.30167,1.86831,-3.03336,2.85637,-4.56932,2.12162,1.6528,-0.696286,1.57488,0.0144848,-2.7952,-0.184424,-4.17727,5.65692,4.18179,-3.55116,4.32162,-3.14457,2.73523,4.21763,-2.35288,-0.133584,0.855577,4.71868,-1.71926,6.04558,-0.22592,-5.72674,2.49948,-3.62461,1.7263,-2.51584,2.90356,-0.689514,-5.07148,-1.13988,-2.17132,-4.41013,4.12353,-2.34034,-7.22724,-2.11465,1.88004,-2.972,-2.59583,1.2806,-1.71717,0.985432,-5.68939,2.06879,-1.08458,-6.9115,0.663236,-1.6164,0.357555,-3.6883,3.95272,1.53937,-3.10202,0.0697876,-4.93952,-0.306576,-1.19234,-0.195854,-2.97178,-0.389156,-5.51153,-10.3946,3.25209,-1.5547,3.5841,1.52732,0.658553,-5.61374,-2.73786,1.28973,2.92326,5.97832
-193.75,1,0.0404064,3,7,0,206.588,-0.723341,4.64347,0.829531,3.19521,3.24747,-1.94262,5.27848,0.478378,4.19677,-3.67347,-1.04882,-4.35392,-1.38876,7.76269,5.31312,-1.42247,-3.8055,-2.05068,-4.84476,1.04387,-0.198212,-0.857492,2.79939,1.61759,-2.16495,1.8157,7.00393,8.93964,6.17713,-0.888608,-7.97815,0.459606,-2.81221,-2.03932,-6.74628,1.04504,0.0491805,0.757572,-3.76313,0.7319,-9.83096,-2.40491,-2.12494,-3.29998,-6.52369,-8.14944,-6.22271,16.3875,3.73445,3.33397,-3.8018,-1.15278,-2.42255,6.86,-0.519886,-8.90226,-2.76913,6.18368,0.332388,8.3581,-0.64383,-3.75002,5.83663,-0.980963,0.233292,-1.09222,1.78236,-4.98178,-7.95605,5.62143,2.96819,3.3331,2.38722,-6.90021,0.0108617,2.53732,4.07527,-11.9568,2.62714,0.954032,-11.0959,-4.44536,1.27519,-9.5359,3.03062,8.34403,-3.30407,0.61212,2.50936,4.87467,-1.57943,-1.40856,-0.877769,4.3521,-8.86383,4.66094,0.624658,-4.77356,-3.60177,-2.89437,6.61706,-3.6957
-194.434,0.869268,0.0687243,1,1,0,194.699,-0.713433,4.84664,1.02043,1.95788,-3.0444,-2.31055,-6.97168,4.4907,2.47999,-1.21366,-5.04037,-4.74737,5.95506,1.42296,-0.900331,-0.850355,-3.93342,-2.38723,-1.60899,-2.50579,1.63273,-6.58714,-0.131699,2.29151,1.92641,-2.99839,1.32037,-1.75623,4.87055,-3.3308,-10.9424,-7.2067,-0.478302,-5.09495,1.58341,-2.6984,2.41445,-2.82563,3.57117,-7.2517,-0.924707,-1.05612,1.28612,0.667096,-8.39747,1.01712,-4.35676,1.12108,3.99961,-3.11834,-5.72391,3.39412,2.91204,7.13623,-8.04694,1.8112,1.40586,-2.21774,5.23682,-3.58077,1.07281,-4.34171,-9.02289,-0.532191,-3.50308,-7.9586,-5.02492,0.315219,-0.336625,-8.53571,7.09649,-6.5369,5.59284,-3.10715,2.99487,-4.5444,-5.3252,-10.0055,3.93777,2.55443,4.36305,-1.69632,3.89841,2.03072,1.53925,-4.14643,0.875123,-5.31533,-4.04064,-3.98257,-2.63247,0.569083,1.5743,-2.71187,-6.19333,1.97002,3.57667,-0.998958,-1.48015,-7.118,12.4062,0.931883
-111.376,0.667724,0.0814275,3,15,0,189.441,3.00018,1.46036,3.86599,3.30131,3.65218,4.16542,1.8011,1.95895,2.38675,5.25688,3.82122,2.7819,3.25251,4.37142,2.45878,1.91826,0.20054,3.01568,3.87623,2.38785,2.01646,2.42282,3.79579,5.41605,2.72911,3.41733,3.46381,5.40597,3.37718,2.79574,3.51043,1.94016,0.588484,1.81748,4.33715,4.84278,3.59626,2.76965,0.568536,2.35931,1.9947,3.91223,1.55794,3.53432,2.22901,2.83979,3.73916,3.97285,3.44348,3.02421,1.3228,3.69994,4.82639,2.21933,3.44764,2.03875,4.56608,2.40823,0.688493,5.28095,5.97435,4.06693,2.80205,4.65124,1.7198,4.37012,3.72255,3.6999,4.13123,3.20143,2.90983,2.17423,1.76783,3.77539,1.47567,1.56225,4.7767,3.70804,1.79331,5.6161,3.80865,5.01411,3.91096,3.31104,2.11534,0.255499,2.67736,2.81925,2.93429,4.70053,4.58882,4.68116,2.25243,1.0676,5.61114,0.457806,1.23351,1.59508,0.0800433,2.94618,2.72397,2.49836
-107.479,1,0.052391,3,9,0,111.103,3.30671,1.89336,2.88668,3.75105,4.55682,5.7121,2.17961,3.9453,3.91458,2.53561,4.85841,4.3967,2.69112,4.14643,5.64622,2.47906,6.33651,0.590689,1.30082,5.23673,3.70049,2.73372,2.90925,5.67381,8.08415,5.17104,1.38995,1.77042,1.25744,0.260065,-1.15176,0.135469,3.01582,3.40177,7.96858,2.15279,3.68679,3.70794,2.38537,0.936707,2.00829,4.48405,0.101639,3.90493,4.68515,6.39145,2.89044,6.60423,1.40272,2.54361,2.45759,4.00951,0.652082,2.39006,4.94325,0.789298,2.97792,2.1593,2.31776,5.31096,1.66194,5.77564,4.84649,2.22645,3.91558,0.814376,3.92513,2.33144,4.14179,1.92351,2.13075,1.35006,1.42729,2.51766,7.1145,-0.993777,1.99358,8.06959,6.52072,4.27613,3.15201,3.40966,4.42814,2.26691,2.02565,3.09712,3.83142,1.2101,3.07895,3.42447,0.699834,4.19232,4.15197,1.76642,3.81359,4.23676,4.76618,2.34549,4.07176,6.8527,2.33478,3.06774
