# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = plummer2d_angle_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = plum.data.R
# init = 2 (Default)
# random
#   seed = 2176169100
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rhalf,ell,x0,y0,paV.1,paV.2,norm
# Adaptation terminated
# Step size = 0.196356
# Diagonal elements of inverse mass matrix:
# 0.0149357, 0.353937, 0.0203416, 0.0262842, 0.152704, 0.288605
-412.6,0.994489,0.196356,4,15,0,415.861,1.73614,0.347393,-0.208083,0.0950364,0.493944,0.869494,0.161819
-408.345,1,0.196356,4,15,0,413.592,2.04746,0.301003,-0.0433247,-0.180911,0.607054,0.794661,0.108628
-408.571,0.987085,0.196356,5,31,0,413.427,1.65976,0.298619,-0.200776,-0.327513,0.747004,0.66482,0.164743
-408.709,0.996866,0.196356,4,15,0,412.713,2.23894,0.444765,-0.218268,-0.171368,0.382671,0.923885,0.114364
-408.695,0.973562,0.196356,4,15,0,411.977,2.20692,0.483003,-0.199012,-0.205319,0.601306,0.799019,0.126412
-410.454,0.92412,0.196356,4,31,0,413.695,1.68978,0.180045,-0.0790061,-0.071396,0.147233,0.989102,0.135956
-410.189,0.987922,0.196356,4,15,0,414,1.65856,0.148876,-0.127915,0.00249325,0.340767,0.940148,0.135955
-408.054,0.962432,0.196356,4,15,0,413.764,1.69752,0.254665,-0.460587,-0.184508,0.291245,0.956649,0.148207
-404.528,0.90925,0.196356,4,15,0,409.83,2.05798,0.374877,-0.215528,-0.211513,0.561996,0.82714,0.120228
-406.392,0.953666,0.196356,4,15,0,406.826,1.95107,0.281673,-0.362301,-0.468796,0.606854,0.794813,0.116407
-410.364,0.732545,0.196356,4,15,0,415.699,2.04206,0.125766,-0.279209,-0.208232,0.235005,0.971994,0.0873147
-409.347,0.987978,0.196356,4,15,0,412.916,1.81246,0.435653,-0.12102,-0.116027,0.277723,0.960661,0.171699
-406.056,1,0.196356,3,7,0,410.465,1.99408,0.333124,-0.115318,-0.0275534,0.496358,0.868118,0.120039
-408.294,0.756403,0.196356,3,15,0,410.024,2.0739,0.381905,-0.371721,-0.047077,0.417569,0.908645,0.119734
-408.525,0.992917,0.196356,3,15,0,411.466,2.24097,0.431057,-0.177756,-0.333782,0.571927,0.820304,0.111406
-407.019,0.977422,0.196356,3,15,0,411.481,1.99605,0.394541,-0.311339,-0.307979,0.343281,0.939233,0.131954
-406.701,0.949737,0.196356,3,15,0,411.157,2.12699,0.343355,-0.0929395,-0.358479,0.608118,0.793847,0.107149
-405.184,0.998099,0.196356,4,15,0,407.076,1.9467,0.370467,-0.239569,-0.155814,0.334694,0.942327,0.133424
-406.487,0.934992,0.196356,2,7,0,407.363,1.99007,0.332012,-0.288687,-0.0950563,0.670485,0.741923,0.120321
-408.587,0.988967,0.196356,4,15,0,411.05,1.66786,0.275221,-0.241175,-0.389161,0.398878,0.917004,0.157879
-407.22,0.986308,0.196356,4,15,0,410.636,1.99909,0.320609,-0.218623,-0.0173998,0.596325,0.802743,0.117237
-407.982,0.99938,0.196356,4,15,0,409.16,1.9839,0.387952,-0.332751,-0.0324046,0.433257,0.901271,0.132138
-407.014,0.974982,0.196356,4,31,0,411.418,2.23548,0.412027,-0.378206,-0.518938,0.534283,0.845306,0.108331
-406.824,0.956562,0.196356,4,15,0,409.832,1.85597,0.349471,-0.0881055,-0.00064203,0.435677,0.900103,0.142049
-407.905,0.948545,0.196356,4,15,0,411.404,1.75861,0.172522,-0.153162,-0.446484,0.465731,0.884926,0.124381
-406.828,0.787349,0.196356,3,15,0,409.702,1.78561,0.169178,-0.195026,-0.252072,0.493409,0.869798,0.120162
-405.644,0.707803,0.196356,4,15,0,408.557,1.86565,0.413155,-0.117058,-0.248356,0.461719,0.887026,0.155835
-405.644,0.0059471,0.196356,4,31,0,409.882,1.86565,0.413155,-0.117058,-0.248356,0.461719,0.887026,0.155835
-405.766,0.0853516,0.196356,5,31,0,410.067,1.74575,0.37129,-0.138655,-0.177447,0.497219,0.867625,0.166126
-407.099,0.899347,0.196356,4,15,0,410.673,1.73124,0.394699,-0.304389,-0.108625,0.498828,0.866701,0.175454
-404.851,0.805838,0.196356,3,15,0,412.232,1.98111,0.308015,-0.221828,-0.188905,0.492068,0.870557,0.117202
-405.474,0.989391,0.196356,4,15,0,405.739,1.99394,0.420767,-0.340897,-0.276339,0.564285,0.82558,0.138221
-405.114,1,0.196356,3,15,0,406.632,1.97811,0.379741,-0.358592,-0.199491,0.517389,0.85575,0.131152
-404.786,0.802105,0.196356,3,7,0,406.558,2.07918,0.381797,-0.34069,-0.229107,0.410465,0.911876,0.119107
-404.896,0.273133,0.196356,3,7,0,406.507,2.16064,0.379384,-0.345922,-0.217201,0.508186,0.861248,0.109866
-404.896,0.000314174,0.196356,2,3,0,410.633,2.16064,0.379384,-0.345922,-0.217201,0.508186,0.861248,0.109866
-405.93,0.284592,0.196356,4,15,0,408.804,2.1665,0.296964,-0.260103,-0.16474,0.447854,0.894107,0.0964621
-404.372,0.612428,0.196356,3,7,0,408.741,1.99492,0.369699,-0.207056,-0.122959,0.506573,0.862197,0.126897
-404.372,0.0230193,0.196356,2,3,0,406.953,1.99492,0.369699,-0.207056,-0.122959,0.506573,0.862197,0.126897
-404.372,3.61825e-06,0.196356,2,3,0,408.184,1.99492,0.369699,-0.207056,-0.122959,0.506573,0.862197,0.126897
-405.196,0.0351841,0.196356,4,31,0,406.693,2.01443,0.397036,-0.199018,-0.107685,0.593431,0.804885,0.130093
-405.196,0.0286999,0.196356,3,7,0,408.499,2.01443,0.397036,-0.199018,-0.107685,0.593431,0.804885,0.130093
-405.892,0.695915,0.196356,4,31,0,407.375,2.27024,0.405211,-0.26121,-0.0425519,0.496785,0.867873,0.103835
-407.043,0.554133,0.196356,4,15,0,409.01,2.00879,0.325474,-0.0372115,-0.321275,0.386894,0.922124,0.116945
-407.848,0.92086,0.196356,3,11,0,412.738,1.96364,0.371267,-0.270268,-0.086085,0.243381,0.969931,0.131298
-409.124,0.989627,0.196356,4,31,0,410.965,1.8392,0.268321,-0.148824,-0.266833,0.625022,0.780607,0.12861
-411.172,0.977635,0.196356,4,31,0,413.638,1.99257,0.339295,0.0889187,0.00257249,0.669584,0.742737,0.121343
-410.664,0.998578,0.196356,3,7,0,411.756,2.02137,0.297019,0.0688777,-0.0390312,0.659324,0.751859,0.110819
-409.701,0.998121,0.196356,4,15,0,412.366,2.15181,0.379217,-0.0352571,-0.191052,0.680368,0.73287,0.11074
-411.877,0.979338,0.196356,4,15,0,415.031,1.51324,0.173161,-0.467917,-0.323801,0.157917,0.987452,0.168118
-410.912,0.99008,0.196356,4,15,0,415.426,2.30396,0.429254,-0.00293194,-0.340225,0.702378,0.711804,0.105065
-407.005,0.983403,0.196356,3,7,0,413.362,2.01205,0.32876,-0.245968,-0.324117,0.251878,0.967759,0.117137
-409.51,0.952648,0.196356,3,15,0,411.905,1.52487,0.217023,-0.203101,-0.274344,0.778421,0.627743,0.174837
-408.922,0.993724,0.196356,4,15,0,413.347,2.20357,0.304865,-0.417773,-0.358725,0.699782,0.714356,0.0943036
-406.695,0.964624,0.196356,4,31,0,410.389,1.87535,0.365471,-0.239243,-0.390421,0.680613,0.732643,0.142638
-408.631,0.718062,0.196356,4,15,0,410.805,1.92826,0.291343,-0.319644,-0.445595,0.361728,0.932284,0.120805
-410.952,0.981612,0.196356,4,15,0,413.789,2.01793,0.363606,-0.177475,-0.392212,0.671278,0.741206,0.122832
-410.059,0.982922,0.196356,4,15,0,414.954,1.90699,0.24618,-0.226329,-0.116775,0.210395,0.977616,0.116114
-413.923,0.944604,0.196356,3,7,0,415.126,2.10267,0.161097,-0.100789,-0.0557928,0.327077,0.944998,0.0858219
-410.117,0.992231,0.196356,4,15,0,415.889,1.78901,0.460618,-0.329296,-0.037079,0.498089,0.867126,0.184387
-406.749,0.974585,0.196356,3,7,0,414.032,1.8981,0.413721,-0.292607,-0.0454644,0.45688,0.889528,0.150698
-406.163,0.950008,0.196356,3,7,0,409.009,2.16987,0.320798,-0.243205,-0.239666,0.511733,0.859145,0.099537
-408.152,0.974246,0.196356,4,23,0,408.655,1.72929,0.345264,-0.21261,-0.321498,0.211204,0.977442,0.162573
-410.271,1,0.196356,4,15,0,411.809,1.73157,0.118867,-0.23759,-0.17675,0.625224,0.780445,0.120484
-410.987,0.987894,0.196356,4,15,0,412.51,1.81768,0.115367,-0.228194,-0.225632,0.563067,0.826411,0.108906
-415.508,0.990768,0.196356,4,15,0,417.59,1.71948,0.115825,0.0129451,-0.150523,0.769562,0.638573,0.121763
-410.756,0.970362,0.196356,4,31,0,422.803,1.61491,0.220005,-0.340902,-0.508276,0.802193,0.597065,0.156481
-409.034,1,0.196356,4,15,0,413.456,2.19216,0.367288,-0.433972,-0.106192,0.263306,0.964712,0.104689
-410.828,0.822788,0.196356,4,15,0,418.059,1.63603,0.29691,-0.118395,-0.501163,0.170509,0.985356,0.169144
-410.756,0.989192,0.196356,4,15,0,412.544,2.0674,0.249809,-0.372362,0.0509916,0.245712,0.969343,0.0992723
-410.183,0.918272,0.196356,3,7,0,416.606,1.80122,0.396067,-0.352554,0.00281042,0.291843,0.956466,0.162454
-412.94,0.999001,0.196356,4,15,0,415.396,2.14228,0.149943,-0.435118,-0.0615504,0.335617,0.941999,0.0815927
-408.514,1,0.196356,4,15,0,414.658,1.76468,0.451138,-0.287594,-0.166291,0.533337,0.845903,0.186233
-406.834,0.600003,0.196356,3,15,0,412.809,1.8461,0.405036,-0.299395,-0.269416,0.560992,0.827821,0.156982
-404.951,0.793867,0.196356,3,15,0,408.063,2.03366,0.354026,-0.276236,-0.254416,0.524012,0.851711,0.119145
-405.909,0.93751,0.196356,3,15,0,407.869,1.9514,0.397263,-0.385194,-0.380529,0.573359,0.819304,0.138685
-405.157,0.992305,0.196356,4,15,0,406.989,1.89276,0.338775,-0.327992,-0.230259,0.410266,0.911966,0.134372
-406.4,0.693247,0.196356,5,47,0,412.581,2.00941,0.40951,-0.269553,-0.289987,0.501925,0.864911,0.133505
-406.786,0.996004,0.196356,4,15,0,407.122,2.06446,0.365382,-0.254977,-0.375453,0.438947,0.898513,0.117686
-406.975,0.932486,0.196356,4,15,0,410.326,1.77347,0.350167,-0.258004,-0.370465,0.51649,0.856293,0.15574
-405.594,0.651287,0.196356,5,47,0,408.709,1.75362,0.245269,-0.183202,-0.227998,0.503076,0.864242,0.137147
-407.061,0.953606,0.196356,4,31,0,408.341,2.15533,0.337263,-0.189445,-0.11714,0.346154,0.938178,0.103391
-407.302,0.983161,0.196356,3,15,0,409.45,1.79808,0.382955,-0.152419,-0.178971,0.34947,0.936947,0.159557
-407.197,0.97046,0.196356,3,15,0,411.886,2.26404,0.365432,-0.211093,0.00549425,0.405563,0.914067,0.0978598
-409.533,0.544564,0.196356,2,7,0,413.859,2.38591,0.428646,-0.170099,0.18482,0.567662,0.823262,0.0978672
-406.32,0.998501,0.196356,4,15,0,411.397,1.93657,0.359771,-0.0269919,-0.0420557,0.456152,0.889902,0.132571
-406.037,0.91477,0.196356,4,15,0,408.64,1.83811,0.336937,-0.142011,-0.0826497,0.481902,0.876225,0.142087
-405.766,0.819287,0.196356,3,15,0,406.66,1.79104,0.32988,-0.163234,-0.100037,0.533623,0.845722,0.148078
-407.28,0.952614,0.196356,4,15,0,408.312,1.89757,0.281414,-0.0931872,-0.0454503,0.284713,0.958613,0.12302
-405.951,0.968771,0.196356,4,15,0,412.414,2.22499,0.462356,-0.268158,-0.160363,0.567955,0.82306,0.119591
-405.709,0.20719,0.196356,4,15,0,408.289,2.11583,0.466116,-0.235031,-0.234292,0.386335,0.922359,0.133181
-405.944,0.395729,0.196356,4,31,0,408.016,1.83732,0.258911,-0.194259,-0.270971,0.428077,0.903742,0.127236
-404.832,0.992508,0.196356,3,15,0,408.363,2.05166,0.374292,-0.223022,-0.158959,0.401437,0.915887,0.120856
-406.842,0.903883,0.196356,4,15,0,408.619,1.71359,0.264724,-0.320756,-0.24913,0.574499,0.818505,0.147431
-406.179,0.999013,0.196356,4,15,0,407.589,1.82079,0.342471,-0.32547,-0.351163,0.460051,0.887892,0.146022
-405.169,0.987331,0.196356,4,15,0,407.393,1.97763,0.356409,-0.347591,-0.309082,0.461202,0.887295,0.126459
-406.53,0.943337,0.196356,4,23,0,408.077,1.8935,0.372456,-0.348183,-0.345911,0.298026,0.954558,0.141473
-406.98,0.938019,0.196356,4,31,0,410.267,1.99831,0.404643,-0.361441,-0.244638,0.311405,0.950277,0.13389
-406.458,1,0.196356,3,7,0,407.228,2.04709,0.340296,-0.259624,-0.245683,0.670838,0.741604,0.11514
-406.132,0.992365,0.196356,3,7,0,408.035,2.10589,0.288755,-0.277572,-0.183274,0.523628,0.851947,0.100916
-405.529,0.661772,0.196356,4,23,0,407.928,1.73469,0.367911,-0.232154,-0.318889,0.423672,0.905816,0.167351
-407.022,0.658693,0.196356,4,15,0,408.163,2.09372,0.299812,-0.44589,-0.405945,0.512982,0.8584,0.103705
-409.019,0.98411,0.196356,4,23,0,411.081,2.08046,0.412445,-0.505591,-0.10421,0.543576,0.83936,0.125165
-409.714,0.989364,0.196356,4,15,0,411.815,2.21871,0.377319,0.0888697,-0.247169,0.377226,0.926121,0.103845
-408.523,0.996988,0.196356,4,15,0,412.323,1.78569,0.373322,-0.511049,-0.39537,0.396532,0.918021,0.159292
-407.174,0.950337,0.196356,3,15,0,414.487,1.76853,0.376222,-0.24399,-0.249406,0.606538,0.795054,0.163154
-407.063,0.999033,0.196356,4,15,0,408.44,2.17543,0.343366,-0.177544,-0.126903,0.418355,0.908284,0.102432
-409.66,0.962514,0.196356,4,15,0,411.96,1.74438,0.181387,-0.407453,-0.524394,0.558989,0.829175,0.127788
-405.81,0.903113,0.196356,4,15,0,410.587,1.71566,0.311038,-0.311184,-0.27234,0.371412,0.928468,0.156962
-409.305,0.877746,0.196356,3,7,0,411.156,1.75596,0.260757,-0.329091,-0.400049,0.830632,0.556822,0.139648
-409.719,0.997051,0.196356,3,7,0,410.916,1.81419,0.31437,-0.421547,-0.466813,0.154938,0.987924,0.141057
-407.722,0.994134,0.196356,4,15,0,410.617,1.78886,0.254848,-0.356398,-0.457519,0.284028,0.958816,0.133491
-406.072,0.969101,0.196356,4,15,0,409.837,2.07537,0.371477,-0.284247,-0.168488,0.266391,0.963865,0.117581
-406.691,0.996357,0.196356,4,31,0,408.1,1.96387,0.365351,-0.0239794,-0.257207,0.556739,0.830687,0.130044
-405.894,0.986376,0.196356,4,15,0,408.532,1.93876,0.361483,-0.247215,-0.164511,0.427674,0.903933,0.132626
-404.809,0.922672,0.196356,4,15,0,407.694,1.81299,0.311801,-0.136085,-0.221146,0.466295,0.884629,0.140716
-404.809,0.0338414,0.196356,2,3,0,407.542,1.81299,0.311801,-0.136085,-0.221146,0.466295,0.884629,0.140716
-408.376,0.335859,0.196356,3,15,0,411.965,1.69227,0.280751,-0.0817122,-0.0898031,0.4789,0.87787,0.154536
-406.525,0.998831,0.196356,3,7,0,408.886,1.88232,0.332278,-0.0967613,-0.18694,0.560571,0.828106,0.134545
-406.524,0.954652,0.196356,3,15,0,411.107,1.85734,0.421567,-0.198295,-0.184724,0.432964,0.901411,0.15952
-407.574,0.967756,0.196356,4,15,0,409.986,1.83421,0.273122,-0.171658,-0.377675,0.290471,0.956884,0.130164
-409.864,0.995108,0.196356,4,15,0,412.28,2.53411,0.496867,-0.285642,-0.354459,0.578735,0.815516,0.0985184
-407.758,0.964589,0.196356,4,15,0,412.041,1.65184,0.245634,-0.192951,-0.167272,0.319247,0.947671,0.154644
-406.442,0.982261,0.196356,3,15,0,408.426,1.78971,0.257865,-0.237769,-0.279176,0.322206,0.94667,0.133906
-408.946,0.954047,0.196356,4,19,0,411.272,2.17066,0.371899,-0.116313,-0.0615617,0.601079,0.79919,0.107556
-410.307,0.985094,0.196356,3,7,0,410.808,2.19962,0.350672,-0.108206,-0.0018745,0.680274,0.732957,0.101319
-411.518,0.992499,0.196356,4,15,0,412.308,2.32216,0.358989,-0.170543,-0.0342232,0.718853,0.695162,0.0920874
-409.907,0.994111,0.196356,4,15,0,414.946,2.06222,0.369485,-0.162255,-0.404282,0.603192,0.797596,0.118709
-406.864,0.963902,0.196356,3,15,0,414.34,1.83502,0.376722,-0.19927,-0.216144,0.600223,0.799833,0.151666
-407.521,0.80416,0.196356,4,31,0,411.727,1.77556,0.399969,-0.206235,-0.226574,0.613535,0.789668,0.16827
-408.561,0.991284,0.196356,4,15,0,410.17,1.84542,0.15117,-0.148163,-0.125197,0.544812,0.838558,0.110113
-409.009,0.999811,0.196356,4,15,0,410.03,1.76419,0.119251,-0.225897,-0.179831,0.5212,0.853434,0.116119
-408.664,0.988787,0.196356,4,15,0,411.284,1.65786,0.143248,-0.295988,-0.128766,0.477017,0.878894,0.135177
-408.067,0.998399,0.196356,4,15,0,410.988,2.24138,0.419512,-0.305711,-0.490793,0.305997,0.952032,0.109151
-406.892,0.938931,0.196356,4,15,0,414.543,1.62398,0.281923,-0.221776,-0.120948,0.39987,0.916572,0.168081
-406.965,0.958122,0.196356,4,31,0,410.165,2.15273,0.358616,-0.358684,-0.12585,0.538205,0.842814,0.107091
-406.438,0.97002,0.196356,4,31,0,409.167,2.03077,0.417386,-0.240129,-0.398144,0.390853,0.920453,0.132479
-406.481,0.985947,0.196356,3,15,0,409.59,2.09759,0.469679,-0.248357,-0.275051,0.471177,0.882039,0.136418
-406.891,0.958708,0.196356,4,15,0,409.303,1.65903,0.251855,-0.167144,-0.202679,0.650907,0.759158,0.154581
-407.064,0.977848,0.196356,3,7,0,409.806,1.59052,0.238008,-0.301237,-0.244475,0.349101,0.937085,0.165127
-405.872,0.996941,0.196356,4,15,0,407.932,2.0047,0.271721,-0.316964,-0.324773,0.613512,0.789685,0.108756
-407.341,0.646237,0.196356,4,15,0,409.546,1.67036,0.254006,-0.196121,-0.211602,0.682798,0.730607,0.15293
-406.366,0.977442,0.196356,4,31,0,409.807,1.89465,0.290327,-0.360335,-0.411684,0.66553,0.746371,0.124949
-407.229,0.72369,0.196356,2,3,0,409.397,1.88377,0.305761,-0.322903,-0.368972,0.747072,0.664744,0.129207
-405.405,1,0.196356,4,15,0,408.093,2.16187,0.384792,-0.346902,-0.347371,0.435875,0.900007,0.110705
-405.212,0.686615,0.196356,3,11,0,409.644,2.18166,0.414418,-0.360514,-0.283921,0.507552,0.861621,0.114206
-405.064,0.947282,0.196356,3,15,0,407.627,2.04863,0.371553,-0.313151,-0.241642,0.407615,0.913154,0.120685
-405.467,0.991718,0.196356,4,15,0,406.422,1.88901,0.295294,-0.335801,-0.351018,0.599367,0.800475,0.126582
-408.242,0.963661,0.196356,3,15,0,409.776,1.66898,0.295105,-0.451833,-0.428104,0.329353,0.944207,0.162116
-408.834,0.986431,0.196356,4,15,0,415.368,2.3461,0.484204,-0.131341,-0.188911,0.331035,0.943618,0.112119
-409.083,0.891086,0.196356,3,15,0,414.826,1.9459,0.261033,-0.136187,-0.176975,0.599679,0.800241,0.113759
-407.23,0.987953,0.196356,4,15,0,412.212,1.97887,0.36313,-0.278107,-0.272868,0.312791,0.949822,0.127633
-407.147,0.9714,0.196356,4,15,0,412.197,1.92716,0.25578,-0.210332,-0.141275,0.549722,0.835348,0.115163
-408.938,0.975033,0.196356,3,15,0,409.859,2.10951,0.24319,-0.234656,-0.171324,0.675425,0.737429,0.0945152
-407.029,0.989385,0.196356,3,15,0,412.639,2.07918,0.411293,-0.271139,-0.163704,0.492493,0.870317,0.125074
-408.1,0.970947,0.196356,3,15,0,410.74,1.61781,0.211051,-0.198035,-0.263273,0.267853,0.96346,0.154151
-409.112,0.989133,0.196356,4,15,0,410.907,2.58973,0.453152,-0.205193,-0.149733,0.344677,0.938721,0.0867907
-405.479,0.972651,0.196356,3,7,0,410.765,2.11868,0.416762,-0.231072,-0.209401,0.524646,0.851321,0.121583
-410.045,0.633968,0.196356,4,23,0,412.393,1.64196,0.153784,-0.325094,-0.277896,0.550539,0.834809,0.139522
-407.788,0.998118,0.196356,4,15,0,411.441,2.30592,0.419834,-0.245096,-0.313993,0.495579,0.868563,0.103183
-408.208,0.994641,0.196356,4,15,0,409.384,2.3208,0.468919,-0.275755,-0.14979,0.412799,0.910822,0.111279
-410.772,0.911472,0.196356,4,31,0,413.579,2.53678,0.395305,-0.0535352,0.0698854,0.592254,0.805751,0.0817989
-411.914,0.974852,0.196356,4,15,0,414.175,2.38535,0.528379,-0.0374362,0.194402,0.342314,0.939586,0.118619
-411.111,1,0.196356,4,31,0,413.793,2.52727,0.482141,-0.112733,0.175513,0.606483,0.795097,0.0962353
-407.652,0.995144,0.196356,4,15,0,414.529,1.55654,0.217077,-0.276531,-0.252709,0.276273,0.961079,0.167807
-409.33,0.993808,0.196356,4,15,0,410.408,1.62749,0.0997894,-0.308498,-0.201391,0.672774,0.739848,0.133496
-407.968,0.854337,0.196356,4,15,0,411.574,1.62135,0.122929,-0.185613,-0.267349,0.496836,0.867845,0.138058
-408.575,0.962478,0.196356,4,31,0,412.767,1.59165,0.179347,-0.31511,-0.437742,0.512011,0.858979,0.153107
-409.236,0.915973,0.196356,4,15,0,412.405,2.07255,0.471294,-0.225371,-0.140519,0.23879,0.971071,0.140161
-408.846,1,0.196356,4,31,0,410.794,1.98136,0.25604,-0.0285745,-0.183611,0.69539,0.718633,0.108986
-409.07,0.98253,0.196356,3,15,0,411.169,1.8784,0.334024,0.0270266,-0.288109,0.591473,0.806325,0.135461
-408.262,0.615661,0.196356,3,15,0,413.874,1.96348,0.334279,-0.161774,0.0767229,0.250864,0.968022,0.124023
-408.6,0.970953,0.196356,3,7,0,410.366,2.0719,0.242913,-0.159035,0.0519369,0.584902,0.811104,0.0979415
-405.389,0.465129,0.196356,4,15,0,411.048,2.03489,0.412437,-0.29586,-0.203588,0.617429,0.786626,0.130831
-405.585,0.0572842,0.196356,4,15,0,406.5,2.03753,0.399903,-0.281811,-0.204356,0.302341,0.9532,0.127768
-409.168,0.0126645,0.196356,5,31,0,410.296,1.71761,0.28891,-0.235479,-0.324268,0.616674,0.787219,0.151732
-409.649,0.998331,0.196356,4,15,0,410.973,1.94195,0.334535,-0.252856,-0.261272,0.443154,0.896446,0.126837
-406.649,0.991086,0.196356,4,15,0,411.475,2.04426,0.310936,-0.264079,-0.30194,0.473671,0.880702,0.110539
-413.898,0.924978,0.196356,4,15,0,415.939,1.93983,0.302317,-0.098576,-0.603504,0.745432,0.666582,0.121245
-410.948,0.993179,0.196356,4,15,0,417.88,1.60949,0.247231,-0.244001,-0.124832,0.447625,0.894221,0.163235
-412.739,0.98867,0.196356,4,15,0,414.892,2.06295,0.255045,-0.175782,-0.282217,0.224928,0.974375,0.100402
-409.127,0.999691,0.196356,4,15,0,414.369,1.71402,0.300673,-0.193661,-0.336904,0.206533,0.97844,0.154931
-407.383,0.988602,0.196356,4,15,0,411.632,1.87839,0.190861,-0.164143,-0.11315,0.316281,0.948665,0.111495
-407.806,0.986342,0.196356,4,15,0,409.884,1.63238,0.173014,-0.28396,-0.305473,0.746134,0.665796,0.144448
-407.113,0.996487,0.196356,3,7,0,408.761,1.68204,0.173652,-0.243513,-0.303114,0.309856,0.950783,0.13615
-407.01,0.986157,0.196356,4,15,0,409.788,1.94543,0.358901,-0.408236,-0.0530469,0.498982,0.866612,0.131188
-404.847,0.992841,0.196356,3,7,0,407.858,2.05193,0.325372,-0.235382,-0.188133,0.475243,0.879854,0.112062
-406.313,0.882665,0.196356,3,15,0,408.238,1.78746,0.313885,-0.260337,-0.408837,0.522739,0.852493,0.145205
-409.143,0.761498,0.196356,3,15,0,410.843,1.83473,0.441392,-0.213557,-0.509682,0.405186,0.914234,0.169277
-409.555,0.972579,0.196356,4,15,0,411.686,1.93026,0.15145,-0.340725,-0.0983399,0.737744,0.675081,0.100679
-409.139,0.984576,0.196356,4,15,0,415.146,1.83222,0.138651,-0.348994,-0.482499,0.411253,0.911521,0.110082
-405.542,0.966676,0.196356,4,31,0,410.437,1.88845,0.383369,-0.154123,-0.329067,0.585343,0.810786,0.144748
-406.505,0.734326,0.196356,4,15,0,406.938,1.92065,0.278841,-0.331047,-0.114727,0.321061,0.947059,0.119653
-407.302,0.979869,0.196356,4,15,0,410.391,1.84126,0.338212,-0.00934585,-0.152214,0.353994,0.935248,0.141873
-409.5,0.985177,0.196356,4,15,0,411.156,2.18837,0.42591,-0.484813,-0.093682,0.579887,0.814697,0.115778
-409.633,0.662126,0.196356,4,31,0,417.186,1.76205,0.169717,-0.410905,-0.598816,0.554643,0.832088,0.123478
-413.417,0.270304,0.196356,4,15,0,414.386,1.83201,0.103788,-0.415569,-0.684098,0.595482,0.803369,0.105824
-409.394,0.971452,0.196356,4,31,0,415.368,1.53515,0.35619,-0.17466,-0.0322322,0.438274,0.898842,0.209794
-405.837,0.49871,0.196356,3,7,0,409.961,1.67427,0.317084,-0.190634,-0.10946,0.524156,0.851622,0.166278
-406.468,0.22648,0.196356,4,31,0,409.277,2.32304,0.398503,-0.402779,-0.383795,0.484971,0.87453,0.0980625
-407.248,0.997334,0.196356,4,15,0,408.88,1.73983,0.348968,-0.3917,-0.452787,0.509418,0.860519,0.161522
-407.115,0.594987,0.196356,5,51,0,414.172,1.86514,0.246373,-0.347949,-0.023398,0.349364,0.936987,0.121415
-407.115,3.75915e-06,0.196356,3,7,0,409.986,1.86514,0.246373,-0.347949,-0.023398,0.349364,0.936987,0.121415
-409.218,0.222351,0.196356,4,15,0,413.031,2.05384,0.380741,-0.00846542,-0.315587,0.451845,0.892096,0.121855
-408.994,0.897971,0.196356,3,13,0,411.933,2.00606,0.435701,0.0068365,-0.26334,0.530384,0.847758,0.14017
-410.049,0.982888,0.196356,4,15,0,413.267,2.47203,0.389265,-0.0845451,-0.192297,0.528709,0.848803,0.0852883
-408.335,0.998625,0.196356,4,15,0,412.441,1.94075,0.405444,-0.198879,0.00508505,0.586555,0.80991,0.142141
-409.561,0.986559,0.196356,4,15,0,411.634,1.93065,0.267992,-0.222855,-0.0298746,0.343845,0.939026,0.116662
-407.871,0.999937,0.196356,4,15,0,410.134,1.81339,0.293623,-0.255671,-0.188479,0.381151,0.924513,0.137034
-407.408,0.994771,0.196356,4,15,0,409.187,1.88042,0.255377,-0.195329,-0.14445,0.410245,0.911976,0.120894
-409.982,0.871523,0.196356,4,15,0,411.755,2.05892,0.239314,-0.19923,-0.316961,0.417212,0.908809,0.0987114
-409.518,0.994584,0.196356,3,15,0,411.913,2.11576,0.292791,-0.179544,-0.273513,0.456987,0.889474,0.100547
-410.439,0.988534,0.196356,4,15,0,411.363,2.17485,0.290691,-0.175151,-0.257655,0.385786,0.922588,0.0948762
-411.012,0.984986,0.196356,5,31,0,415.323,1.99479,0.286428,-0.0760642,-0.307585,0.601828,0.798625,0.112103
-407.06,0.984304,0.196356,4,15,0,413.321,2.03665,0.365422,-0.179385,-0.344174,0.54865,0.836052,0.120929
