# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=2102757686
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-182.131,1,0.0237555,2,3,0,243.851,0.206989,11.1548,3.20796
-145.927,0.934631,0.0451335,3,11,0,180.525,0.738635,10.698,3.1114
-144.267,1,0.0701019,1,1,0,146.219,0.774308,10.6984,2.98616
-144.267,0.0138033,0.130774,1,3,0,145.297,0.774308,10.6984,2.98616
-140.271,0.983058,0.0140816,3,15,0,150.452,0.807529,10.6132,2.39614
-138.22,1,0.0251275,3,7,0,141.232,0.902824,10.6077,2.40915
-137.961,0.985625,0.0465975,3,7,0,138.563,0.921241,10.6172,2.32287
-126.685,0.751261,0.0821472,2,3,0,139.007,1.46386,10.5299,2.24485
-126.685,4.89085e-05,0.0746897,3,7,0,129.411,1.46386,10.5299,2.24485
-122.512,0.998749,0.00854449,5,31,0,128.294,1.64519,10.5101,2.06287
-122.146,0.999377,0.0156184,3,7,0,122.678,1.66356,10.502,2.10724
-121.89,0.980204,0.0283138,2,3,0,122.407,1.68021,10.4836,2.08413
-125.961,0.591366,0.0482705,2,3,0,127.21,1.58499,10.4967,2.4356
-119.858,0.982981,0.0288652,3,7,0,126.48,1.77555,10.5086,2.09905
-115.452,0.874473,0.0491352,3,7,0,121.745,2.04592,10.4486,2.21155
-116.812,0.245203,0.0623422,2,3,0,119.746,1.92978,10.4219,1.93031
-111.674,0.998107,0.0152604,4,15,0,118.128,2.2308,10.4756,2.08352
-110.707,0.99208,0.026802,3,7,0,112.677,2.19968,10.3746,1.85881
-111.01,0.876779,0.0459416,2,3,0,112.034,2.20957,10.4819,1.92779
-100.495,0.320428,0.0582069,3,7,0,111.251,2.60418,10.409,1.73665
-102.216,0.892702,0.0179834,3,7,0,103.678,2.64703,10.443,1.69254
-102.324,1,0.023788,3,7,0,104.991,2.53932,10.3371,1.831
-99.4183,0.963856,0.0409379,3,7,0,102.571,2.59815,10.3708,1.5844
-99.4183,0.0928699,0.0639061,2,3,0,101.209,2.59815,10.3708,1.5844
-89.7901,0.984687,0.0116628,6,63,0,102.537,6.85037,9.69877,2.04202
-86.99,1,0.0191977,2,3,0,89.891,6.85642,9.70003,1.94975
-62.8486,0.655452,0.0325591,3,7,0,90.9984,6.4592,9.73675,1.17332
-58.3954,0.869805,0.0239267,3,7,0,63.2145,6.36789,9.81837,1.15981
-58.0411,0.898904,0.0294606,3,7,0,59.9891,6.3813,9.78249,1.05171
-56.1899,0.362413,0.0387505,1,3,0,58.9495,6.31652,9.79601,1.08266
-56.897,0.909031,0.0143372,2,3,0,57.691,6.33329,9.78723,1.09959
-55.1334,0.997262,0.019325,6,63,0,57.1768,4.23267,10.1254,1.15781
-50.089,0.360805,0.031851,3,7,0,57.8363,4.45424,10.0624,1.0543
-50.8832,0.998866,0.0119788,4,15,0,51.4801,4.40392,10.0713,0.972673
-50.6601,0.975832,0.019742,3,7,0,51.7228,4.4168,10.0671,1.00542
-51.627,1,0.0306696,3,7,0,53.2939,4.46729,10.1095,1.15492
-51.627,5.13491e-10,0.0500444,1,1,0,52.2899,4.46729,10.1095,1.15492
-50.1931,0.991285,0.00852195,4,15,0,52.2867,4.47276,10.0541,1.05634
-48.6194,0.992509,0.0136567,4,15,0,50.9843,4.51825,10.0551,0.926792
-47.0641,0.9873,0.0218157,3,7,0,49.8611,4.58746,10.0797,1.04354
-47.6114,0.659791,0.034251,3,7,0,48.6322,4.55637,10.0502,1.00955
-46.2272,1,0.0260171,1,3,0,47.8532,4.593,10.0628,1.00115
-45.7035,0.339708,0.0417187,2,5,0,46.3581,4.61769,10.0573,0.983948
-45.7035,0.612721,0.015826,2,7,0,49.6983,4.61769,10.0573,0.983948
-40.2353,0.957977,0.0109526,6,63,0,48.0292,5.1557,9.99378,0.943088
-39.9358,0.997603,0.0159869,4,19,0,40.4645,5.10649,9.98797,0.922793
-40.1807,0.877036,0.0252861,3,7,0,40.5878,5.14028,9.97272,0.945534
-40.5942,0.37178,0.0307889,3,7,0,42.6867,5.14622,9.96164,0.922933
-41.6425,0.991725,0.0128509,4,27,0,43.1524,5.44237,9.91815,0.845074
-40.4525,1,0.0199398,3,7,0,41.835,5.36273,9.93254,0.896316
-40.4525,0.161015,0.0313256,2,5,0,41.6256,5.36273,9.93254,0.896316
-40.1437,0.98068,0.00854766,3,7,0,41.3103,5.37312,9.9583,0.891613
-42.5109,0.730076,0.0128941,2,3,0,43.471,5.36875,9.98383,0.882214
-40.2568,0.997717,0.0115592,3,7,0,42.5479,5.36983,9.95117,0.850877
-40.3358,0.942871,0.0179455,4,31,0,41.218,5.16103,9.97957,0.976773
-40.3358,0.173268,0.0247984,1,1,0,41.9156,5.16103,9.97957,0.976773
-41.4024,0.998802,0.0071743,5,31,0,41.7862,5.19193,9.97628,1.03355
-39.8033,0.877544,0.0111097,4,17,0,44.0843,5.19178,9.96617,0.895365
-40.2172,0.978718,0.0134266,5,31,0,41.5156,5.13226,9.98586,0.843971
-40.188,0.703494,0.0198207,4,31,0,42.5157,5.30681,9.94404,0.872644
-42.671,0.992629,0.0168648,4,31,0,43.2859,5.40494,9.94764,0.775447
-40.8358,0.357785,0.0254591,3,7,0,44.3009,5.44046,9.92787,0.855519
-40.6791,0.992134,0.0109695,5,47,0,41.5925,5.09526,10.0043,0.960487
-40.5097,0.989199,0.016508,4,15,0,40.8828,5.11341,9.97078,0.939914
-41.8206,0.995296,0.0246032,5,31,0,42.148,4.89231,10.009,0.898837
-42.0375,0.407184,0.0369622,2,5,0,42.5945,4.85612,10.0328,0.920007
-41.8723,1,0.0177575,2,7,0,42.0974,4.86442,10.0283,0.919822
-39.7221,0.933014,0.0268536,4,23,0,42.7042,5.23004,9.97619,0.884023
-39.6887,0.106419,0.0355833,4,15,0,40.8641,5.28289,9.96524,0.885886
-40.4531,0.936616,0.00973125,5,39,0,41.4625,5.12939,9.96879,0.942763
-40.2776,0.969529,0.0130064,4,27,0,41.0406,5.16201,9.96647,0.94822
-40.4365,0.713447,0.0184492,2,3,0,42.1189,5.14233,9.96709,0.946962
-41.1655,0.976553,0.0161158,4,15,0,42.007,5.04332,9.99086,0.99628
-40.9343,0.956042,0.0230651,3,7,0,42.7373,5.1213,9.97802,0.999893
-41.7624,0.116419,0.031671,2,7,0,43.2781,5.2189,9.9467,1.00735
-41.8309,0.999002,0.00912374,3,15,0,43.3429,5.23511,9.95822,1.04561
-41.4269,1,0.0135774,4,15,0,42.3991,5.29404,9.97027,1.02662
-41.5055,0.703611,0.0201723,3,15,0,45.3037,5.06355,9.97269,0.97843
-40.7544,0.992777,0.0173477,4,15,0,41.924,4.98463,10.0137,0.899438
-42.2384,0.688546,0.0253219,2,5,0,42.5637,4.95286,10.0346,0.970772
-42.2384,0.164645,1.35616,1,3,1,42.9647,4.95286,10.0346,0.970772
-42.2384,0,4.27189,0,1,1,46.3851,4.95286,10.0346,0.970772
-39.906,0.968868,0.460281,3,15,0,42.7252,5.20205,9.9836,0.87407
-40.4944,0.649482,0.464148,4,15,0,45.1206,5.02305,10.0075,0.927302
-39.9986,0.935818,0.236611,3,11,0,42.2523,5.1048,9.98771,0.932034
-41.4205,0.937187,0.297449,3,7,0,41.6716,5.20238,9.99995,0.975179
-41.0256,0.991069,0.408394,2,3,0,41.9876,5.11146,9.97525,0.995585
-40.18,0.94077,0.698451,2,7,0,42.025,5.32329,9.96299,0.850549
-40.18,4.51844e-09,1.05641,1,1,0,41.625,5.32329,9.96299,0.850549
-40.206,0.993777,0.0834268,3,15,0,41.5508,5.25812,9.9532,0.853535
-40.8763,0.982839,0.152884,2,3,0,40.9056,5.24671,9.94665,0.848175
-40.6181,1,0.273773,3,15,0,41.2476,5.22928,9.95291,0.845406
-42.0999,0.794896,0.520028,2,3,0,43.0897,5.20198,9.9868,0.783945
-42.6869,0.999815,0.519204,4,23,0,43.4191,5.01154,10.0028,1.06204
-42.6875,0.135366,0.985593,1,3,0,44.418,5.2208,10.0006,1.03233
-41.5734,0.999697,0.127802,4,15,0,42.9755,5.18774,9.98405,1.03641
-39.9773,0.993471,0.244019,3,15,0,42.0514,5.24524,9.95839,0.943781
-42.5488,0.874582,0.453896,3,7,0,43.2491,5.37717,9.947,1.07032
-40.9064,0.902569,0.584199,3,7,0,43.8344,5.27238,9.95839,0.807328
-40.0035,0.875092,0.815511,3,7,0,41.4042,5.13832,9.97715,0.864943
-40.5006,0.114726,1.04399,2,5,0,42.6722,5.3301,9.93532,0.921373
-40.3837,0.999738,0.140644,5,47,0,40.9191,5.26583,9.98173,0.940585
-40.9562,0.922044,0.262535,2,7,0,43.8113,5.37854,9.96667,0.86332
-40.787,0.991435,0.387099,4,19,0,41.8001,5.13019,9.96216,0.919077
-39.7242,1,0.692775,1,3,0,40.1686,5.20585,9.98003,0.909383
-39.7242,4.60476e-32,1.25832,1,1,0,42.3085,5.20585,9.98003,0.909383
-39.7011,0.998382,0.133162,4,23,0,40.1761,5.20703,9.97124,0.924581
-40.4121,0.994454,0.241781,4,15,0,40.7972,5.36323,9.95012,0.971673
-40.1013,0.999685,0.429925,3,7,0,40.5348,5.38161,9.94661,0.937412
-40.406,0.949013,0.768192,3,7,0,40.8112,5.20996,9.96817,0.825918
-40.0924,0.33621,1.18328,1,3,0,40.6822,5.11121,9.98691,0.85907
-40.0225,0.946281,0.342598,4,15,0,41.3618,5.29991,9.97188,0.915258
-40.7622,0.981117,0.523598,3,7,0,41.9859,5.08648,9.98703,0.987161
-40.3297,0.413835,0.872224,2,7,0,41.7654,5.23025,9.9623,0.975793
-43.4244,0.966655,0.320402,3,15,0,44.1967,5.72111,9.90073,0.93477
-41.2698,1,0.511598,3,7,0,44.0564,5.41634,9.93794,1.00797
-41.062,0.873109,0.884522,3,7,0,42.135,5.48884,9.9268,0.854968
-41.062,0.0133069,1.09172,1,3,0,42.0092,5.48884,9.9268,0.854968
-41.3505,0.998389,0.147564,4,15,0,41.8155,5.4779,9.9251,0.837646
-40.6312,0.995783,0.253235,4,15,0,42.1417,5.17944,9.97111,0.992896
-41.0097,0.875353,0.428175,3,15,0,43.0335,5.04113,10.0174,0.930045
-43.6461,0.646993,0.530816,3,7,0,45.3121,5.23304,10.0086,0.840005
-44.1696,0.955819,0.371231,2,3,0,44.852,5.02088,9.96024,0.864668
-43.3534,0.946368,0.560321,2,5,0,45.3277,5.38859,9.98644,0.971123
-41.1058,0.479214,0.821352,2,5,0,43.1169,5.17908,9.99562,0.991459
-40.8506,0.984405,0.383108,3,15,0,42.4208,5.19689,9.97767,1.00781
-40.3311,0.99929,0.613988,3,7,0,41.2964,5.29883,9.95384,0.974796
-39.9433,0.513957,1.01312,2,7,0,40.6394,5.37882,9.94723,0.904867
-39.673,0.997248,0.520699,3,7,0,40.2366,5.29252,9.95721,0.899043
-39.673,0.000343979,0.850021,2,3,0,45.7071,5.29252,9.95721,0.899043
-39.673,0.0108867,1.05196,3,7,0,40.9836,5.29252,9.95721,0.899043
-39.673,3.20326e-06,2.50549,1,3,1,41.0235,5.29252,9.95721,0.899043
-40.7192,0.956977,0.248495,3,7,0,41.1512,5.36383,9.96722,0.950555
-40.5752,0.998891,0.23155,3,15,0,41.4744,5.08276,9.97467,0.896815
-40.5468,0.994714,0.31027,3,15,0,41.7759,5.01789,9.99394,0.886914
-40.5458,1,0.475658,3,7,0,40.9813,5.05633,10.0014,0.959982
-40.7716,0.40225,0.80717,2,7,0,41.6058,5.13171,9.9701,0.978201
-41.4612,0.996134,0.224279,4,19,0,43.315,5.55382,9.91746,0.875875
-41.9044,0.93977,0.400268,3,7,0,45.4277,5.60497,9.90669,0.927022
-42.5448,0.805115,0.612595,2,3,0,42.7382,5.64044,9.91997,0.917977
-41.4941,1,0.620133,2,3,0,42.3024,5.5549,9.91154,0.939381
-41.5336,0.206767,1.17015,1,3,0,42.5514,5.41252,9.92516,0.999557
-41.2733,0.997091,0.18187,4,15,0,42.063,5.51511,9.93832,0.945547
-41.889,0.916902,0.343491,4,15,0,43.9709,5.43742,9.96139,0.848747
-41.3042,1,0.503939,3,11,0,42.4699,5.22627,9.9474,0.837386
-41.3042,0.0401679,0.954601,2,7,0,42.141,5.22627,9.9474,0.837386
-40.9047,1,0.0936881,3,7,0,41.4052,5.22151,9.9516,0.840823
-41.5179,0.994353,0.178706,3,7,0,42.6616,5.25724,9.9628,0.787461
-39.736,0.984635,0.332398,3,11,0,42.9607,5.16681,9.98123,0.918672
-39.6434,0.987908,0.595319,3,7,0,40.025,5.18993,9.97401,0.896417
-39.6434,0.223255,1.06736,1,3,0,40.7406,5.18993,9.97401,0.896417
-39.651,0.987225,0.197734,3,15,0,40.2461,5.21941,9.97578,0.899553
-39.8884,0.989832,0.354024,2,7,0,40.2403,5.21043,9.97625,0.945584
-40.2508,0.543436,0.632692,2,7,0,42.656,5.36057,9.93801,0.934521
-39.673,0.997221,0.309397,3,15,0,40.4478,5.27017,9.96847,0.901011
-40.0371,0.997558,0.560163,2,5,0,40.1323,5.38161,9.9403,0.899593
-41.1583,0.156907,1.00512,3,9,0,41.8544,5.2715,9.98838,0.961551
-42.766,0.986778,0.168432,3,11,0,44.0697,5.09412,9.96912,1.05458
-41.5779,0.987159,0.29343,1,3,0,43.3965,5.12725,9.97639,1.03102
-41.7542,1,0.507018,2,3,0,41.9734,5.16653,9.97606,1.04621
-41.4882,0.448733,0.899227,2,7,0,43.5203,5.38695,9.91919,0.946381
-42.5171,0.992801,0.353479,3,15,0,43.0723,5.60323,9.9275,0.870983
-41.041,1,0.610921,2,3,0,42.728,5.3591,9.92619,0.934571
-41.041,1.62316e-09,1.06681,1,1,0,42.3367,5.3591,9.92619,0.934571
-40.4302,0.999571,0.130381,4,23,0,41.9138,5.31148,9.96398,0.977761
-41.0859,0.96438,0.228173,3,15,0,41.9631,5.18491,9.95084,0.948656
-40.3541,0.977598,0.361059,3,15,0,42.2655,5.03441,10.0044,0.891779
-41.1607,0.920082,0.586961,3,7,0,42.0186,5.13612,9.98448,0.803103
-39.9411,0.410748,0.816954,2,3,0,43.2517,5.21358,9.96029,0.92316
-39.9454,0.99316,0.308838,4,15,0,41.1445,5.34875,9.94959,0.869728
-43.3874,0.775691,0.516973,2,3,0,43.8682,5.4412,9.94333,0.76755
-43.0512,0.999818,0.497369,4,31,0,44.5146,5.47989,9.93881,1.06914
-39.8063,1,0.836983,2,3,0,43.0506,5.19166,9.96603,0.900185
-39.8063,0.0208319,1.39838,1,3,0,41.227,5.19166,9.96603,0.900185
-39.9062,0.997986,0.209205,4,15,0,40.8124,5.26389,9.96558,0.949307
-39.9329,0.987315,0.348639,3,7,0,40.2592,5.26888,9.96244,0.951293
-39.9264,0.87986,0.562071,2,7,0,40.748,5.18907,9.98669,0.92071
-41.779,0.288554,0.695067,3,7,0,43.2516,5.06938,10.0224,0.949151
-41.6276,0.995843,0.208666,4,23,0,42.809,5.49298,9.95054,0.885938
-40.1285,0.994768,0.341025,4,15,0,41.967,5.09674,9.99747,0.92905
-40.5094,0.79996,0.552219,4,15,0,41.1839,5.12506,10.004,0.897266
-39.6827,0.956665,0.563022,3,7,0,41.2484,5.27743,9.95735,0.896889
-39.6827,0.488161,0.826223,1,3,0,40.4125,5.27743,9.95735,0.896889
-40.3673,0.9212,0.408537,3,15,0,40.5843,5.29393,9.97846,0.919535
-41.1545,0.933878,0.550946,2,7,0,41.506,5.30046,9.93291,0.948067
-42.5394,0.969721,0.761845,2,3,0,42.9129,5.32132,9.97946,1.0435
-42.5394,2.79725e-05,1.13796,1,1,0,43.495,5.32132,9.97946,1.0435
-41.8246,0.99913,0.190153,4,15,0,43.4368,5.34836,9.97498,1.0067
-41.9669,0.960038,0.304402,3,11,0,44.2797,5.33061,9.92069,0.914305
-41.8265,0.980867,0.444093,3,15,0,44.1657,5.02451,9.97575,0.868098
-40.5423,0.85249,0.675331,2,7,0,42.0714,5.12819,9.98567,0.827527
-40.2312,1,0.770386,2,3,0,40.7272,5.11664,9.98665,0.960486
-40.2312,0.0580145,1.21148,1,3,0,41.6117,5.11664,9.98665,0.960486
-40.7228,0.950733,0.244343,1,3,0,41.4956,5.08141,9.98067,0.970929
-41.8405,0.95965,0.345843,4,15,0,42.745,5.49683,9.9121,0.850478
-40.4989,0.902052,0.496972,3,15,0,42.6529,5.15266,9.98257,0.985555
-39.9604,0.991527,0.628787,2,7,0,41.4303,5.35077,9.94946,0.934322
-39.9604,0.0972118,0.959673,2,7,0,42.8124,5.35077,9.94946,0.934322
-39.8366,0.997299,0.220023,4,31,0,40.1718,5.20993,9.97488,0.858757
-40.018,0.99292,0.340229,4,15,0,40.3741,5.37743,9.9422,0.918048
-40.6907,0.971467,0.518825,2,3,0,40.7503,5.42402,9.93931,0.97199
-40.9988,0.937989,0.753182,3,7,0,41.6847,5.33444,9.95065,0.808977
-40.7525,0.245173,1.01614,2,3,0,41.7045,5.36234,9.93387,0.851059
-40.8202,0.988783,0.328215,4,15,0,42.4592,5.33142,9.97028,0.976686
-41.629,0.973311,0.491873,3,7,0,43.2371,5.25932,9.97383,1.03906
-41.5311,1,0.711253,2,7,0,42.9264,5.12154,9.99009,1.03197
-40.6754,0.529528,1.08154,2,3,0,42.0677,5.05294,9.98179,0.938771
-39.7666,0.991489,0.633928,1,3,0,40.7899,5.14182,9.98051,0.907336
-39.7666,0.0379695,0.94411,3,7,0,42.2026,5.14182,9.98051,0.907336
-40.7419,0.973583,0.208525,3,15,0,41.0621,5.11184,9.96791,0.943056
-42.0291,0.99689,0.300119,4,15,0,43.4092,4.86081,10.0191,0.896076
-41.4416,0.851404,0.450699,3,9,0,43.7372,5.54546,9.93329,0.92926
-41.2735,0.528091,0.506264,2,3,0,45.9197,5.50483,9.92206,0.971646
-40.6078,0.990359,0.30148,4,15,0,43.2513,5.40376,9.93932,0.842153
-40.0541,0.920582,0.44434,3,7,0,41.7128,5.31536,9.96861,0.879923
-40.1952,0.998383,0.569844,3,11,0,40.7848,5.06538,9.99438,0.873505
-41.3281,0.725442,0.847329,2,3,0,41.5408,4.96934,10.0091,0.845101
-41.7595,0.191345,0.742644,3,7,0,45.3828,5.16155,10.003,1.00875
-42.8596,0.992956,0.23439,4,15,0,44.4247,4.98683,10.0344,0.850092
-42.7967,1,0.344407,4,15,0,44.5745,4.93974,10.0343,1.01463
-40.9815,0.94,0.511079,3,7,0,43.9744,5.45606,9.93378,0.84107
-40.4245,0.663396,0.674748,1,3,0,43.5477,5.40909,9.95095,0.944794
-41.6519,0.964244,0.528187,2,3,0,41.9403,5.29174,9.94626,1.03094
-41.2072,0.386045,0.727777,4,15,0,44.1284,5.16032,9.98612,1.02026
-39.7736,0.974867,0.340249,3,7,0,41.9926,5.32389,9.95894,0.888366
-40.4787,0.837346,0.477694,3,11,0,40.9412,5.16646,9.99889,0.919031
-40.0229,0.978755,0.518584,1,3,0,40.61,5.08421,9.99105,0.920151
-39.8154,0.974952,0.729832,1,3,0,40.5037,5.16698,9.98539,0.879707
-41.2889,0.137606,1.01705,3,7,0,41.9534,5.04949,9.97542,0.957273
-40.568,0.999867,0.306434,4,15,0,41.8294,5.34192,9.93921,0.847777
-40.568,8.58942e-09,0.894295,2,5,0,44.5687,5.34192,9.93921,0.847777
-40.568,8.96217e-108,2.08824,1,1,0,41.6102,5.34192,9.93921,0.847777
-41.4949,0.999049,0.205899,4,15,0,42.1239,5.57275,9.91951,0.898884
-42.3007,0.998183,0.213902,3,7,0,42.3884,5.58638,9.89835,0.892454
-42.2647,0.999921,0.287764,5,31,0,42.6122,5.61143,9.90077,0.890043
-42.1586,0.996792,0.449758,3,7,0,43.302,5.60168,9.90663,0.970794
-42.1586,0.0365019,0.757931,2,3,0,46.2261,5.60168,9.90663,0.970794
-39.7315,0.999697,0.0675694,6,63,0,44.0992,5.30279,9.95455,0.886196
-39.6825,0.999946,0.120733,5,63,0,39.9225,5.20978,9.97479,0.877337
-39.9833,0.986177,0.222331,3,15,0,41.071,5.37393,9.95329,0.895254
-40.4223,0.807688,0.39853,2,7,0,41.8999,5.27916,9.94258,0.922137
-41.9473,0.901224,0.40977,2,3,0,42.1833,5.48423,9.95691,0.898337
-41.5769,0.991281,0.568868,3,7,0,42.4377,5.30254,9.98781,0.872614
-41.5769,0.00904188,1.04895,2,5,1,43.5532,5.30254,9.98781,0.872614
-40.1786,0.999644,0.0901129,5,63,0,42.9847,5.08298,9.98451,0.876795
-39.7604,0.988974,0.172195,4,31,0,42.5043,5.20434,9.97954,0.876776
-40.1078,0.971873,0.316541,3,11,0,40.7757,5.25831,9.97775,0.863761
-41.241,0.735683,0.548455,2,3,0,41.4741,5.30949,9.98385,0.8736
-41.5726,0.992636,0.461209,2,7,0,43.5925,5.07788,9.97066,0.988366
-40.1041,0.251341,0.842805,3,7,0,42.7937,5.34864,9.94897,0.950173
-41.3496,0.99502,0.167397,4,31,0,42.2405,5.08217,9.98774,0.807394
-40.584,0.938626,0.308031,4,15,0,42.7258,5.40246,9.95981,0.909179
-40.9465,0.996846,0.475828,3,11,0,41.2549,5.15843,10.0023,0.861327
-40.9465,0.0585611,0.864511,3,7,0,44.0297,5.15843,10.0023,0.861327
-42.0547,0.993351,0.104112,5,47,0,42.9713,4.95677,9.98617,0.934045
-40.6513,1,0.187903,3,7,0,42.3047,5.05636,10.0044,0.962658
-40.238,0.994795,0.342205,3,11,0,41.5537,5.26938,9.96323,0.832224
-39.8468,0.5151,0.608045,2,7,0,41.7666,5.28091,9.96535,0.939388
-40.4652,0.987413,0.281326,4,15,0,41.3776,5.10762,9.99105,0.836941
-40.4652,0.664305,0.485955,1,3,0,41.6121,5.10762,9.99105,0.836941
-39.9546,0.979685,0.343355,2,7,0,41.7078,5.1619,9.98631,0.863554
-40.8461,0.854742,0.574629,3,7,0,43.3353,5.05498,9.98846,0.979283
-40.5551,0.754389,0.681069,3,7,0,41.1646,5.40467,9.94896,0.8479
-41.0279,0.991128,0.615653,3,7,0,42.2203,5.51733,9.92398,0.942071
-41.0279,0.162499,1.04393,1,3,0,42.7398,5.51733,9.92398,0.942071
-41.7359,0.97181,0.198659,2,7,0,42.4563,5.4867,9.90778,0.941176
-42.309,0.90864,0.320448,4,15,0,44.9023,4.97628,9.98936,0.832216
-42.1507,0.943022,0.435638,4,15,0,44.4628,5.384,9.91335,0.8972
-40.731,0.802287,0.643808,3,7,0,44.3749,5.41342,9.93676,0.975675
-40.5497,0.982791,0.660656,3,7,0,41.6083,5.02691,10.0017,0.949667
-40.5497,0.0654439,1.06982,2,5,1,43.7193,5.02691,10.0017,0.949667
-40.019,0.991819,0.171833,4,15,0,41.0566,5.09592,9.98956,0.929608
-39.6919,0.912857,0.285336,3,15,0,41.9645,5.2799,9.95684,0.893924
-40.6299,0.921523,0.38681,4,15,0,41.5406,5.21055,9.96744,0.995721
-41.9924,0.973323,0.53326,3,7,0,43.0917,4.92989,10.0286,0.855508
-40.4398,1,0.830302,3,7,0,42.0318,5.09813,10.0041,0.934027
-40.4398,0.000168112,1.37044,1,3,0,42.0326,5.09813,10.0041,0.934027
-40.5937,0.986352,0.202732,4,15,0,41.6667,5.13896,9.9831,0.989324
-39.9565,0.999682,0.32473,3,7,0,40.7,5.12216,9.98999,0.930696
-39.8328,0.956697,0.53338,3,7,0,41.7004,5.14179,9.98817,0.886188
-41.0841,0.901614,0.786361,2,3,0,41.2134,4.98665,10.0137,0.965598
-41.0841,0.141115,1.01374,1,3,0,43.9079,4.98665,10.0137,0.965598
-41.5944,0.981878,0.22206,4,15,0,43.9764,4.90964,10.0178,0.9627
-42.2946,0.952207,0.346246,4,15,0,45.2201,4.87648,10.0158,0.98778
-42.8717,1,0.501411,2,3,0,43.1303,4.90708,10.0337,1.02174
-42.8717,0.00903591,0.805922,2,3,0,46.6049,4.90708,10.0337,1.02174
-42.0074,0.995559,0.136095,6,63,0,43.9412,5.58397,9.91727,0.85959
-40.5647,0.993192,0.217001,3,15,0,43.2566,5.33637,9.93624,0.948065
-39.8689,0.819647,0.342176,3,15,0,43.8005,5.20132,9.98495,0.901061
-40.1098,0.990178,0.364583,2,7,0,40.7315,5.12479,9.99467,0.935613
-41.055,0.881208,0.566082,3,7,0,41.9777,5.20313,9.97722,0.801579
-42.4472,0.924055,0.687934,3,7,0,43.5496,5.05321,10.0039,0.785627
-42.4472,0.00604678,0.91599,3,7,0,43.4545,5.05321,10.0039,0.785627
-42.2923,0.999464,0.165115,3,7,0,42.5422,5.06123,10.0058,0.791656
-42.431,0.999426,0.260013,4,15,0,43.9918,5.1505,9.98605,1.07047
-42.9816,0.979183,0.407276,4,15,0,43.2935,5.06301,9.98053,1.07184
-43.8148,1,0.607805,2,3,0,44.1333,5.07696,9.99184,1.11237
-43.8148,0.0659077,0.94384,2,3,0,45.2943,5.07696,9.99184,1.11237
-43.1556,0.99006,0.202372,4,15,0,45.5423,5.12058,10.0087,0.786696
-41.2268,0.978375,0.308075,3,15,0,44.9795,5.06566,9.99217,1.00902
-41.8123,0.953868,0.455562,3,7,0,42.4666,5.12929,9.9977,1.03519
-41.4353,0.822747,0.637456,2,3,0,42.9493,4.96799,9.9906,0.914642
