# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=2102757686
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-420.893,0.969696,0.0154738,6,87,0,461.385,-1.92725,3.94208,41.3661
-412.072,0.954974,0.0272107,6,63,0,421.052,-1.68972,4.50189,36.6594
-405.659,0.928149,0.0454625,4,15,0,415.192,-1.30227,4.89774,37.8623
-404.576,0.997649,0.0696369,2,3,0,405.913,-1.25229,4.90526,35.012
-397.368,0.610263,0.130212,3,7,0,405.174,-1.16637,5.32326,30.4801
-382.81,0.520856,0.0774511,3,7,0,402.187,-0.497618,5.98697,29.3012
-362.103,0.914746,0.0358612,5,31,0,383.022,-0.416075,6.87377,22.8155
-334.995,0.668467,0.0523731,3,11,0,363.151,-0.289759,7.86102,19.481
-335.449,1,0.0376162,1,1,0,335.546,-0.293014,7.84398,19.4924
-335.628,0.854764,0.0695177,3,7,0,336.584,-0.324392,7.80046,18.2885
-332.538,0.734105,0.0845713,2,3,0,336.46,-0.309858,7.88609,16.1885
-330.214,0.946755,0.0732882,2,3,0,334.046,-0.188232,7.95185,17.778
-324.047,0.317385,0.114543,2,3,0,331.991,-0.114575,8.10559,14.4341
-301.227,0.88138,0.0317056,3,15,0,324.813,-0.162025,8.73254,14.3139
-290.908,0.993871,0.041474,2,3,0,302.127,-0.00907627,8.88111,12.1848
-287.742,0.609879,0.0731291,2,3,0,291.88,0.0831154,8.92701,11.7947
-270.965,0.928974,0.0457933,2,3,0,288.408,0.0529448,9.2416,10.1478
-266.138,0.887334,0.0673047,1,1,0,271.195,0.0681992,9.31697,9.65961
-206.696,0.559429,0.088112,2,7,1,216.843,0.290043,11.2158,2.67678
-167.169,1,0.0488246,1,1,0,193.496,0.25387,11.0201,3.06598
-160.767,0.69387,0.0853964,2,3,0,166.845,0.117062,10.5689,3.496
-157.712,1,0.0674464,1,1,0,160.59,0.128914,10.6411,3.46133
-157.712,0.0793262,0.116645,3,7,0,159.812,0.128914,10.6411,3.46133
-154.108,1,0.0194804,3,7,0,158.037,0.140909,10.6797,3.13871
-147.401,0.964554,0.0337162,3,7,0,156.109,0.464163,10.6519,2.45671
-138.669,0.944879,0.0529813,3,7,0,149.172,0.878902,10.6254,2.47859
-138.669,0.0145423,0.078765,2,3,0,140.523,0.878902,10.6254,2.47859
-138.475,0.996134,0.0118405,4,15,0,139.205,0.894628,10.6055,2.49714
-139.632,0.990573,0.0200399,3,7,0,139.763,0.857547,10.6713,2.40048
-138.993,0.991258,0.0332103,3,7,0,140.669,0.909481,10.5934,2.2283
-137.632,0.724242,0.0547315,3,7,0,140.846,1.09057,10.6819,2.64029
-132.116,1,0.047327,2,3,0,137.668,1.20861,10.5536,2.31488
-132.116,5.40589e-05,0.0788743,3,7,0,133.985,1.20861,10.5536,2.31488
-131.568,0.999404,0.0123632,4,15,0,133.062,1.24622,10.5987,2.1894
-127.884,0.975849,0.0206116,3,7,0,132.573,1.40158,10.5483,2.21312
-128.325,0.9841,0.0323073,3,7,0,129.274,1.42352,10.5497,2.40319
-106.656,0.851119,0.0513054,3,7,0,129.311,2.3358,10.4136,1.63132
-105.82,0.457006,0.0596703,3,7,0,109.349,2.3885,10.414,1.92099
-71.7973,0.995317,0.028176,4,23,0,107.685,3.59068,10.2033,1.23427
-71.7973,0.061757,0.0455138,1,1,0,73.0394,3.59068,10.2033,1.23427
-71.6606,0.999754,0.00891304,5,31,0,72.7721,3.62115,10.2294,1.3358
-63.606,0.994416,0.014553,4,15,0,72.143,3.90576,10.1913,1.20607
-61.8684,0.991105,0.0233374,3,7,0,63.6933,3.94413,10.1512,1.15189
-56.1322,0.997806,0.0369351,3,7,0,61.9697,4.1713,10.1446,1.10974
-56.1322,9.76912e-21,0.0589925,1,1,0,57.3893,4.1713,10.1446,1.10974
-56.1686,0.997351,0.0105656,2,3,0,56.2854,4.16948,10.1449,1.10874
-50.3336,0.998153,0.0168836,3,15,0,57.0414,4.41068,10.0994,1.06915
-44.053,1,0.0268769,5,31,0,50.5365,4.71262,10.0494,0.911921
-44.053,0.22869,0.0427225,2,5,0,45.1273,4.71262,10.0494,0.911921
-41.9836,0.970744,0.0129857,4,23,0,45.384,4.97265,10.0172,1.01466
-41.2198,0.740372,0.0193689,2,5,0,43.3902,4.98089,10.0136,0.97498
-39.6142,0.982875,0.0176693,4,31,0,42.4438,5.23518,9.9682,0.889246
-40.4845,0.936013,0.026864,3,7,0,42.0867,5.27737,9.96571,0.987983
-40.4845,0.0168336,0.0368577,1,3,0,42.0128,5.27737,9.96571,0.987983
-40.1437,0.981404,0.00744432,3,11,0,41.4125,5.2774,9.9501,0.944848
-40.0345,0.997923,0.0112548,4,31,0,40.5956,5.36318,9.94138,0.918736
-39.7026,0.999358,0.0175255,4,19,0,40.6615,5.17471,9.97723,0.916732
-39.9706,0.998655,0.027241,4,19,0,40.0436,5.37612,9.94685,0.883542
-42.7956,0.349035,0.0420853,2,7,1,46.1812,5.59873,9.89912,1.00036
-42.7419,0.999906,0.0173415,4,15,0,43.2479,5.62472,9.90581,1.00112
-39.707,0.988682,0.0267951,4,15,0,43.1238,5.26782,9.96094,0.92331
-39.707,0.205003,0.0402998,1,1,0,39.852,5.26782,9.96094,0.92331
-40.054,0.999147,0.0126171,3,7,0,40.0792,5.26292,9.96453,0.961897
-41.7946,0.90737,0.0193637,5,39,0,42.3288,5.39271,9.93736,0.797624
-40.4437,0.96443,0.0246785,4,15,0,42.1489,5.4301,9.94988,0.906155
-40.4437,0.00316765,0.0351049,1,3,0,42.9307,5.4301,9.94988,0.906155
-40.5119,0.991804,0.00756813,5,31,0,41.4375,5.34619,9.96902,0.939971
-40.9817,0.979107,0.0113784,3,7,0,41.3068,5.34149,9.9739,0.961333
-41.6301,0.902259,0.0166249,5,31,0,42.8841,5.02029,9.9807,0.854838
-40.8286,0.83882,0.0208632,3,15,0,43.939,5.17774,9.9549,0.871778
-40.7402,0.970294,0.0231238,3,15,0,45.3009,4.97964,10.0126,0.908868
-41.3104,0.285219,0.0329302,4,15,0,42.6073,4.94146,10.0053,0.95221
-41.6354,0.9991,0.0126667,5,39,0,42.8841,5.50736,9.93478,0.994091
-39.8617,0.979874,0.0190383,4,27,0,42.7524,5.24309,9.96965,0.855369
-42.1533,0.423358,0.0274918,3,15,0,43.7761,5.34361,9.98469,0.86861
-43.8349,0.929509,0.0138925,4,23,0,44.7081,5.47398,9.89131,0.920543
-44.189,0.872664,0.0182182,4,15,0,47.4383,5.41679,9.97145,0.795658
-42.2186,0.992215,0.0214357,4,31,0,44.5457,5.01453,9.98376,1.02024
-40.4632,1,0.0314421,2,7,0,45.0472,5.07565,9.98776,0.84935
-40.4632,0.00727075,0.0466316,1,1,0,41.3493,5.07565,9.98776,0.84935
-41.0642,1,0.0110837,4,31,0,41.8716,4.93834,10.0117,0.918302
-40.8965,0.99589,0.0164524,3,7,0,41.1339,4.95726,10.0135,0.905844
-40.6814,0.521334,0.0241573,4,15,0,42.8503,5.09887,10.0078,0.934924
-42.5736,0.854554,0.238701,4,19,0,45.4487,5.65105,9.91591,0.923043
-42.5736,0,2.63591,0,1,1,44.9155,5.65105,9.91591,0.923043
-41.6922,0.947835,0.411892,3,7,0,43.1695,5.5489,9.90999,0.961205
-42.1498,0.967341,0.485581,4,31,0,44.5612,5.49826,9.9155,1.01477
-40.71,0.995943,0.698164,2,3,0,42.1715,5.45809,9.93817,0.955838
-40.71,0.0250481,1.18698,1,3,0,42.4839,5.45809,9.93817,0.955838
-40.5594,0.99805,0.108584,5,31,0,41.1511,5.11753,10.0047,0.88349
-40.1563,0.999196,0.191086,4,15,0,40.7528,5.36045,9.96129,0.885944
-39.6966,0.988624,0.348752,2,3,0,40.2784,5.2898,9.95742,0.884713
-40.2327,0.908954,0.626854,2,7,0,41.6539,5.38257,9.93869,0.939164
-40.8143,0.106921,0.883066,1,3,0,42.4748,5.30443,9.93635,0.870559
-42.1752,0.999154,0.0990183,4,15,0,42.4385,5.60432,9.92552,0.897133
-40.7728,0.997278,0.187177,4,15,0,43.1792,5.23651,9.94681,0.953122
-39.9233,1,0.351366,3,7,0,40.8935,5.36212,9.94648,0.918515
-40.9644,0.145363,0.662458,2,5,0,41.9692,5.33386,9.97859,0.909746
-40.5328,0.999072,0.087858,4,31,0,42.5983,5.33882,9.93365,0.901547
-40.7571,0.992538,0.165857,2,3,0,40.8208,5.32673,9.93239,0.898773
-41.245,0.991311,0.30457,4,15,0,41.7045,5.25607,9.94295,0.840423
-40.9455,0.73294,0.552599,3,7,0,41.6349,5.33177,9.93885,0.832096
-40.1129,1,0.457046,4,15,0,41.2105,5.2911,9.9462,0.880308
-40.4901,0.253159,0.841056,1,3,0,41.0909,5.27636,9.97639,0.84301
-39.7322,0.938813,0.16845,4,19,0,42.9149,5.2176,9.97008,0.930856
-40.9991,0.969714,0.258781,3,11,0,42.2476,4.96846,10.0194,0.919124
-41.1078,0.999749,0.431892,4,15,0,41.2513,4.94199,10.0184,0.928032
-41.979,0.455125,0.7793,2,5,0,42.9276,4.93854,10.015,1.00746
-40.5732,0.999789,0.293711,4,15,0,42.7162,5.25083,9.97009,0.817932
-40.8469,0.675285,0.526588,3,7,0,41.7632,5.07078,9.98485,0.98218
-41.2907,0.994498,0.375764,4,15,0,42.9796,5.53177,9.92883,0.871719
-40.2393,0.957336,0.656064,2,3,0,41.5616,5.36632,9.9592,0.938838
-40.2393,2.08427e-19,1.02413,1,1,0,41.5374,5.36632,9.9592,0.938838
-40.418,0.993444,0.115326,4,23,0,41.5538,5.30383,9.96555,0.977329
-40.1612,0.968844,0.199975,5,31,0,41.4554,5.25121,9.9725,0.840218
-41.0658,0.890802,0.321604,3,15,0,43.9932,5.50462,9.91647,0.903451
-41.7259,0.988442,0.416628,3,7,0,42.603,5.41163,9.93236,1.02503
-40.3924,0.497735,0.696218,3,7,0,42.2378,5.20179,9.95562,0.936654
-40.7011,0.980927,0.317567,2,7,0,41.4439,5.39151,9.95934,0.958062
-41.4866,1,0.517252,2,3,0,41.7773,5.42043,9.91865,0.969905
-41.0921,0.333358,0.878402,1,3,0,41.4167,5.42749,9.93604,0.995116
-40.4037,0.914727,0.266992,4,15,0,43.0163,5.18602,9.98368,0.831886
-40.691,0.940197,0.363693,3,7,0,43.1708,5.03084,9.99607,0.852445
-40.9846,0.936646,0.525907,2,3,0,41.2803,5.12544,10.0024,0.839772
-39.9647,0.335757,0.749558,1,3,0,40.7153,5.11258,9.98379,0.875044
-39.8742,0.999564,0.237655,4,15,0,40.3124,5.11489,9.98684,0.885667
-40.0791,0.646809,0.395987,4,15,0,42.5529,5.40274,9.94411,0.913559
-39.9377,0.963861,0.275313,4,15,0,41.4712,5.13869,9.97632,0.927432
-40.1954,0.948201,0.416935,3,7,0,40.9318,5.14337,9.98023,0.84317
-42.2634,0.19557,0.604339,3,7,0,43.7901,5.11667,9.95526,0.988383
-43.6341,0.977257,0.14255,4,23,0,47.0087,5.25902,10.0069,0.858438
-40.5644,1,0.221948,3,15,0,43.9197,5.11342,10.0024,0.861741
-39.6259,0.949181,0.362521,2,7,0,42.2453,5.26553,9.96581,0.893866
-39.8119,0.945014,0.521809,3,9,0,39.9542,5.12487,9.98504,0.906437
-39.8119,0,6.79232,0,1,1,40.276,5.12487,9.98504,0.906437
-39.8119,0.101049,1.1144,1,3,0,41.1948,5.12487,9.98504,0.906437
-39.719,0.993649,0.141466,4,27,0,40.6567,5.29705,9.96431,0.892452
-40.3288,0.979193,0.189574,3,15,0,42.0351,5.10716,9.97354,0.88759
-39.8559,0.860759,0.28001,2,7,0,43.7135,5.23994,9.97908,0.892342
-40.6782,0.941107,0.311669,2,7,0,41.5904,5.22113,9.99384,0.893513
-40.4837,0.96903,0.461471,1,3,0,41.044,5.17275,9.99797,0.889462
-40.4206,0.910663,0.766791,3,7,0,40.6404,5.08307,9.99962,0.955706
-40.4206,0.000159438,1.07751,1,1,0,41.7184,5.08307,9.99962,0.955706
-41.2208,0.993759,0.0857038,3,15,0,41.8052,5.0128,9.98752,0.968905
-40.8512,0.991925,0.15879,4,31,0,42.6881,5.11578,9.96785,0.960042
-42.2072,0.98879,0.293683,3,15,0,42.6332,5.37667,9.92096,0.833297
-41.364,1,0.537606,2,3,0,42.4414,5.4408,9.95149,0.836937
-41.364,0.00326071,1.01558,1,3,0,41.6478,5.4408,9.95149,0.836937
-40.6565,0.997851,0.0869148,4,15,0,42.4522,5.23513,9.94848,0.863163
-40.8087,0.999171,0.164361,5,31,0,41.1099,5.28756,9.98274,0.951281
-41.8894,0.931772,0.309808,3,11,0,43.7974,5.30897,9.93974,1.03183
-42.8103,0.871083,0.472101,4,15,0,43.4151,5.06836,9.96849,0.812859
-40.8,0.822963,0.595952,2,7,0,45.3301,5.2575,9.98266,0.978834
-41.444,0.435037,0.649667,2,3,0,42.3108,5.11918,9.95888,0.951017
-41.3599,0.996286,0.224722,3,15,0,42.7767,5.31936,9.97866,0.840676
-40.0203,1,0.410288,2,7,0,42.2529,5.11861,9.97667,0.895499
-40.2154,0.993562,0.749805,3,7,0,40.4437,5.36171,9.93653,0.911413
-40.2154,0.00345818,1.33165,1,3,1,44.9674,5.36171,9.93653,0.911413
-41.0564,0.982676,0.13838,3,7,0,41.6505,5.31325,9.93158,0.938046
-40.5138,0.998934,0.239469,4,15,0,41.6542,5.42902,9.92922,0.880368
-41.7797,0.920416,0.429811,3,15,0,42.4877,5.47523,9.91159,0.974137
-42.0551,0.773804,0.613878,3,7,0,43.335,5.28808,9.93296,1.00641
-41.3181,0.869469,0.581388,3,7,0,42.956,5.38641,9.92237,0.959353
-41.043,0.837064,0.716195,2,3,0,41.4825,5.39413,9.92704,0.969053
-40.3787,0.868925,0.80515,2,5,0,41.4833,5.39069,9.95771,0.930336
-41.0657,0.200026,0.984369,2,5,0,42.1541,5.50327,9.92882,0.862382
-41.3416,0.998876,0.200831,5,31,0,42.3395,5.23346,9.97673,1.02806
-41.3174,0.988709,0.349231,3,15,0,41.8365,5.24632,9.95294,1.01696
-40.7332,0.997302,0.586052,3,7,0,41.9369,5.19316,9.97516,1.00248
-42.764,0.210436,0.997548,2,7,1,43.0602,5.21961,9.95934,1.0796
-43.6616,0.988577,0.219672,4,15,0,45.5954,5.09558,10.0158,1.0768
-41.7156,0.923016,0.365349,3,7,0,45.5553,5.26227,9.96969,1.04567
-39.8812,0.977455,0.510114,3,7,0,41.8423,5.31343,9.9588,0.863311
-39.8812,0.00385699,0.813251,2,3,0,40.9335,5.31343,9.9588,0.863311
-40.5946,0.996615,0.111688,4,31,0,42.8426,5.20903,9.97204,0.995914
-40.5324,0.998504,0.187544,5,31,0,41.0017,5.22125,9.97641,0.821288
-40.15,0.998634,0.313986,3,7,0,40.6115,5.22215,9.96413,0.841515
-41.1919,0.756523,0.521913,3,7,0,41.7702,5.3537,9.95782,0.808505
-42.1809,0.984341,0.477118,2,3,0,42.2368,5.32024,9.94437,0.782775
-42.1809,0.0394941,0.75827,2,3,0,43.1998,5.32024,9.94437,0.782775
-40.2025,0.99812,0.123347,3,15,0,44.8228,5.26059,9.96197,0.834563
-40.1601,0.99319,0.203148,4,15,0,41.3919,5.22905,9.96857,0.835333
-40.0925,0.997559,0.328423,3,7,0,40.3323,5.2388,9.97128,0.840155
-39.7,0.99905,0.532955,3,7,0,40.2824,5.1753,9.97613,0.883501
-40.9093,0.566024,0.862274,2,5,0,42.7908,4.98954,10.0159,0.93985
-40.7131,0.999791,0.506266,3,7,0,41.1215,5.00301,10.0138,0.920815
-42.2964,0.0840199,0.815555,2,3,0,42.9499,5.02802,10.0312,0.895056
-40.4338,0.999755,0.15942,4,31,0,43.6705,5.11959,9.97214,0.863317
-40.7789,0.998623,0.257076,3,15,0,41.7896,5.33807,9.95454,0.998603
-40.8387,0.998407,0.410989,1,1,0,40.8485,5.33891,9.95457,1.00161
-40.4299,0.924466,0.652878,2,3,0,41.3132,5.35702,9.95992,0.963059
-40.4299,0.117308,0.873813,1,3,0,41.3099,5.35702,9.95992,0.963059
-40.4291,0.99953,0.193193,4,31,0,41.5985,5.01346,10.004,0.900649
-40.7112,0.991129,0.306417,4,15,0,41.3853,5.03676,10.0079,0.956896
-41.4412,0.982102,0.474459,2,3,0,41.449,4.94968,10.0109,0.979128
-40.42,0.817172,0.716568,2,5,0,45.3515,5.23697,9.98874,0.910478
-39.7539,1,0.752412,3,7,0,42.678,5.27913,9.95838,0.927115
-39.7539,0.00442804,1.17237,1,3,0,40.6857,5.27913,9.95838,0.927115
-40.7191,0.950342,0.213748,2,7,0,41.1816,5.34198,9.97351,0.932765
-40.8501,0.996994,0.300094,3,15,0,41.5622,5.12052,9.9661,0.86435
-41.5808,0.915204,0.463465,3,11,0,42.4516,5.04598,9.97477,0.858157
-45.2123,0.50837,0.599197,3,15,0,45.9137,4.88583,9.97738,0.932336
-40.963,0.976953,0.32834,2,7,0,46.1315,5.05948,9.97824,0.958979
-40.5547,0.896452,0.482522,3,11,0,41.7039,5.30922,9.93676,0.912983
-39.6707,0.987411,0.597261,2,5,0,40.404,5.19897,9.97833,0.908552
-40.34,0.178711,0.890359,2,5,0,41.2908,5.35832,9.96165,0.948171
-39.6748,0.9793,0.250068,3,15,0,41.3519,5.20009,9.97528,0.918775
-40.3242,0.870594,0.366738,3,7,0,40.9036,5.14803,9.99712,0.937778
-42.4298,0.687165,0.429261,2,7,0,44.3191,5.165,10.0114,1.00245
-41.3481,1,0.345829,3,7,0,42.7805,5.01018,9.98105,0.911728
-42.5544,0.341511,0.524788,2,7,0,46.2308,4.97788,9.98497,1.0112
-43.2124,0.998404,0.211476,4,15,0,46.2602,4.87047,10.0035,1.00735
-42.2633,1,0.319308,3,7,0,43.3788,5.0147,10.0211,1.01972
-42.4027,0.887987,0.481685,3,15,0,45.0296,4.95215,10.0084,1.03369
-42.9104,0.822317,0.579886,3,7,0,45.5663,4.85854,10.0477,0.906596
-43.5729,0.611516,0.612329,1,1,0,44.0532,4.90335,10.0517,0.904747
-40.8379,0.930451,0.427579,3,7,0,44.3318,5.0011,9.99493,0.872339
-41.2841,1,0.557951,3,7,0,41.8798,5.0121,9.99238,0.987427
-41.2841,0.0338798,0.831197,1,3,0,43.3707,5.0121,9.99238,0.987427
-41.0794,0.998162,0.190794,3,7,0,41.5282,5.07604,10.01,0.973515
-41.6244,0.987857,0.283559,3,7,0,41.8177,4.95421,9.99892,0.977095
-40.0411,0.994021,0.411687,4,15,0,41.8685,5.0847,9.9958,0.889349
-41.6322,0.754296,0.602717,3,7,0,41.9325,4.99047,10.0267,0.879099
-41.3439,0.874866,0.557992,3,7,0,43.3071,5.00995,10.0212,0.957778
-41.8771,0.816971,0.649132,3,7,0,42.411,5.50212,9.94808,0.862677
-41.8771,0.0262222,0.676329,1,1,0,43.3983,5.50212,9.94808,0.862677
-40.5108,1,0.16023,4,15,0,41.9399,5.44922,9.94147,0.876669
-41.9819,0.991068,0.236159,4,15,0,42.2062,5.53277,9.90211,0.908397
-40.1334,0.998109,0.341191,3,15,0,42.5906,5.25196,9.97888,0.944207
-40.2579,0.93217,0.497815,2,7,0,40.8343,5.25813,9.98291,0.919972
-39.9657,0.986703,0.641244,3,7,0,41.7406,5.09717,9.9932,0.913592
-39.9657,1.23258e-10,0.910882,1,1,0,44.0578,5.09717,9.9932,0.913592
-39.6794,0.998457,0.212958,4,31,0,40.543,5.22566,9.97157,0.875073
-39.8108,0.990891,0.309524,3,15,0,40.2441,5.15515,9.97739,0.925362
-39.8108,1.40575e-43,4.37952,1,1,0,43.2993,5.15515,9.97739,0.925362
-40.0846,0.836989,0.73652,3,7,0,40.3333,5.18379,9.96613,0.945417
-41.0643,0.81136,0.67391,2,7,0,41.266,5.2341,9.95047,0.829675
-41.3668,0.225969,0.623563,2,7,0,44.6166,5.04838,9.97717,0.854418
-41.5536,0.999364,0.105039,3,15,0,42.9663,5.03343,9.97989,0.847412
-41.1553,0.999824,0.176527,3,7,0,41.8675,5.22131,9.99239,0.839258
-41.3424,0.988155,0.313546,3,15,0,42.727,5.36631,9.92241,0.889653
-39.6472,0.987938,0.553997,3,7,0,41.4328,5.23403,9.97356,0.90192
-39.6472,8.00653e-05,0.994586,3,9,0,41.7836,5.23403,9.97356,0.90192
-39.6234,0.999688,0.0791371,4,23,0,39.7508,5.22159,9.97096,0.886879
-40.3451,0.986437,0.14932,3,7,0,40.5397,5.21909,9.98977,0.884842
-41.5418,0.972984,0.271061,4,31,0,42.5568,5.35224,9.92525,0.85749
-42.5463,0.996631,0.471284,3,7,0,42.9392,5.59999,9.92807,0.866388
-41.1075,0.145706,0.879101,3,7,0,42.5727,5.4567,9.93668,0.834875
-40.3279,0.995352,0.116697,5,31,0,42.1873,5.19979,9.96076,0.850832
-40.3153,0.995739,0.217755,5,31,0,41.3065,5.39671,9.95241,0.86866
-41.1081,0.946291,0.403764,2,3,0,41.252,5.27781,9.9402,0.846308
-43.695,0.504578,0.639038,3,7,0,43.997,5.3496,9.99342,1.00181
-40.8241,1,0.26628,2,3,0,43.873,5.28545,9.95925,1.00635
-40.0411,0.994022,0.493241,2,7,0,40.891,5.30586,9.96256,0.952957
-40.0411,0.0728337,0.888894,1,1,0,40.8483,5.30586,9.96256,0.952957
-42.4004,0.994285,0.106573,5,31,0,43.1969,4.98695,9.99332,1.03357
-39.6818,0.997017,0.192905,4,19,0,44.7461,5.26311,9.96719,0.919806
-41.0923,0.876257,0.348502,2,7,0,41.4783,5.20411,9.94722,0.880172
-42.0015,1,0.441497,2,7,0,42.7922,5.57342,9.93446,0.91263
-40.1961,0.401101,0.791025,2,3,0,43.7355,5.28884,9.95739,0.968753
-40.5171,0.993793,0.260999,3,7,0,40.7007,5.32318,9.94824,0.98083
-41.4887,0.949624,0.457202,3,7,0,42.652,5.51764,9.91038,0.887073
-40.6034,0.848033,0.702316,3,7,0,42.246,5.16803,9.96104,0.956747
-40.1551,1,0.811015,1,1,0,40.4861,5.1972,9.96728,0.961943
-40.1551,8.2004e-30,1.4117,1,1,0,41.1986,5.1972,9.96728,0.961943
-46.3672,0.979382,0.164677,4,15,0,46.8768,5.00838,10.0155,1.17691
-41.382,0.999977,0.272346,4,15,0,46.8522,4.91109,10.0156,0.894592
-42.0926,0.960786,0.47183,3,7,0,43.3702,4.90315,10.0187,0.844186
-42.0926,0.062974,0.73094,2,7,0,43.3438,4.90315,10.0187,0.844186
-42.8262,0.99782,0.108094,4,15,0,43.1536,4.90085,10.0155,0.817795
-48.1337,0.931091,0.185143,3,7,0,49.4998,4.92521,10.0475,0.755619
-44.7225,0.821821,0.264938,1,3,0,51.3366,4.87985,10.0254,0.777826
-42.4598,1,0.285375,3,7,0,45.5017,4.88537,10.0354,0.859994
-41.9421,0.976269,0.481874,3,7,0,43.7867,5.08444,9.98601,1.04357
-48.0413,0.119963,0.760606,4,27,0,54.0454,5.75747,9.93485,1.0509
-47.3384,1,0.141085,2,3,0,48.2445,5.74861,9.93211,1.04507
-45.6808,0.998291,0.236672,4,15,0,47.6487,5.40877,9.88837,0.928157
-42.5112,1,0.392394,4,15,0,47.6604,4.85451,10.0157,0.979347
-40.8352,0.738556,0.648572,2,7,0,44.0506,5.24915,9.99143,0.92093
-42.7357,0.317148,0.565035,3,7,0,45.8149,5.16366,9.95031,0.816644
-40.5126,1,0.17896,3,7,0,42.8045,5.27187,9.96801,0.822196
-40.1872,0.99963,0.294263,3,7,0,41.0175,5.29053,9.96391,0.838332
-39.6402,0.910429,0.480142,2,7,0,40.8429,5.21198,9.97591,0.896541
-39.6402,0.845395,0.630693,1,3,0,40.9921,5.21198,9.97591,0.896541
-40.096,0.885145,0.708832,2,7,0,41.7281,5.32455,9.94663,0.944498
-42.7674,0.0157436,0.872449,2,3,0,44.0058,5.45196,9.96954,0.881641
-40.5684,0.991109,0.143588,4,31,0,44.2526,5.40927,9.95793,0.908864
-40.8602,0.996408,0.227104,4,31,0,41.5768,5.1434,10.0049,0.943202
-43.6744,0.874282,0.361432,3,7,0,45.9416,5.1139,10.0205,1.05313
-39.9022,0.994861,0.433512,3,11,0,43.5499,5.34003,9.95775,0.876621
-40.2748,0.878467,0.680754,3,7,0,40.3785,5.07877,9.98188,0.924767
-39.6185,0.568586,0.819094,1,3,0,40.5013,5.21458,9.97004,0.902374
-42.0648,0.533297,0.493239,1,3,0,42.2873,5.14172,9.9484,0.911943
-41.9169,0.998979,0.27636,3,15,0,42.9835,5.46654,9.95998,0.951198
-40.2645,0.987589,0.434299,3,11,0,42.8344,5.03662,9.99883,0.911485
-40.2645,0.0475744,0.662155,1,1,0,42.3006,5.03662,9.99883,0.911485
-40.1445,0.998622,0.130085,4,23,0,41.7128,5.2787,9.96521,0.966243
-39.9091,0.994399,0.203519,4,15,0,40.8954,5.11025,9.98394,0.888907
-41.3631,0.972732,0.313906,3,7,0,41.6263,5.11421,9.9792,1.02045
-41.0387,0.912266,0.459981,3,15,0,42.4977,5.26699,9.93874,0.874069
-41.6818,0.644434,0.59018,3,7,0,46.2425,5.55538,9.93282,0.885724
-40.78,1,0.428624,2,3,0,41.7255,5.49585,9.93451,0.897783
-40.1551,1,0.659771,2,3,0,40.7392,5.4056,9.93784,0.890398
-40.1551,0.556048,1.01083,1,1,0,40.3066,5.4056,9.93784,0.890398
