# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=2102757686
# chain_id=0
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output_0.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-243.376,0.861931,0.0399682,3,7,0,260.528,1.35399,9.44699,8.27974
-240.909,0.965445,0.0488922,1,1,0,243.764,1.34469,9.48291,8.1259
-201.58,0.181913,0.0776168,3,14,1,213.115,1.62368,11.0059,2.24462
-155.638,1,0.016855,2,3,0,198.979,1.62326,10.8453,2.41687
-144.417,1,0.0292036,1,1,0,154.79,1.64211,10.7765,2.41241
-126.093,1,0.0501822,2,3,0,138.798,1.67396,10.5945,2.38327
-126.093,0.00358629,0.0855398,2,3,0,126.623,1.67396,10.5945,2.38327
-109.283,0.995577,0.01251,5,31,0,127.045,2.21312,10.4052,1.82808
-104.632,0.874984,0.0211361,3,7,0,111.372,2.48873,10.4485,1.77556
-74.6549,0.917112,0.0264632,5,47,0,103.826,6.95646,9.71974,1.38447
-67.961,0.682012,0.0365452,3,7,0,78.1427,6.71169,9.74593,1.31987
-59.1454,0.664167,0.0286475,3,7,0,70.1519,6.36516,9.78406,1.22765
-45.3011,0.934027,0.0215924,4,15,0,60.8564,5.69045,9.91332,0.812442
-45.3011,0.00267191,0.030854,1,1,0,45.9114,5.69045,9.91332,0.812442
-49.7284,0.956852,0.00495576,3,7,0,50.0518,5.7028,9.86155,0.787519
-47.6451,0.987137,0.00750153,2,3,0,50.2025,5.70483,9.875,0.787174
-40.2382,0.9963,0.0121103,5,31,0,48.5437,5.3228,9.95887,0.96682
-42.2179,0.538495,0.01984,3,15,0,44.1412,5.35657,9.91855,0.979561
-42.7152,0.955664,0.0113615,2,3,0,43.8911,5.36486,9.91527,0.998017
-40.057,0.960653,0.0168698,3,15,0,43.6344,5.39082,9.9431,0.882993
-41.1245,0.97462,0.0252033,3,11,0,41.5153,5.32835,9.95596,0.803349
-41.1245,0.000863608,0.0386526,1,3,0,42.462,5.32835,9.95596,0.803349
-41.1076,0.982476,0.00674581,5,55,0,42.983,5.42301,9.93513,0.825744
-40.4284,0.99984,0.0105522,5,31,0,41.497,5.21024,9.97163,0.986601
-40.7898,0.993254,0.0170552,3,15,0,42.1733,5.10449,9.98535,0.822548
-41.2928,0.20467,0.0270141,2,3,0,42.668,5.12101,9.96392,0.847356
-40.441,0.997079,0.0076593,4,23,0,41.9142,5.15634,9.96796,0.964114
-40.2565,0.998958,0.0122196,2,3,0,40.4863,5.15679,9.97382,0.965293
-39.6696,0.970766,0.0194669,4,23,0,40.8464,5.28646,9.95939,0.911473
-39.6696,0.021694,0.0290415,1,1,0,41.1502,5.28646,9.95939,0.911473
-42.7119,0.98357,0.00573361,4,23,0,44.4955,5.34403,9.97109,0.786107
-41.2573,0.998957,0.00880568,4,31,0,43.8644,5.37481,9.92778,0.844805
-40.73,0.999977,0.0139009,5,39,0,41.8638,5.03353,10.0018,0.968376
-41.2709,0.953637,0.0218798,3,7,0,41.5395,4.98279,10.0011,0.981098
-42.0294,0.763308,0.0311175,2,3,0,42.1298,4.97079,10.027,0.99208
-43.6213,0.942299,0.0297317,2,3,0,43.9474,4.96494,10.0138,1.08634
-43.6213,0.0134395,0.0410791,2,7,0,49.4148,4.96494,10.0138,1.08634
-43.1892,0.99995,0.0084388,3,7,0,43.7484,4.96138,10.0053,1.06897
-41.3516,0.999293,0.0131503,5,31,0,44.0677,5.04503,9.99212,1.00851
-40.3332,0.973407,0.02037,4,15,0,42.5324,5.16556,9.99057,0.961373
-41.7332,0.36687,0.0298123,3,11,0,43.5291,5.09007,9.98688,1.03658
-45.5737,0.791363,0.0128637,3,7,0,46.1946,5.08468,10.0382,1.06572
-41.6566,0.998908,0.0130644,3,11,0,46.993,5.06646,10.0098,1.01175
-40.0183,0.992087,0.0200373,4,23,0,42.0705,5.18513,9.96977,0.853262
-42.1176,0.0396801,0.0301907,4,15,0,43.9791,5.59384,9.92441,0.875065
-40.1801,0.999532,0.00694867,5,63,0,42.3879,5.30988,9.9695,0.943913
-40.6902,0.99778,0.0106328,4,31,0,43.043,5.07668,10.0059,0.959425
-39.8362,0.966412,0.0161476,4,31,0,41.9903,5.27998,9.96453,0.861135
-40.9579,0.590599,0.0229814,4,15,0,41.3563,5.16413,9.95537,0.94344
-41.9872,0.918559,0.0157706,3,15,0,42.898,5.25375,10.0006,0.937374
-40.0559,0.985683,0.0204024,4,23,0,41.6425,5.38585,9.94334,0.879327
-41.2373,0.986188,0.0299404,5,31,0,41.2586,4.92584,10.011,0.899057
-41.2373,0.10171,0.0438231,1,3,0,42.4372,4.92584,10.011,0.899057
-39.751,0.932773,0.0119345,5,31,0,43.6087,5.18861,9.97238,0.872879
-39.6678,0.731041,0.0157992,2,7,0,41.4496,5.19907,9.97331,0.880782
-40.8459,0.827557,0.014275,5,39,0,42.0944,5.21723,9.99459,0.871134
-40.7461,0.978288,0.0154646,3,11,0,41.4236,5.19592,9.95102,0.898248
-41.5728,0.982538,0.022172,5,31,0,42.4705,5.43717,9.96063,0.968622
-40.9776,1,0.0319385,1,1,0,41.0886,5.43035,9.92542,0.965801
-41.047,0.333333,0.0473647,1,3,1,41.2596,5.41365,9.95239,0.987065
-41.2762,0.839522,0.0205172,4,15,0,42.3866,5.49345,9.94695,0.923986
-39.9721,0.872946,0.022635,4,19,0,42.5206,5.1501,9.97055,0.909256
-40.7094,0.939557,0.0265184,4,15,0,40.92,5.00811,10.0139,0.897185
-41.3213,0.825527,0.560307,3,7,0,43.357,5.33696,9.93464,0.997363
-41.3213,0,5.86925,0,1,1,42.837,5.33696,9.93464,0.997363
-41.4344,0.585167,0.902907,3,7,0,42.7023,5.564,9.91671,0.892784
-40.517,0.95495,0.401365,4,15,0,42.4006,5.13545,9.98347,0.984212
-40.9115,0.863982,0.516561,3,7,0,41.9207,5.29304,9.95071,1.00348
-40.3136,0.983531,0.56355,3,7,0,41,5.33323,9.95439,0.971538
-40.8203,0.18453,0.929116,1,3,0,41.2509,5.42153,9.95438,0.957175
-40.9916,0.981728,0.132779,4,23,0,43.0982,5.22296,9.9952,0.950575
-39.9731,0.99909,0.226711,2,3,0,41.1164,5.2162,9.97868,0.947943
-41.6218,0.827985,0.418582,2,7,0,42.9488,5.28959,9.93058,0.95881
-40.6042,0.806748,0.45567,2,3,0,42.401,5.42067,9.94971,0.95531
-42.3245,0.83794,0.466814,2,3,0,42.4418,5.31053,9.92379,0.983327
-41.6758,1,0.530008,2,3,0,42.6954,5.29303,9.93066,0.969573
-41.6758,0.0411157,1.00262,1,3,0,41.8142,5.29303,9.93066,0.969573
-41.2072,0.998359,0.0949718,5,31,0,43.2645,5.3204,9.97132,1.00356
-40.4145,1,0.180167,4,15,0,41.3948,5.29438,9.9454,0.958443
-41.5923,0.898755,0.341408,2,7,0,42.3456,5.43324,9.96519,0.920634
-42.0071,0.956211,0.471254,2,7,0,44.6259,5.54698,9.94244,0.919884
-41.5805,0.33497,0.771238,2,3,0,42.9334,5.51688,9.94505,0.912504
-40.6588,0.994693,0.193633,3,7,0,42.1262,5.42226,9.92627,0.933483
-40.34,0.996786,0.355702,4,15,0,42.0276,5.07235,10.0001,0.864225
-40.4831,0.909343,0.651279,3,7,0,41.0675,5.3883,9.9301,0.895193
-41.4148,0.0272731,0.913851,3,7,0,45.4129,5.09692,9.96634,0.854051
-41.0367,0.999679,0.098211,4,15,0,41.9455,5.23759,9.98707,0.831937
-42.1453,0.927816,0.180741,3,7,0,45.0145,5.35593,9.97106,0.807776
-40.8436,1,0.26816,3,15,0,42.3827,5.23988,9.9444,0.875816
-40.0836,1,0.484951,2,3,0,40.9992,5.32744,9.96563,0.872603
-41.6293,0.0327649,0.868334,2,7,0,43.1594,5.30683,9.98067,0.827449
-41.7454,0.999991,0.104123,5,47,0,42.5953,5.33674,9.92806,0.839804
-41.1979,0.999157,0.187042,5,31,0,42.2421,5.20779,9.99391,0.988754
-41.452,0.987585,0.33198,4,15,0,42.0105,5.48366,9.94717,0.860632
-42.3648,0.896314,0.56561,3,7,0,43.6215,5.25342,9.97504,1.06782
-40.0877,0.9868,0.747048,3,7,0,42.6852,5.17291,9.98431,0.955416
-42.784,0.068305,1.25086,1,3,1,44.1445,5.39776,9.96291,1.05727
-42.9215,1,0.182056,4,15,0,43.8226,5.25655,9.96046,1.09043
-43.8008,0.936917,0.316532,3,7,0,45.6321,5.06838,9.98514,1.10764
-46.4245,0.963586,0.462753,2,3,0,46.5898,5.12891,9.99555,1.19099
-41.7734,0.942589,0.720549,1,3,0,48.9108,5.10956,9.98574,1.04171
-41.8979,0.0901194,1.05577,1,3,1,44.7103,4.91513,9.99972,0.939323
-41.2457,0.965779,0.17508,2,7,0,44.2874,4.96412,10.0237,0.931764
-41.2351,0.996616,0.27333,5,39,0,41.9255,5.53623,9.9159,0.894101
-41.1517,0.894858,0.45798,2,3,0,41.7633,5.47577,9.91696,0.879693
-41.177,0.871198,0.590906,2,3,0,41.6105,5.44144,9.91699,0.894662
-42.4172,0.0675734,0.716342,3,7,0,43.8751,5.37056,9.91671,0.854004
-41.9932,0.998582,0.120243,5,63,0,43.9819,5.36534,9.92534,1.01089
-42.0253,0.99913,0.200568,4,15,0,42.7633,5.57076,9.93063,0.970198
-41.2856,0.969849,0.33256,4,15,0,43.4544,5.33264,9.92953,0.859731
-42.0539,1,0.510271,3,7,0,43.2106,5.27403,9.9483,1.04784
-41.6154,0.421746,0.836429,3,7,0,43.4133,5.08263,9.96316,0.899959
-42.394,1,0.345312,3,11,0,43.8652,4.98461,10.0154,1.03831
-42.394,1.59624e-178,2.2547,1,1,0,42.6969,4.98461,10.0154,1.03831
-42.394,0,5.26487,0,1,1,43.0406,4.98461,10.0154,1.03831
-41.7112,0.935487,0.519113,3,7,0,44.1789,5.0204,9.98825,0.823622
-42.4998,0.983448,0.455265,3,7,0,43.4597,4.98555,10.0214,0.812749
-44.621,0.750914,0.580084,3,7,0,46.9337,4.94231,10.0379,1.08701
-45.9153,0.989363,0.427354,3,7,0,46.925,4.95617,10.0292,1.1484
-44.5993,1,0.685687,1,1,0,45.8533,4.94991,10.022,1.11356
-44.5993,0.0184603,1.20594,1,3,0,46.9869,4.94991,10.022,1.11356
-41.545,0.999888,0.100545,4,15,0,44.8305,4.96129,10.0041,0.98869
-42.6814,0.999844,0.184132,4,15,0,43.152,4.85725,10.0455,0.920176
-43.8284,0.982057,0.344104,3,7,0,44.7579,4.80785,10.0546,0.996748
-40.726,0.989966,0.614464,3,7,0,44.8294,5.09468,10.0057,0.858424
-40.726,0.00152844,1.12984,1,1,0,40.9082,5.09468,10.0057,0.858424
-42.9096,0.995439,0.0936576,4,15,0,43.9371,5.09601,9.99209,0.765466
-42.1554,0.960895,0.177531,3,7,0,44.4506,5.03615,9.98092,0.816039
-41.1283,0.897557,0.301329,3,7,0,44.5515,5.1022,10.012,0.949842
-41.2803,0.973358,0.419167,2,3,0,41.7178,4.96941,9.99253,0.914664
-40.5687,0.917303,0.733058,2,7,0,41.4525,5.2234,9.98674,0.966912
-43.7173,0.465975,1.07415,2,3,0,47.2279,5.334,9.94983,1.11394
-40.5823,0.998754,0.403264,3,7,0,44.4681,5.24499,9.97088,0.99457
-40.5893,0.926582,0.753886,2,7,0,41.507,5.38128,9.9292,0.891999
-40.5893,0.000180284,1.12765,2,7,0,47.0774,5.38128,9.9292,0.891999
-41.912,0.993467,0.110889,5,63,0,46.9554,5.16214,10.0041,0.823996
-40.4657,0.983717,0.203584,3,15,0,44.0716,5.15804,9.99343,0.846697
-40.5829,0.999785,0.359851,4,15,0,41.5165,5.07556,9.99354,0.974308
-41.8877,0.860008,0.659736,3,7,0,42.1332,4.91895,10.0073,0.854615
-39.9246,0.755622,0.805879,2,3,0,42.0416,5.29737,9.97051,0.911111
-39.9246,0.722146,0.731853,2,7,0,40.5008,5.29737,9.97051,0.911111
-39.9997,0.985663,0.606506,3,7,0,40.1681,5.34857,9.94929,0.863992
-39.9997,0.568328,1.04398,1,1,0,40.096,5.34857,9.94929,0.863992
-40.1631,0.984614,0.567895,3,7,0,40.4116,5.38975,9.94417,0.940058
-39.947,0.967214,0.966583,2,3,0,40.2782,5.32701,9.94693,0.876018
-39.947,5.78743e-35,1.55618,1,1,0,40.7355,5.32701,9.94693,0.876018
-40.2659,0.980401,0.187572,4,15,0,44.6559,5.08443,9.98891,0.856979
-39.6275,0.998723,0.314432,3,7,0,40.3922,5.20704,9.97337,0.889472
-39.623,0.990826,0.548528,2,7,0,39.7584,5.26558,9.96254,0.899838
-39.623,0.00102811,0.929142,1,3,0,41.2256,5.26558,9.96254,0.899838
-39.8174,0.997577,0.120421,4,31,0,40.1025,5.18666,9.96878,0.876626
-40.4595,0.991028,0.208243,4,15,0,40.6636,5.05691,9.98505,0.936176
-41.1926,0.941875,0.351162,3,15,0,42.5577,5.17506,9.97302,1.02183
-40.5076,0.938391,0.518763,3,7,0,42.4104,5.31706,9.93665,0.893029
-40.5076,0.000254657,0.755191,1,1,0,45.2142,5.31706,9.93665,0.893029
-40.0138,0.999878,0.105474,4,15,0,40.7155,5.3241,9.96518,0.875056
-40.8179,0.96238,0.179828,5,31,0,44.3348,5.13438,9.96114,0.923132
-39.6247,0.98934,0.277432,2,3,0,41.1333,5.21671,9.9704,0.888323
-44.7389,0.840423,0.454233,3,7,0,46.3834,4.70701,10.0626,0.999165
-42.7437,0.978831,0.51485,3,7,0,45.7765,4.86714,10.0353,0.849128
-42.7437,0.000619908,0.812581,3,13,0,46.5823,4.86714,10.0353,0.849128
-41.839,0.999606,0.123125,4,15,0,42.98,4.90236,10.0319,0.891105
-39.9244,0.992912,0.204808,4,15,0,42.465,5.3262,9.96185,0.928895
-40.4442,0.976338,0.333016,2,7,0,41.6593,5.37793,9.93199,0.886418
-41.4523,0.910581,0.517455,2,5,0,42.6739,5.43847,9.91375,0.925421
-43.4383,0.281576,0.685946,3,11,0,45.9274,5.29416,9.97838,1.09224
-40.8938,0.96927,0.211704,3,15,0,45.4074,5.29475,9.938,0.860151
-40.2139,1,0.321724,2,3,0,41.0603,5.34376,9.94289,0.859412
-39.889,0.972865,0.521594,3,7,0,41.0287,5.25138,9.97629,0.927007
-40.3828,0.59315,0.790281,3,7,0,40.922,5.07817,10.0028,0.869858
-40.1971,0.824529,0.506177,4,19,0,41.4161,5.20367,9.98758,0.942255
-40.0615,0.984101,0.547297,3,7,0,40.4477,5.26102,9.95003,0.89305
-39.9164,0.834854,0.84329,2,3,0,40.0499,5.2832,9.96569,0.856551
-39.9306,0.311938,0.928952,1,3,0,40.5848,5.24267,9.97857,0.928091
-41.6477,0.903183,0.323472,3,15,0,44.8501,5.47605,9.95618,0.922581
-43.6022,0.650044,0.41554,1,1,0,43.7172,5.51165,9.96518,0.931942
-42.2818,0.969435,0.30691,2,3,0,45.1898,5.55323,9.9437,0.93919
-40.7242,0.990785,0.453709,2,7,0,43.017,5.28032,9.94464,0.972042
-42.1094,0.737259,0.699049,2,3,0,42.5364,5.4579,9.94378,0.804583
-41.3319,1,0.623297,3,7,0,41.9059,5.39853,9.93895,0.810738
-41.3319,0.209512,0.972732,1,1,0,41.5888,5.39853,9.93895,0.810738
-43.0014,0.902561,0.283951,4,15,0,47.2363,5.34435,9.95846,1.08813
-44.4767,0.968223,0.360759,4,15,0,45.2319,5.43394,9.95296,0.754935
-44.4101,1,0.524413,2,3,0,47.4208,5.23477,9.95522,0.740068
-42.0614,0.389372,0.81109,2,3,0,44.5174,5.40431,9.95234,0.794094
-42.0943,0.944551,0.352853,3,15,0,45.4705,5.60642,9.90733,0.879715
-41.8115,0.987159,0.485566,3,11,0,43.6653,4.88545,10.029,0.947226
-41.4694,0.396144,0.726656,3,7,0,43.8835,5.18306,10.0065,0.937889
-41.8715,0.990633,0.324753,3,7,0,42.0193,5.17914,10.0103,0.944598
-42.3202,0.987598,0.488339,4,15,0,42.6265,5.44701,9.96645,0.97229
-40.1612,0.647334,0.726798,3,11,0,41.7425,5.38872,9.95491,0.902346
-40.7723,0.664971,0.544173,2,3,0,41.7845,5.32563,9.9443,0.826376
-41.7985,0.749312,0.423216,3,7,0,42.9109,5.45784,9.95253,0.999368
-40.8743,1,0.390138,3,7,0,41.9249,5.36531,9.93169,0.96656
-41.7338,0.974136,0.590924,3,7,0,42.2016,5.35005,9.96084,1.03608
-40.6838,1,0.84717,2,3,0,42.3992,5.34627,9.93341,0.948212
-40.6838,8.00819e-15,1.27321,1,1,0,40.9922,5.34627,9.93341,0.948212
-40.0308,0.960925,0.271177,3,7,0,41.8817,5.29917,9.95338,0.951178
-40.2425,0.995543,0.378302,3,7,0,40.3923,5.22281,9.96514,0.834614
-39.7727,0.967131,0.56247,2,7,0,40.6571,5.2954,9.96281,0.927166
-39.7727,0.487558,0.788895,1,3,0,43.0008,5.2954,9.96281,0.927166
-39.8826,0.996299,0.440394,4,15,0,39.9479,5.19428,9.98189,0.936247
-40.919,0.80413,0.651624,2,3,0,41.8476,5.24211,9.95338,0.995973
-40.3353,0.969255,0.667199,3,7,0,41.2514,5.3053,9.97302,0.862725
-40.1114,0.152354,0.93295,3,9,0,40.5439,5.13911,9.96997,0.896251
-40.1171,1,0.279851,3,7,0,40.1808,5.13432,9.97094,0.894715
-40.2072,0.995499,0.414811,2,3,0,40.2958,5.23079,9.98482,0.871023
-40.8732,0.804118,0.607607,2,7,0,41.7858,5.16391,10.0028,0.879654
-42.9169,0.996252,0.62179,2,7,0,43.7645,4.79884,10.0235,0.940093
-41.4104,0.142858,0.907426,2,7,0,43.995,4.93683,10.0013,0.895311
-41.8406,0.955435,0.27434,4,15,0,43.1603,5.52353,9.93779,0.988027
-41.5815,0.987411,0.371549,4,15,0,43.4094,5.2374,9.94924,1.01717
-41.1163,0.963872,0.532081,3,7,0,42.1638,5.12005,9.97316,0.821436
-40.8762,0.997292,0.181964,5,31,0,43.2459,5.49863,9.93689,0.922254
-40.8762,0,2.60478,0,1,1,44.4299,5.49863,9.93689,0.922254
-41.2715,0.986469,0.43957,3,7,0,42.1772,5.51139,9.92827,0.972292
-40.4347,0.980264,0.600188,3,7,0,41.3067,5.14588,9.9916,0.839772
-40.4347,6.38171e-21,0.927209,1,1,0,43.2764,5.14588,9.9916,0.839772
-40.9154,0.997988,0.0829064,6,63,0,41.9228,5.44383,9.92858,0.97079
-40.3392,0.992789,0.139853,4,31,0,41.9806,5.27599,9.95441,0.973183
-39.885,0.987839,0.244232,4,15,0,40.9048,5.17221,9.96859,0.885293
-40.965,0.829444,0.432271,2,7,0,42.161,5.42371,9.95795,0.948346
-41.3278,0.987838,0.471106,2,7,0,44.0925,4.99438,9.99056,0.968711
-41.3278,2.40085e-07,0.851674,1,1,0,42.7077,4.99438,9.99056,0.968711
-40.3485,0.999844,0.0681093,6,63,0,42.4359,5.19557,9.95596,0.891669
-40.9144,0.979001,0.129069,3,7,0,42.2352,5.26147,9.99024,0.897082
-42.8038,0.989209,0.228894,3,11,0,43.5352,5.11208,9.96501,1.05489
-40.8757,0.983932,0.417632,2,7,0,43.3699,5.09193,10.006,0.970042
-40.8757,0.175984,0.74529,1,3,0,41.487,5.09193,10.006,0.970042
-40.8642,0.999839,0.109937,4,15,0,41.2549,5.09695,9.99658,0.992434
-39.8834,0.996238,0.206648,3,7,0,41.0622,5.1121,9.98852,0.914895
-42.2435,0.902387,0.380919,2,7,0,43.1639,5.32876,9.95913,0.77507
-41.2733,0.321401,0.524751,2,3,0,44.0757,5.26014,9.93789,0.870902
-40.6955,0.996364,0.127261,3,15,0,42.2642,5.27709,9.94229,0.86155
-40.4808,0.996656,0.232532,2,7,0,41.4146,5.38318,9.94673,0.840284
-40.302,0.698353,0.42112,3,15,0,42.9986,5.19314,9.98188,0.835185
-40.089,0.998119,0.317325,3,15,0,40.6551,5.11734,9.99604,0.927111
-39.6858,0.962508,0.570073,3,7,0,41.1268,5.23745,9.96466,0.920385
-39.6858,0.0121339,0.91597,2,3,0,42.5782,5.23745,9.96466,0.920385
-39.865,0.999338,0.0988868,4,31,0,40.5642,5.33187,9.94739,0.912733
-40.1924,0.995791,0.177434,4,15,0,40.7306,5.19546,9.97182,0.969984
-39.7734,0.984318,0.312168,2,7,0,41.261,5.2953,9.96715,0.897937
-40.7273,0.597147,0.527081,1,1,0,40.85,5.33926,9.97496,0.905422
-39.9011,0.974975,0.305559,2,7,0,41.1999,5.29163,9.96985,0.87855
-40.7095,0.247676,0.498756,2,3,0,43.6411,5.22251,9.94965,0.864529
-42.1527,0.982126,0.113852,4,23,0,43.8697,5.25374,9.93004,0.905118
-41.7497,0.999164,0.189426,4,23,0,43.3045,5.18521,10.0074,0.959556
-43.0568,0.797786,0.327026,1,1,0,43.1306,5.22363,10.0118,0.965709
-41.6,1,0.329593,3,7,0,42.9823,5.21732,10.0014,0.960656
-42.3706,0.898975,0.56286,2,7,0,42.5552,5.09324,9.96393,1.01879
-40.6455,0.853633,0.733878,2,7,0,41.8563,5.02484,10.012,0.889294
-41.6233,0.177357,0.848171,1,1,0,42.8822,5.10755,10.0172,0.891438
-41.732,0.982621,0.174475,3,7,0,42.9925,5.04583,9.97638,0.841205
-41.367,0.968098,0.281857,3,11,0,43.0227,5.33959,9.98069,0.940916
-43.6252,0.810478,0.435875,4,15,0,45.6438,4.91744,9.9812,0.930136
-41.0862,1,0.452128,1,1,0,42.8293,4.97403,9.997,0.943431
-42.5091,0.0155776,0.749174,2,7,0,45.5976,5.07815,9.95648,0.931716
-43.8166,0.998574,0.109749,4,31,0,44.2798,5.50692,9.96531,0.991521
-39.8635,0.994091,0.181724,3,15,0,44.9331,5.27706,9.95792,0.940163
-40.4812,0.865364,0.295529,2,3,0,41.348,5.31995,9.97234,0.949686
-40.1056,0.998516,0.350228,3,7,0,40.5397,5.29081,9.96545,0.95978
-39.8767,0.941071,0.569136,3,7,0,40.8272,5.21057,9.9751,0.855513
-39.8767,0.000455071,0.80169,3,9,0,42.3361,5.21057,9.9751,0.855513
-39.6891,0.9932,0.122444,4,31,0,40.407,5.16442,9.98022,0.899165
-39.8102,0.994803,0.195948,4,19,0,39.9457,5.32638,9.94908,0.903299
-39.7744,0.992704,0.312795,3,15,0,40.0051,5.20424,9.96634,0.921287
-40.03,0.989208,0.493874,2,7,0,40.2921,5.20129,9.96906,0.956291
-40.03,0.175346,0.769008,1,3,0,41.1765,5.20129,9.96906,0.956291
-39.8173,0.997243,0.185886,3,15,0,40.4637,5.19961,9.97892,0.934774
-40.3731,0.945041,0.294903,3,9,0,41.0768,5.10328,9.99393,0.845927
-40.1006,0.917759,0.413538,2,3,0,40.6346,5.08868,9.98629,0.874472
-40.9453,0.561233,0.543245,3,7,0,42.9098,5.15744,9.95535,0.912015
-40.3502,0.914565,0.321584,2,3,0,42.235,5.23329,9.94962,0.902553
-40.3595,0.968243,0.418698,2,7,0,42.7854,5.24867,9.95994,0.978225
-40.7854,0.950592,0.611532,2,7,0,40.9884,5.25483,9.97892,0.991068
-39.6632,0.391754,0.855523,1,3,0,40.8947,5.282,9.96259,0.88527
-41.377,0.798299,0.353649,3,11,0,41.9094,5.19048,10.0051,0.924484
-40.5214,0.99463,0.355665,2,3,0,41.2574,5.06884,9.97878,0.917514
-39.7787,0.966662,0.545478,3,7,0,40.4111,5.15001,9.97746,0.887343
-39.7787,0.00168144,0.784236,1,3,0,42.5478,5.15001,9.97746,0.887343
-39.8737,0.986786,0.144329,3,15,0,41.9913,5.16487,9.98565,0.930442
-40.8706,0.968594,0.217224,4,15,0,43.1788,5.19447,9.96224,0.821251
-40.2368,0.991555,0.31325,3,15,0,41.4926,5.19863,9.97728,0.833644
-39.6613,0.804403,0.472064,2,7,0,40.908,5.26841,9.95939,0.904039
