# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=2102757686
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-42.1069,0.975788,0.337484,3,7,0,43.5739,5.41733,9.9551,0.803207
-40.8459,0.906345,0.525784,3,7,0,43.7908,5.04653,9.99494,0.981923
-44.2734,0.903072,0.689658,2,7,0,44.4169,5.54705,9.91541,0.774972
-44.2734,3.54461e-07,0.894246,1,1,0,45.4981,5.54705,9.91541,0.774972
-41.4333,0.98926,0.137505,3,15,0,45.4575,5.42802,9.92088,0.847924
-40.9854,1,0.219711,5,47,0,41.7364,5.37422,9.92975,0.851119
-40.2612,1,0.357703,4,15,0,41.2451,5.24938,9.95894,0.970197
-40.1388,0.835718,0.578645,3,7,0,40.7466,5.36108,9.96157,0.904509
-40.0158,0.498147,0.637902,3,7,0,42.2751,5.35077,9.94786,0.939261
-40.0684,0.998609,0.325079,4,15,0,40.3308,5.11719,9.98682,0.946037
-40.0503,0.809095,0.519659,3,7,0,41.9215,5.35916,9.94893,0.941978
-40.4346,0.424356,0.53877,2,5,0,43.3586,5.06589,9.98123,0.892967
-40.6837,0.998544,0.235827,3,15,0,42.0262,5.44734,9.94908,0.927671
-40.4519,0.997874,0.374348,2,3,0,40.7831,5.40564,9.92964,0.917485
-40.258,0.789176,0.59003,3,7,0,41.1956,5.10719,9.99091,0.849242
-40.258,0.0551003,0.584382,2,3,0,42.0271,5.10719,9.99091,0.849242
-41.6882,0.989403,0.116209,5,31,0,42.2266,4.90335,10.0096,0.949636
-41.7294,0.989375,0.179566,4,31,0,44.4232,5.44884,9.91488,0.979599
-42.9403,0.982628,0.27604,3,7,0,44.1462,5.64796,9.90841,0.999256
-40.5516,0.997751,0.416165,2,7,0,44.0354,5.35924,9.9378,0.963922
-39.9366,0.887302,0.645011,3,7,0,41.0988,5.14456,9.97248,0.899655
-39.9366,0.000628903,0.786587,2,7,0,40.5019,5.14456,9.97248,0.899655
-39.6982,0.996198,0.146805,3,15,0,41.5897,5.19327,9.96937,0.896787
-39.8073,0.989301,0.226398,2,7,0,40.1428,5.15193,9.97663,0.919418
-39.9448,0.976672,0.342511,3,11,0,40.808,5.3631,9.95121,0.924939
-40.0223,0.890084,0.502479,2,7,0,42.389,5.2393,9.98162,0.923664
-40.6347,0.746174,0.613692,2,7,0,41.0959,5.03466,10.006,0.954385
-40.6347,0.152022,0.556132,1,1,0,42.182,5.03466,10.006,0.954385
-40.9511,0.995782,0.149389,4,15,0,41.3859,4.96046,10.0166,0.924144
-41.6538,0.922609,0.226967,3,15,0,43.122,5.12694,10.0158,0.92267
-41.8622,0.997844,0.296009,4,15,0,44.1092,5.41348,9.91929,0.839069
-40.6704,0.575459,0.448092,3,7,0,44.7211,5.24182,9.94796,0.858651
-46.3277,0.536005,0.28934,2,3,0,47.2682,5.17376,9.92588,0.840872
-45.2833,0.99979,0.173408,3,15,0,47.255,5.18962,9.92613,0.855569
-43.6066,0.912454,0.262548,2,3,0,47.6707,5.42738,9.97469,0.837975
-41.7598,0.935911,0.333082,2,3,0,44.3221,5.318,9.94028,0.802228
-40.3546,1,0.441498,3,7,0,42.606,5.27443,9.97392,0.967596
-40.4315,0.213348,0.661687,2,3,0,41.992,5.28113,9.98181,0.901337
-40.8368,0.886621,0.213057,2,3,0,42.3288,5.28891,9.98501,0.898184
-39.8218,0.996327,0.256114,2,7,0,41.4561,5.219,9.97515,0.938849
-40.5758,0.84352,0.379886,3,11,0,41.4394,5.18004,9.97519,0.99284
-40.6375,0.963763,0.418458,3,7,0,41.4201,5.11777,10.0012,0.85204
-40.5209,0.683439,0.579723,1,3,0,42.3079,5.11617,9.96815,0.901174
-41.4275,0.552383,0.46932,2,5,0,43.9375,5.29156,9.97957,0.82056
-40.0454,1,0.296841,3,15,0,41.8426,5.18027,9.98292,0.953383
-40.1879,0.930656,0.439065,2,3,0,40.5013,5.16097,9.96807,0.945424
-40.1879,0.474121,0.568044,1,3,0,42.0443,5.16097,9.96807,0.945424
-40.5213,0.993428,0.311867,4,15,0,41.1646,5.43609,9.92975,0.877118
-41.6124,0.920079,0.453195,3,7,0,41.9931,5.4629,9.93173,0.817012
-41.2935,0.886301,0.572864,2,3,0,41.9595,5.36956,9.93279,0.825515
-39.9237,0.342809,0.678917,1,3,0,41.7873,5.33015,9.94543,0.891676
-40.6736,0.895637,0.29541,3,15,0,41.62,5.05009,9.98146,0.928564
-43.4441,0.773089,0.356591,3,11,0,43.7514,5.29809,9.915,0.923579
-40.5729,0.99814,0.3436,2,7,0,43.1522,5.38967,9.96257,0.911331
-40.5978,0.956145,0.498601,3,7,0,41.0593,5.10844,9.96903,0.891962
-40.5978,0.226416,0.668487,2,5,0,42.0741,5.10844,9.96903,0.891962
-41.107,0.956409,0.239791,2,7,0,42.7321,5.10325,9.96479,0.941049
-40.0013,0.962783,0.321806,1,3,0,41.687,5.1518,9.98217,0.949595
-40.1608,0.987057,0.435785,3,7,0,40.7741,5.07147,9.99269,0.873438
-40.9702,0.992468,0.614724,3,7,0,41.0868,4.97262,10.0173,0.88698
-40.9702,2.01211e-06,0.873117,3,13,1,43.7601,4.97262,10.0173,0.88698
-42.3948,0.975024,0.213858,5,39,0,43.0254,5.59172,9.89552,0.926622
-42.0117,0.969966,0.294941,3,7,0,43.1388,5.51492,9.90387,0.95377
-45.5011,0.63403,0.402163,4,15,0,47.3868,4.79656,9.99568,0.950445
-48.9564,1,0.304089,3,7,0,49.8045,5.02131,10.0554,1.15441
-44.1771,1,0.435791,2,3,0,48.7958,4.87452,10.03,1.08111
-41.954,0.509386,0.62283,3,7,0,46.9309,4.99323,10.0318,0.926869
-41.7846,0.853733,0.380193,2,7,0,45.3743,5.09219,9.95965,0.929184
-43.7202,0.854364,0.421448,2,7,0,44.3859,5.43934,9.97915,0.978327
-43.0194,0.823796,0.467316,2,7,0,46.3836,5.20828,9.93661,0.842607
-41.2106,0.900043,0.491406,2,5,0,43.5543,5.1913,9.97267,1.02472
-42.2009,0.811135,0.588172,2,3,0,42.3202,5.22181,9.99282,1.03737
-41.1983,0.679311,0.604587,3,7,0,43.0353,4.94901,10.0158,0.870345
-41.31,0.680122,0.497151,3,7,0,42.968,4.95531,10.0204,0.95854
-43.498,0.975288,0.40992,3,7,0,43.6013,4.75402,10.0508,0.927612
-42.5853,0.88497,0.555601,2,3,0,43.9295,4.81948,10.0392,0.949057
-42.092,0.885482,0.646025,2,3,0,42.7821,4.84494,10.0279,0.930911
-41.2593,0.512242,0.751001,2,3,0,42.2835,4.97069,10.0173,0.967513
-40.5561,0.641381,0.468991,4,19,0,46.5584,5.0406,9.98777,0.876061
-40.8814,0.978662,0.363889,3,7,0,41.3034,5.06186,10.0147,0.905749
-40.5609,0.999889,0.49352,3,7,0,41.0181,5.47144,9.93731,0.915873
-40.5609,0.000128995,0.691675,1,3,0,43.5441,5.47144,9.93731,0.915873
-41.5698,0.942958,0.187749,2,7,0,42.5702,5.46455,9.958,0.922331
-40.9795,1,0.239974,3,7,0,41.6464,5.23517,9.94251,0.898047
-40.444,1,0.336033,2,7,0,41.9857,5.25417,9.9463,0.931077
-42.0129,0.690128,0.469487,2,5,0,42.635,5.49756,9.95233,0.966432
-42.2478,0.990731,0.396403,4,15,0,42.8955,5.1723,9.95007,1.01465
-42.0649,0.459249,0.544109,2,3,0,45.1646,5.30013,9.97585,1.0424
-41.4303,0.999637,0.317128,4,15,0,42.5186,5.3392,9.94066,0.807152
-40.259,1,0.440946,2,3,0,41.478,5.31249,9.96536,0.844861
-39.8118,0.486235,0.612161,2,3,0,40.8913,5.28412,9.9704,0.89253
-40.3651,0.928431,0.374208,2,7,0,40.4948,5.1494,9.96395,0.893386
-42.6081,0.81722,0.462973,4,15,0,42.9537,4.8707,10.003,0.909251
-41.8151,0.988366,0.479708,3,7,0,43.5928,5.56839,9.92436,0.864365
-41.1416,0.401008,0.650958,2,3,0,41.8405,5.53299,9.92563,0.885637
-42.8256,0.825831,0.350035,4,15,0,43.3028,5.02024,10.0338,0.985727
-43.2988,0.872591,0.367786,3,7,0,45.6753,4.77678,10.0273,0.963133
-40.7925,0.905257,0.415604,3,15,0,44.5737,5.29754,9.94288,0.838607
-42.074,0.772675,0.493789,3,7,0,42.9391,5.36623,9.95239,1.05283
-42.172,0.86206,0.476954,2,3,0,43.0555,5.40558,9.96487,1.01956
-41.4687,0.946395,0.52921,2,7,0,44.7215,5.23413,9.94459,0.837835
-39.9086,1,0.668454,2,3,0,40.5625,5.26015,9.97478,0.8719
-39.9086,0.285956,0.915704,2,7,0,40.4567,5.26015,9.97478,0.8719
-39.9392,0.853933,0.418299,4,19,0,40.7686,5.37064,9.94955,0.917671
-40.8204,0.927756,0.457965,3,7,0,41.3979,5.20395,9.97899,1.00496
-42.0021,0.412752,0.560893,2,3,0,43.5732,5.19511,9.97555,1.05794
-40.5447,0.968546,0.313312,3,7,0,42.5245,5.22219,9.97081,0.993615
-42.3039,0.816936,0.408187,3,15,0,43.1286,5.36695,9.97267,1.02664
-40.1898,0.979991,0.422113,3,7,0,42.2973,5.39902,9.9526,0.899943
-39.6931,0.958512,0.558175,3,7,0,40.4524,5.22868,9.96781,0.92509
-40.9183,0.904306,0.713477,2,3,0,41.0592,4.98443,10.0173,0.930313
-40.9183,0.000624426,0.83957,1,3,1,42.8481,4.98443,10.0173,0.930313
-42.0698,0.963299,0.255297,2,7,0,45.7025,4.90065,10.0372,0.926099
-40.7586,0.942325,0.32869,2,5,0,43.3336,5.06664,10.0123,0.925027
-40.2005,0.996268,0.409595,4,15,0,41.2682,5.21759,9.98062,0.962176
-39.9408,0.967754,0.552275,3,7,0,40.4692,5.26414,9.97216,0.942078
-39.9408,0.07157,0.712707,1,3,0,41.8703,5.26414,9.97216,0.942078
-44.586,0.786987,0.24468,3,7,0,44.7885,5.34942,10.0017,0.950736
-41.3862,1,0.242178,2,7,0,45.423,5.00491,9.98188,0.90991
-40.9823,1,0.327712,2,7,0,42.3373,5.36625,9.97242,0.898481
-40.4101,0.993475,0.442728,2,7,0,44.2988,5.41159,9.93995,0.953971
-40.4101,0.890154,0.591481,1,1,0,40.5401,5.41159,9.93995,0.953971
-40.9808,0.0703036,0.678769,3,7,0,43.3551,5.21276,9.97153,1.01548
-40.5422,0.998051,0.236594,4,15,0,41.5141,5.12955,9.98019,0.829342
-40.6909,0.875965,0.317969,3,15,0,41.9478,5.08709,10.003,0.847557
-40.2839,0.999897,0.357663,3,15,0,41.0753,5.14635,9.98105,0.836923
-39.8065,0.904826,0.480684,2,7,0,42.4734,5.16252,9.97213,0.903163
-39.9387,0.983725,0.56263,2,7,0,40.072,5.29917,9.96872,0.927766
-39.811,0.336402,0.736814,2,5,0,40.2267,5.33662,9.94928,0.89433
-42.1092,0.765536,0.3818,3,11,0,42.8549,4.92195,9.99432,0.917098
-41.8372,0.932793,0.366114,3,15,0,43.8464,5.10953,9.99624,1.03999
-43.7723,0.870077,0.445491,3,7,0,44.9011,4.90879,10.0253,1.07551
-43.9486,0.934496,0.495413,3,7,0,44.9456,4.92823,10.0098,1.08917
-40.4447,0.758972,0.603206,2,7,0,44.664,5.28382,9.97414,0.968424
-39.8207,0.895346,0.572634,3,7,0,40.7953,5.12351,9.98368,0.903983
-39.9228,0.439396,0.658916,3,7,0,42.1427,5.30681,9.94925,0.874854
-40.0096,0.997179,0.399214,3,7,0,40.1023,5.33268,9.9453,0.873629
-40.5809,0.49056,0.529942,3,7,0,42.3835,5.38582,9.94176,0.975078
-40.2821,0.987592,0.345908,3,11,0,42.3949,5.28189,9.9558,0.972525
-39.9538,0.666953,0.452598,2,7,0,42.5385,5.27748,9.95164,0.874026
-42.4024,0.873609,0.378533,4,15,0,43.0616,5.52212,9.89989,0.964383
-41.1473,0.775103,0.422144,3,7,0,44.7272,5.40303,9.92014,0.901286
-42.1396,0.996617,0.41052,3,7,0,42.2481,5.6144,9.92123,0.904937
-41.6983,0.543051,0.542225,3,7,0,44.2444,5.45762,9.9422,0.815779
-41.2262,0.608756,0.382758,2,3,0,44.4578,5.40673,9.95753,0.834662
-40.6321,1,0.296223,2,3,0,41.1526,5.37395,9.95626,0.838135
-40.0297,0.979459,0.39259,3,15,0,41.3657,5.19252,9.97175,0.846619
-40.5402,0.860394,0.505208,3,7,0,40.6338,5.23647,9.98553,0.851618
-40.6426,1,0.551917,3,7,0,41.0477,5.46878,9.93978,0.931792
-42.2908,0.106543,0.728944,2,3,0,43.0143,5.5509,9.94297,0.959265
-46.2203,0.993384,0.285457,3,7,0,47.0844,5.36781,9.91617,1.1496
-45.3707,1,0.373728,2,3,0,46.2733,5.37937,9.92712,1.14745
-42.9032,0.665809,0.493079,2,3,0,48.0607,5.32926,9.92669,1.04475
-41.6862,0.977866,0.413807,4,31,0,44.1124,5.21218,9.98892,0.802362
-41.6862,1.70571e-36,1.05824,1,1,0,42.5866,5.21218,9.98892,0.802362
-41.6862,0,2.47105,0,1,1,42.3606,5.21218,9.98892,0.802362
-40.9832,0.981353,0.243644,3,7,0,43.5252,5.22597,9.96214,0.807339
-43.7988,0.837815,0.241455,4,15,0,45.5306,5.35535,9.9694,1.10014
-43.9036,0.993364,0.204733,3,7,0,44.4751,5.3732,9.97343,1.08768
-43.6149,0.887068,0.306923,3,11,0,46.5499,5.00335,9.96383,0.905082
-41.4761,1,0.364188,2,3,0,43.3589,5.20541,10.0025,0.876691
-40.0201,0.876685,0.641825,3,7,0,40.7562,5.30946,9.96426,0.946034
-40.0201,0.104707,0.794932,1,3,0,41.9932,5.30946,9.96426,0.946034
-39.7615,0.998099,0.0873635,4,31,0,40.586,5.26947,9.97166,0.908686
-39.8065,0.984989,0.162368,3,15,0,41.2852,5.27683,9.95308,0.89976
-40.3487,0.931842,0.292635,3,11,0,40.8812,5.26772,9.98257,0.888828
-39.7641,0.907457,0.448057,2,7,0,40.7827,5.17729,9.97208,0.919429
-40.1018,0.336606,0.636385,3,7,0,41.556,5.39797,9.93915,0.91308
-40.4542,0.979414,0.152376,2,7,0,40.9297,5.43297,9.94921,0.91027
-40.9158,0.982959,0.272868,3,15,0,41.5872,5.17067,9.96098,0.836761
-43.8174,0.210454,0.491409,1,1,0,44.5602,5.06954,9.95584,0.842231
-43.0211,0.99965,0.083049,3,7,0,44.2784,5.09384,9.95782,0.832293
-42.2573,0.998922,0.157917,3,15,0,43.6541,5.27501,9.99949,0.919717
-39.9711,0.983418,0.29702,3,11,0,44.26,5.3065,9.96505,0.862494
-40.048,1,0.528489,3,15,0,40.4761,5.10011,9.9962,0.884707
-40.6493,0.227071,0.978847,1,3,0,41.9734,5.27343,9.9716,0.991685
-40.2798,0.999726,0.186224,5,31,0,41.0351,5.16779,9.98974,0.849315
-40.2461,1,0.344415,1,1,0,40.3259,5.17065,9.98921,0.850806
-42.4632,0.147416,0.631082,2,7,0,43.7801,5.11433,9.95553,1.00089
-43.6767,0.999891,0.100182,4,15,0,44.1401,5.18674,10.0119,1.04953
-42.761,0.997992,0.183636,3,7,0,44.4058,5.11922,10.001,1.06955
-40.4375,0.99089,0.331455,3,7,0,43.0447,5.09436,9.99413,0.967581
-41.2721,0.916104,0.580785,3,7,0,41.9946,5.38295,9.94447,0.807531
-41.2721,0.0807301,0.820064,2,3,0,42.7564,5.38295,9.94447,0.807531
-40.1755,0.999093,0.11685,5,31,0,41.6251,5.26535,9.9595,0.837987
-40.0386,0.996603,0.208275,4,15,0,40.6715,5.35498,9.94249,0.87903
-39.9176,0.953183,0.365266,4,15,0,40.4167,5.10496,9.9845,0.904786
-40.1247,0.949183,0.565224,3,7,0,40.4158,5.25231,9.95307,0.864966
-40.1247,0.0121669,0.859326,2,3,0,40.5705,5.25231,9.95307,0.864966
-40.1174,0.999614,0.110454,4,31,0,40.8464,5.35371,9.95786,0.94208
-41.9288,0.997459,0.192713,4,15,0,42.1889,5.57178,9.90311,0.941074
-40.4567,0.948941,0.331443,2,7,0,42.6032,5.45232,9.92988,0.899549
-39.9964,0.875479,0.499019,2,3,0,40.7789,5.36521,9.94404,0.9248
-39.9492,0.883985,0.619095,2,7,0,40.4478,5.11477,9.9907,0.876991
-39.9906,0.221874,0.782159,3,7,0,40.4492,5.21548,9.98361,0.873503
-39.7493,0.992439,0.18674,3,15,0,40.4282,5.14291,9.98145,0.898481
-39.8163,0.994146,0.310763,3,15,0,40.7581,5.32671,9.95503,0.925254
-40.2623,0.880656,0.515454,3,7,0,41.0503,5.36898,9.95877,0.86792
-40.2529,0.985573,0.642183,2,7,0,40.7832,5.14638,9.97586,0.843687
-40.2529,0.000109243,1.0301,1,1,0,40.4978,5.14638,9.97586,0.843687
-39.983,0.999213,0.150834,5,31,0,41.7663,5.18465,9.98635,0.935286
-42.6175,0.982753,0.25084,4,15,0,44.239,4.83528,10.0428,0.947242
-41.715,0.824042,0.398225,3,7,0,43.9236,5.07534,10.0206,0.956036
-39.9947,0.993253,0.431059,2,5,0,42.9857,5.10248,9.99441,0.918377
-39.9947,0.0291718,0.694462,3,7,0,41.6736,5.10248,9.99441,0.918377
-40.8994,0.991353,0.116312,4,15,0,41.182,5.12111,10.0079,0.942466
-40.0638,0.995975,0.186951,3,15,0,41.8031,5.0995,9.9804,0.904391
-41.299,0.989386,0.301819,3,7,0,42.0686,5.16235,9.99075,0.80532
-42.8293,0.428217,0.476962,3,7,0,44.3204,5.17533,10.0086,1.03192
-42.7807,0.981687,0.208225,3,7,0,44.999,5.22047,9.98773,1.07287
-45.3275,0.829314,0.322187,2,3,0,45.9393,4.99156,9.96801,1.08537
-43.5493,0.966966,0.351686,3,15,0,45.9996,5.15441,10.0219,1.00593
-42.6132,0.889335,0.521912,2,7,0,45.0909,4.97946,9.97852,0.871437
-40.1897,0.991213,0.648429,1,3,0,41.6266,5.16261,9.99447,0.926355
-40.1897,0.0327985,1.00666,1,3,0,41.6571,5.16261,9.99447,0.926355
-40.1384,0.999859,0.188743,4,23,0,40.3718,5.38974,9.95272,0.885371
-42.5425,0.887908,0.299176,3,7,0,42.8143,5.35963,9.91988,0.835583
-42.5925,0.870748,0.369738,2,3,0,44.8871,5.58255,9.92278,0.834056
-41.7961,0.998487,0.43919,3,15,0,43.3695,5.31759,9.96834,1.03857
-42.1386,0.944692,0.685164,3,7,0,43.2211,5.12752,9.9743,1.05216
-40.4774,0.333333,0.947962,1,3,1,42.5803,5.1509,9.96691,0.958742
-40.6147,0.850655,0.356207,2,7,0,42.4121,5.07932,9.97469,0.903829
-40.5785,0.990422,0.403915,2,7,0,42.5012,5.40086,9.96006,0.902326
-41.085,0.98569,0.613614,2,7,0,43.24,5.39872,9.94186,1.00312
-43.4837,0.116883,0.918789,1,3,0,43.7285,5.39385,9.91781,1.06411
-42.3804,0.987782,0.224708,3,7,0,44.0946,5.49119,9.9309,1.04163
-42.3511,0.999856,0.338223,3,7,0,42.855,5.41236,9.9362,1.05572
-41.3606,0.883206,0.519627,3,7,0,44.8377,4.98672,9.9961,0.981166
-40.2433,0.684815,0.625832,3,7,0,42.1419,5.20217,9.97881,0.835087
-41.5328,0.828176,0.50211,3,7,0,42.156,5.0191,9.98976,1.00164
-40.3206,0.931704,0.539891,3,7,0,42.3305,5.28741,9.9785,0.926633
-40.7296,0.176877,0.71477,3,7,0,41.444,5.27793,9.96305,1.00225
-42.078,0.918955,0.207389,2,7,0,42.989,5.1475,9.94827,0.955239
-43.3449,0.948942,0.268145,2,7,0,44.1782,5.07778,9.95097,0.950238
-39.6352,0.985754,0.367041,2,3,0,43.5083,5.19864,9.97636,0.900244
-39.9041,0.47798,0.538682,2,5,0,41.6871,5.36051,9.95153,0.918722
-39.9834,0.991339,0.289876,4,15,0,40.4963,5.13604,9.99378,0.892218
-39.9166,0.982236,0.428966,2,3,0,40.1801,5.10454,9.991,0.912211
-39.9166,0.0263036,0.62129,2,3,0,42.9097,5.10454,9.991,0.912211
-41.4593,0.995674,0.14023,5,31,0,41.8795,5.54531,9.90996,0.908608
-45.0146,0.933893,0.208777,4,15,0,47.3826,5.55008,9.90265,1.11031
-41.8892,0.999974,0.274984,4,15,0,45.9462,4.99262,10.0011,0.813694
-41.2567,1,0.409976,2,3,0,42.1158,5.10737,9.99974,0.815901
-42.1831,0.857242,0.609034,2,7,0,44.8638,5.58133,9.90114,0.883232
-42.1831,0.0339557,0.687594,2,3,0,44.6852,5.58133,9.90114,0.883232
-41.8494,0.956019,0.16373,4,31,0,44.1925,5.2449,9.93347,0.929523
-43.4383,0.936062,0.223609,2,3,0,43.7344,5.23596,9.92396,0.931207
-42.2998,0.911665,0.293368,2,7,0,45.7469,5.4509,9.96426,0.982102
-42.4092,1,0.36689,3,7,0,43.1563,5.29763,9.92886,1.01176
-40.6135,0.811678,0.539543,3,7,0,42.0663,5.19687,9.98782,0.834455
-43.194,0.332456,0.558309,2,7,0,44.8968,5.29728,9.92178,0.847932
-41.2611,1,0.239024,4,15,0,43.6765,5.51359,9.93877,0.944268
-41.1772,0.986548,0.350373,2,3,0,41.542,5.40803,9.91978,0.933967
-40.5273,1,0.499523,1,1,0,40.9835,5.42164,9.92978,0.938183
-40.1431,0.158082,0.727639,2,7,0,41.026,5.32551,9.94095,0.910871
-40.1183,0.999601,0.230054,4,15,0,40.5747,5.08502,9.98555,0.927481
-40.2188,0.977313,0.334868,3,15,0,42.6703,5.26943,9.95524,0.964795
-40.2813,0.900578,0.466875,3,11,0,41.6408,5.0374,9.99657,0.917658
-40.3005,0.99419,0.565893,2,3,0,40.3524,5.03241,10.0003,0.91483
-40.0541,0.283296,0.80917,3,9,0,41.0211,5.2064,9.98739,0.917829
-40.1616,0.989193,0.32664,3,11,0,40.5146,5.19619,9.95919,0.881325
-39.8347,1,0.462614,1,3,0,40.2598,5.20589,9.96795,0.863878
-39.9691,0.895848,0.665961,1,3,0,41.2392,5.27879,9.96998,0.943344
-39.9691,0.177236,0.796309,1,3,0,40.5273,5.27879,9.96998,0.943344
-39.6096,0.997661,0.270752,3,15,0,40.1466,5.22641,9.97005,0.905098
-40.6214,0.844126,0.38731,2,7,0,45.1532,5.13535,10.0021,0.946462
-39.6629,0.991936,0.423328,2,7,0,43.6662,5.23626,9.97211,0.915883
-39.6629,0.345257,0.596962,1,3,0,41.1543,5.23626,9.97211,0.915883
-39.8222,0.990274,0.275705,4,15,0,40.8013,5.2507,9.97266,0.86679
-40.0327,0.995924,0.387281,3,7,0,40.2529,5.30861,9.96188,0.952045
-41.2473,0.924009,0.547911,2,3,0,41.6735,5.23291,9.96772,1.02781
-39.7364,0.954761,0.68405,2,3,0,41.3381,5.27179,9.95739,0.880668
-39.7364,9.89752e-06,0.898311,1,3,1,42.3194,5.27179,9.95739,0.880668
-40.241,0.953818,0.234226,3,15,0,41.4651,5.13377,9.99074,0.959293
-42.3338,0.838765,0.307653,3,11,0,44.5782,5.07517,10.0083,0.796206
-43.7871,0.82077,0.332448,3,7,0,46.7578,5.17355,10.004,0.777434
-41.5183,1,0.348381,3,7,0,45.2661,5.13655,10.0107,0.966396
-40.6669,0.998432,0.492088,4,15,0,42.1661,5.10987,10.0075,0.895562
-45.0151,0.491474,0.691594,3,7,0,48.2045,5.54463,9.90865,1.11916
-42.3394,0.996063,0.418754,3,7,0,45.3423,5.57969,9.91638,1.00533
-42.2866,0.420223,0.585157,2,3,0,44.6686,5.54145,9.90862,1.00322
-40.3525,0.982732,0.316345,4,15,0,45.1914,5.05673,10.0041,0.88046
-41.0787,0.984372,0.431901,3,7,0,41.6324,5.04156,10.0079,0.985022
-40.2689,0.761569,0.590006,2,3,0,41.3745,5.08309,9.99498,0.950259
-42.4812,0.608714,0.559514,3,7,0,43.233,5.35348,9.97862,0.82418
-41.3705,0.949634,0.414123,2,3,0,43.0877,5.27594,9.96201,0.791641
-41.3705,0.215603,0.533182,3,7,0,43.7493,5.27594,9.96201,0.791641
-41.1766,0.994365,0.209755,4,15,0,42.1867,5.37734,9.95291,0.811904
-40.1988,0.996976,0.290339,4,15,0,42.2457,5.16295,9.99278,0.867131
-41.2365,0.849668,0.402713,4,15,0,41.9048,5.16539,10.0017,0.98093
-42.1349,1,0.440521,3,7,0,42.4708,4.92776,10.0031,0.998171
-41.2397,0.953824,0.611853,3,7,0,42.697,5.42325,9.91718,0.912849
-41.2397,0.0283355,0.788105,1,1,0,41.4946,5.42325,9.91718,0.912849
-42.2671,0.924523,0.234288,4,31,0,44.0919,5.18031,10.0131,0.897317
-41.0204,1,0.288534,2,7,0,42.7664,5.07333,9.97495,0.96371
-41.5541,0.943132,0.3996,2,7,0,42.117,5.13514,10.014,0.921397
-41.8199,0.927204,0.505183,3,7,0,44.2286,5.458,9.94263,1.02119
-40.1832,0.803701,0.622051,3,7,0,41.6788,5.1026,9.99619,0.86569
-40.242,0.920306,0.631037,2,7,0,41.8955,5.40906,9.94167,0.938108
-40.242,0.531439,0.767219,2,3,0,40.878,5.40906,9.94167,0.938108
-41.8503,0.392697,0.510091,3,7,0,43.7222,5.28596,9.93991,1.0225
-41.4778,0.995716,0.274382,4,15,0,42.6819,5.29866,9.97721,0.815064
-41.2688,0.9916,0.374917,3,15,0,42.4695,5.11892,10.0131,0.928498
-40.585,0.996524,0.508113,2,7,0,41.8412,5.24213,9.9457,0.921668
-40.5303,1,0.69259,1,3,0,41.1895,5.42663,9.94961,0.872636
-40.5303,0.000134574,0.947335,1,1,0,40.7261,5.42663,9.94961,0.872636
-40.3311,0.9533,0.282355,4,15,0,42.1607,5.1675,9.96865,0.964736
-40.2132,0.72265,0.360046,2,7,0,43.5125,5.30018,9.97485,0.886029
-39.7917,0.882458,0.323379,2,3,0,41.6869,5.24679,9.96249,0.934589
-40.1711,0.980443,0.369874,3,7,0,40.3393,5.3243,9.95586,0.962923
-39.9924,0.740187,0.489881,2,5,0,41.2021,5.24629,9.95361,0.916922
-39.8359,0.676145,0.451707,2,3,0,41.4369,5.29782,9.95116,0.917932
-39.9515,0.964957,0.378608,2,7,0,42.0111,5.24574,9.96901,0.953898
-42.1126,0.626972,0.488777,3,7,0,43.5661,5.53552,9.90837,0.849399
-41.4221,0.897405,0.381042,4,15,0,48.7113,5.19628,9.97115,1.0339
-41.6169,0.958893,0.44434,3,15,0,42.4761,5.31243,9.97018,1.02943
-42.2371,0.975709,0.567028,2,7,0,42.877,5.20568,9.97585,1.06678
-42.8325,0.638292,0.740778,2,7,0,43.2484,5.25186,9.98903,1.06183
-41.1965,0.793096,0.588075,2,7,0,45.157,5.10979,9.96319,0.949419
-42.5429,0.955669,0.586684,3,7,0,43.4603,4.97321,10.0196,1.03832
-42.5766,1,0.742582,2,3,0,42.8748,4.94198,10.0243,1.02964
-42.5766,0.00431142,1.00149,1,3,0,43.8228,4.94198,10.0243,1.02964
-41.6271,0.899276,0.316296,3,15,0,47.5533,5.24259,9.97686,0.789728
-41.4269,0.578332,0.368749,3,7,0,44.8797,5.04397,9.99616,1.01412
-40.9395,0.999451,0.269824,3,7,0,41.8845,5.04725,10.0066,0.978609
-41.8099,0.955064,0.363406,2,3,0,42.0503,4.94263,10.0105,0.999242
-39.9754,0.971182,0.458396,3,15,0,43.6869,5.14614,9.98859,0.865929
-40.6431,0.720919,0.591047,2,7,0,41.3776,5.13029,9.97477,0.98127
-40.0189,1,0.531609,3,7,0,40.8899,5.11353,9.97815,0.893014
