# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=2102757686
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-40.5186,0.999128,0.234668,3,11,0,42.0541,5.05631,9.98582,0.946451
-40.1538,0.914687,0.398429,3,11,0,42.2886,5.20055,9.98777,0.938442
-41.3469,0.81295,0.541976,3,7,0,41.5379,5.15899,9.95518,0.855026
-41.297,0.959405,0.568389,3,7,0,42.1974,5.00824,9.98353,0.883696
-41.297,0.0424124,0.858065,2,5,0,42.3817,5.00824,9.98353,0.883696
-40.6765,0.999969,0.133141,3,15,0,41.5547,5.00818,9.99452,0.88232
-39.7821,0.999761,0.223028,4,15,0,41.0848,5.26785,9.95627,0.880146
-43.8605,0.604552,0.370647,2,3,0,44.4936,5.46038,9.97578,0.891895
-39.9123,0.98158,0.23479,2,3,0,44.3868,5.35107,9.94487,0.908882
-40.5663,0.982184,0.37067,3,11,0,41.3566,5.13711,9.99234,0.833262
-40.3847,0.961085,0.582325,2,3,0,40.6357,5.12633,9.99342,0.844338
-40.3847,2.20864e-16,0.864795,1,1,0,44.3376,5.12633,9.99342,0.844338
-41.794,0.996128,0.132596,5,31,0,43.4207,4.94436,10.0289,0.967149
-40.7212,0.964568,0.214697,5,31,0,46.6478,5.08514,10.0107,0.903557
-41.1122,0.998209,0.320965,4,15,0,41.7812,4.98468,10.0122,0.853453
-39.9866,0.97506,0.515891,3,7,0,41.5096,5.18336,9.96963,0.946262
-39.9866,0.173204,0.781457,2,7,0,41.2201,5.18336,9.96963,0.946262
-40.8063,0.996609,0.188926,3,15,0,41.3169,5.15923,9.99,0.995107
-41.1418,0.990535,0.300795,3,15,0,43.0952,5.17229,9.97443,0.800888
-41.6681,0.97391,0.469645,3,7,0,42.5816,5.1231,9.99656,0.798574
-40.6983,0.847501,0.702587,2,3,0,42.4145,5.06039,9.98412,0.854103
-39.8786,0.336651,0.789341,2,3,0,40.7263,5.17009,9.97366,0.865036
-40.6212,0.950911,0.285889,4,15,0,40.9477,5.04648,9.98316,0.926236
-41.1184,0.964147,0.404789,2,3,0,41.2538,5.16376,10.0052,0.944644
-40.2365,0.898504,0.587537,2,5,0,42.1395,5.24311,9.9497,0.905651
-39.9419,0.821641,0.73612,3,7,0,40.1242,5.24882,9.97924,0.914936
-41.3926,0.513,0.779011,2,7,0,41.7467,5.02753,9.98127,0.857273
-41.7209,0.957597,0.424287,1,3,0,43.0759,4.99644,9.99325,0.828551
-41.0264,0.972788,0.601879,3,7,0,42.5443,5.04191,10.0016,0.990707
-41.0264,0.149561,0.878368,1,3,0,41.4429,5.04191,10.0016,0.990707
-40.607,0.999016,0.223909,4,15,0,41.4862,5.02387,10.0012,0.95391
-40.2956,0.999299,0.345694,4,15,0,41.2,5.40431,9.93816,0.866957
-40.0112,0.554193,0.531511,3,7,0,42.1013,5.14928,9.99205,0.8783
-41.9326,0.966517,0.322209,3,15,0,43.4336,5.60798,9.91262,0.894008
-44.2356,0.645119,0.460923,2,3,0,44.4223,5.69059,9.92534,0.906343
-40.2358,0.917887,0.338923,4,15,0,45.6961,5.32656,9.96748,0.864842
-40.1355,0.984468,0.437079,4,15,0,41.2626,5.22808,9.98408,0.870987
-41.8013,0.47125,0.643852,3,7,0,42.5285,5.06876,9.96512,0.952434
-40.1501,1,0.333737,2,3,0,41.6049,5.14457,9.99064,0.950449
-40.2627,0.994404,0.505929,3,15,0,40.9187,5.25462,9.96211,0.9753
-40.2627,0.08407,0.755226,1,3,0,41.6704,5.25462,9.96211,0.9753
-40.5881,0.996037,0.182254,5,31,0,41.8693,5.00561,10.0011,0.87834
-40.6407,0.948852,0.273209,2,7,0,41.5995,5.1781,9.99911,0.888769
-41.2273,0.995691,0.37158,3,7,0,41.4177,5.12001,10.0109,0.953406
-40.5395,0.81821,0.552525,3,7,0,42.1406,5.19944,9.985,0.831169
-41.0466,0.897348,0.578071,3,7,0,41.3168,5.36661,9.96146,0.994474
-42.248,0.834161,0.70539,3,7,0,43.9008,5.02077,10.0321,0.932311
-42.248,0.0248013,0.759961,1,1,0,43.2914,5.02077,10.0321,0.932311
-41.1708,1,0.171293,4,15,0,42.4907,4.95236,10.0147,0.956229
-40.876,0.992877,0.255328,3,7,0,41.4011,5.0161,10.0152,0.941529
-43.1505,0.912745,0.374056,4,23,0,46.299,5.69664,9.89082,0.928182
-41.7236,0.994741,0.468745,3,15,0,44.0995,4.89676,10.0241,0.87585
-41.0027,0.675929,0.684873,3,7,0,43.3107,5.32712,9.93284,0.960993
-39.9883,0.988963,0.546092,3,7,0,41.6255,5.15773,9.97273,0.938793
-39.9883,0.0855978,0.786048,2,7,0,41.5019,5.15773,9.97273,0.938793
-40.1571,0.991485,0.207774,3,15,0,41.2911,5.41119,9.94686,0.908325
-41.286,0.873144,0.300766,4,15,0,42.5844,5.16259,10.0031,0.847976
-40.8763,0.962877,0.348382,3,9,0,42.416,5.21575,9.95166,0.972232
-42.2164,0.773643,0.475737,2,7,0,42.932,5.34993,9.98649,0.93308
-40.1138,0.859434,0.457332,2,7,0,43.1786,5.11116,9.97652,0.891001
-39.9732,0.856224,0.514668,2,7,0,41.4665,5.30234,9.96448,0.944769
-40.1207,0.991558,0.575224,3,7,0,40.7883,5.41192,9.94364,0.903365
-40.4967,0.948545,0.205372,3,7,0,41.472,5.38516,9.96242,0.910851
-40.4967,0,2.69052,0,1,1,41.0842,5.38516,9.96242,0.910851
-41.064,0.937719,0.442266,2,3,0,41.12,5.29529,9.93351,0.890682
-42.5378,0.926125,0.522412,3,7,0,43.5833,5.36885,9.96861,0.79697
-41.7248,0.742687,0.678542,3,7,0,42.6047,5.38641,9.93867,0.798059
-40.311,0.527137,0.545062,3,7,0,43.0039,5.4,9.93415,0.880281
-39.7652,0.998793,0.228067,3,15,0,41.4449,5.19267,9.98189,0.881812
-40.075,0.983789,0.408283,3,15,0,40.8419,5.35969,9.93986,0.892027
-39.9587,0.989648,0.716199,3,7,0,40.0806,5.37433,9.94398,0.910263
-39.9587,0.244055,1.29693,1,3,0,41.0746,5.37433,9.94398,0.910263
-40.5977,0.996127,0.223422,5,39,0,41.4397,5.0088,10.0077,0.936022
-40.7035,0.930052,0.416166,3,7,0,41.6848,5.04845,10.0113,0.878367
-40.2433,1,0.629826,2,3,0,41.1304,5.10192,10.001,0.883992
-39.7403,0.349529,1.18526,1,3,0,40.1426,5.17022,9.98293,0.884882
-39.9677,0.974846,0.291824,3,7,0,40.0964,5.23036,9.9826,0.914734
-40.9004,0.850081,0.507854,3,15,0,42.0214,5.33769,9.97531,0.947667
-39.8702,0.980821,0.598227,3,15,0,40.6685,5.11193,9.98717,0.890843
-39.8702,1.86338e-08,1.04875,1,1,0,41.2849,5.11193,9.98717,0.890843
-40.1866,0.993924,0.0933355,4,31,0,41.779,5.12392,9.97391,0.873606
-40.554,0.995447,0.171395,4,15,0,41.3086,5.05631,9.99818,0.848701
-42.9598,0.895866,0.31328,4,15,0,43.806,4.83883,10.0213,1.00674
-44.1482,0.949211,0.422523,2,3,0,44.3623,4.80895,10.015,1.03341
-40.7693,0.961267,0.663163,3,7,0,43.7084,5.20512,9.98491,0.822425
-40.7693,0.126176,1.06996,1,3,0,41.3671,5.20512,9.98491,0.822425
-40.3926,0.99096,0.154338,3,7,0,41.3153,5.19447,9.9823,0.831515
-41.0051,0.974969,0.272286,3,15,0,41.661,5.20667,9.95742,0.996665
-41.3512,0.984553,0.454739,3,7,0,42.8015,5.03747,10.0181,0.967814
-41.0325,0.37806,0.77347,3,9,0,43.5706,5.3741,9.9645,0.979183
-41.1031,0.998461,0.240816,3,15,0,42.0039,5.39885,9.93888,1.00216
-40.9597,0.931497,0.424155,4,23,0,42.2712,5.51283,9.92136,0.928039
-43.2659,0.342825,0.61607,3,11,0,45.3936,5.53457,9.95576,0.886083
-43.3377,0.998813,0.179761,5,31,0,46.365,5.07575,10.0261,0.830976
-41.4212,1,0.31329,3,7,0,43.865,5.04995,9.9717,0.89806
-40.8402,0.885479,0.542809,2,7,0,42.3535,5.137,10.0064,0.928154
-40.0965,0.833258,0.688145,2,7,0,40.7816,5.11802,9.99775,0.89581
-40.1612,0.942746,0.757585,2,7,0,40.9009,5.37052,9.95755,0.876203
-40.1612,2.47623e-18,1.10805,1,1,0,41.4862,5.37052,9.95755,0.876203
-42.3972,0.961411,0.14039,4,27,0,43.8617,4.95682,9.98323,0.949553
-43.8853,0.979116,0.216945,3,7,0,44.6447,4.89706,9.98395,0.951019
-39.8106,0.978536,0.348381,3,11,0,43.9793,5.28917,9.96218,0.935777
-39.7404,0.962384,0.554625,3,7,0,39.9665,5.24324,9.96439,0.868692
-39.7404,0.256418,0.841989,3,7,0,40.8087,5.24324,9.96439,0.868692
-40.1625,0.972258,0.218631,2,7,0,40.3023,5.21862,9.95578,0.877864
-39.8533,0.997493,0.340322,2,7,0,40.599,5.23468,9.9576,0.900596
-39.7525,0.987811,0.560022,3,7,0,39.9639,5.14228,9.98253,0.894091
-41.1598,0.1254,0.893656,2,5,0,41.7191,5.19048,10.0028,0.932691
-40.0072,0.981042,0.175404,3,7,0,42.7508,5.08326,9.99207,0.914416
-40.0593,0.985998,0.275785,4,15,0,40.5559,5.16872,9.9902,0.933928
-40.5659,0.989375,0.436031,3,7,0,40.8066,5.19375,9.96557,0.985225
-41.5702,0.610045,0.690596,2,5,0,43.6096,5.00531,9.98008,0.934976
-40.1696,0.950483,0.444571,2,3,0,41.9422,5.07191,9.99928,0.924168
-40.3357,0.424283,0.638786,3,13,0,42.1524,5.29429,9.96442,0.831981
-41.8221,0.826924,0.268598,2,7,0,43.904,5.13924,9.95166,0.886318
-40.8509,1,0.289621,4,15,0,41.9144,5.18672,9.95206,0.885009
-42.2292,0.8014,0.464217,2,3,0,42.4254,5.44223,9.96909,0.925182
-40.3746,0.895923,0.470093,2,3,0,43.1648,5.38204,9.9324,0.917478
-40.575,0.937087,0.589721,2,3,0,40.6972,5.38028,9.92971,0.926322
-41.3119,1,0.809403,2,3,0,42.1033,5.49846,9.91209,0.924265
-41.3119,1.51081e-07,1.27406,1,3,1,42.2208,5.49846,9.91209,0.924265
-41.3913,0.990334,0.215231,4,15,0,42.1357,5.53086,9.9345,0.950784
-39.9584,0.995018,0.332422,3,15,0,41.5618,5.31082,9.95191,0.942194
-40.0613,0.6882,0.516052,3,7,0,41.4449,5.34331,9.94416,0.869826
-41.0221,0.952789,0.407378,3,11,0,41.9606,5.0927,10.0056,0.98204
-40.6474,0.627645,0.57326,3,7,0,42.4633,4.98539,10.0052,0.917026
-40.9293,0.969486,0.397809,3,7,0,41.276,5.05334,10.0157,0.923924
-40.5674,0.954561,0.578037,3,15,0,41.8124,5.35138,9.96556,0.85396
-40.0227,0.335785,0.810108,2,3,0,40.3816,5.28118,9.96529,0.847352
-41.024,0.988367,0.303496,4,15,0,41.9591,5.48172,9.92468,0.858312
-41.693,0.731694,0.456748,2,3,0,42.5043,5.50183,9.91004,0.870328
-40.6075,0.856196,0.398873,3,7,0,43.2885,5.37087,9.96225,0.855814
-40.9903,0.764538,0.45259,2,3,0,41.8495,5.23865,9.94724,0.844807
