# Sample generated by Stan (Variational Bayes)
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1
# chain_id=1
# iter=10000
# grad_samples=1
# elbo_samples=100
# output_samples=1000
# eval_elbo=100
# eta=1
# tol_rel_obj=0.01
# algorithm=meanfield
# sample_file=output.csv
# append_samples=0
#
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
# Stepsize adaptation complete.
# eta = 1
0,0.257701,0.302943,0.439355,-10.014,-1.6387,-7.05551,-3.99222,4.44039,-8.16449,0.698054,0.579019,0.73228,0.744195,0.667332,0.860507
0,0.264051,0.292923,0.443026,-9.9855,-1.62467,-7.03395,-4.00543,4.41918,-8.16649,0.695919,0.569651,0.726034,0.743349,0.666543,0.879001
0,0.254638,0.296069,0.449293,-9.96831,-1.6569,-7.04869,-3.98709,4.44376,-8.18029,0.704457,0.571709,0.712844,0.752207,0.661796,0.870368
0,0.257523,0.30638,0.436097,-9.99184,-1.63974,-7.05568,-3.96833,4.43062,-8.14743,0.697649,0.566641,0.724108,0.756249,0.669399,0.866274
0,0.260087,0.301439,0.438475,-9.97506,-1.66323,-7.04969,-3.97996,4.44223,-8.13821,0.688352,0.570327,0.712297,0.74217,0.665345,0.889543
0,0.258473,0.302391,0.439136,-9.9737,-1.64821,-7.06264,-3.98278,4.45155,-8.1406,0.696616,0.569806,0.732703,0.763641,0.668385,0.881195
0,0.257982,0.303805,0.438213,-10.0167,-1.63543,-7.06577,-3.98496,4.45368,-8.14021,0.686139,0.57018,0.731864,0.750069,0.667741,0.879092
0,0.253727,0.300993,0.445281,-9.97496,-1.6466,-7.0395,-3.96849,4.43952,-8.16159,0.704276,0.562011,0.739247,0.724424,0.655482,0.873168
0,0.256978,0.307836,0.435186,-9.99199,-1.63496,-7.03341,-3.98472,4.45677,-8.16633,0.703803,0.561977,0.713745,0.740518,0.668849,0.870309
0,0.25712,0.308345,0.434535,-9.98288,-1.64557,-7.04491,-3.99505,4.44767,-8.1511,0.699361,0.562885,0.721399,0.741899,0.669964,0.893823
0,0.267542,0.292516,0.439943,-9.98207,-1.6394,-7.04951,-4.005,4.43116,-8.16002,0.703206,0.566377,0.723178,0.749581,0.679445,0.865727
0,0.261466,0.299068,0.439466,-9.98781,-1.63566,-7.03348,-3.9767,4.42731,-8.15708,0.686777,0.581453,0.740447,0.74602,0.67981,0.875166
0,0.261597,0.29828,0.440123,-9.97113,-1.62924,-7.03692,-3.95859,4.42924,-8.15022,0.695437,0.555894,0.735697,0.737041,0.652104,0.870413
0,0.261547,0.297742,0.440711,-9.98449,-1.62186,-7.04098,-3.9648,4.45235,-8.15758,0.694089,0.563154,0.744599,0.74154,0.662812,0.866226
0,0.25481,0.306237,0.438953,-9.997,-1.63714,-7.05458,-3.98808,4.45538,-8.15935,0.699844,0.566365,0.732884,0.751376,0.670729,0.879926
0,0.265448,0.300808,0.433744,-9.99187,-1.63793,-7.04126,-3.98589,4.45156,-8.15573,0.685977,0.573246,0.716092,0.762613,0.655012,0.877573
0,0.24975,0.305755,0.444495,-9.98496,-1.63773,-7.03722,-3.98079,4.44233,-8.1663,0.690196,0.56767,0.721023,0.747844,0.678105,0.877184
0,0.253435,0.301762,0.444803,-10.0021,-1.63775,-7.04786,-3.96853,4.42395,-8.15823,0.70255,0.570298,0.72503,0.762545,0.670826,0.868339
0,0.261269,0.293565,0.445166,-9.98583,-1.6422,-7.03305,-3.97255,4.43423,-8.14747,0.710917,0.575651,0.719351,0.742546,0.66856,0.883255
0,0.258007,0.310064,0.431929,-10.0211,-1.63952,-7.0326,-3.96765,4.41669,-8.14513,0.693989,0.57123,0.731992,0.736849,0.67413,0.873558
0,0.263134,0.304215,0.43265,-9.98199,-1.65379,-7.05093,-3.95122,4.47231,-8.15015,0.684304,0.568885,0.725241,0.746087,0.653298,0.882776
0,0.258697,0.304978,0.436325,-9.98917,-1.62506,-7.05174,-3.97522,4.46199,-8.14274,0.696148,0.565771,0.717805,0.746831,0.681435,0.875647
0,0.255327,0.308783,0.435889,-9.973,-1.63517,-7.03104,-3.97772,4.44919,-8.14439,0.703453,0.584675,0.721679,0.754266,0.658551,0.881907
0,0.266906,0.304087,0.429007,-10.004,-1.64679,-7.06116,-3.97558,4.44525,-8.17147,0.706476,0.585296,0.722147,0.751851,0.675544,0.886593
0,0.260608,0.303535,0.435858,-9.99433,-1.62663,-7.02447,-3.99267,4.43951,-8.16521,0.694578,0.572629,0.741745,0.747506,0.66731,0.860721
0,0.251251,0.30746,0.441289,-9.98637,-1.61131,-7.05135,-3.969,4.42234,-8.16219,0.706521,0.570626,0.71753,0.770067,0.676472,0.883542
0,0.260462,0.307263,0.432275,-9.98026,-1.65393,-7.05162,-3.98505,4.44245,-8.14429,0.691976,0.571243,0.728149,0.753754,0.673094,0.87578
0,0.260359,0.30067,0.438971,-10.0352,-1.62888,-7.05363,-3.97349,4.4295,-8.15928,0.674843,0.568813,0.733864,0.736173,0.664583,0.874012
0,0.264375,0.305015,0.43061,-9.98708,-1.65447,-7.04626,-3.94717,4.43522,-8.16741,0.686236,0.570915,0.716393,0.766145,0.661663,0.880645
0,0.261972,0.304381,0.433647,-9.98167,-1.63764,-7.02923,-4.00102,4.44254,-8.15189,0.693408,0.569555,0.744906,0.752308,0.674645,0.859029
0,0.262722,0.297685,0.439593,-9.97783,-1.64162,-7.03796,-3.95895,4.45001,-8.16136,0.710351,0.576889,0.722873,0.740701,0.659107,0.858833
0,0.252054,0.308416,0.43953,-10.0215,-1.64179,-7.03744,-3.983,4.41718,-8.15404,0.69511,0.561954,0.74137,0.748231,0.655033,0.873718
0,0.250129,0.306755,0.443116,-9.97018,-1.63978,-7.03721,-3.97738,4.45311,-8.17323,0.700634,0.568371,0.733045,0.754624,0.677725,0.869428
0,0.257425,0.304697,0.437878,-9.98513,-1.65961,-7.01904,-3.98001,4.41834,-8.16202,0.697449,0.558467,0.736489,0.753393,0.67232,0.887853
0,0.259503,0.299232,0.441265,-9.99396,-1.64231,-7.05212,-4.00553,4.44884,-8.12772,0.69224,0.567699,0.730715,0.762234,0.664635,0.882251
0,0.260098,0.297046,0.442856,-9.96002,-1.65032,-7.03726,-4.00361,4.46314,-8.15831,0.693534,0.564493,0.722591,0.748225,0.658751,0.895268
0,0.261725,0.29967,0.438605,-9.97735,-1.65481,-7.03847,-3.9929,4.42585,-8.14707,0.692258,0.577454,0.728913,0.753275,0.650281,0.868409
0,0.259346,0.308927,0.431727,-9.98452,-1.65376,-7.04099,-3.96089,4.43907,-8.15325,0.696621,0.572371,0.72341,0.746163,0.686803,0.87403
0,0.263149,0.290466,0.446385,-9.97655,-1.64677,-7.04798,-3.96941,4.43904,-8.16118,0.692748,0.569757,0.725943,0.740574,0.659328,0.885345
0,0.257444,0.306847,0.435709,-9.97973,-1.65795,-7.02357,-3.96427,4.44716,-8.19318,0.691142,0.563548,0.735772,0.748347,0.664779,0.885084
0,0.253839,0.302006,0.444154,-9.98365,-1.65543,-7.04312,-3.95843,4.42798,-8.13783,0.682211,0.566711,0.72218,0.73465,0.67559,0.878845
0,0.254138,0.30577,0.440092,-10.0239,-1.63346,-7.03475,-3.98062,4.43078,-8.1598,0.683834,0.560478,0.725033,0.736273,0.662946,0.854067
0,0.257053,0.301817,0.44113,-9.97916,-1.64425,-7.0488,-3.96969,4.44169,-8.15688,0.691144,0.569757,0.727595,0.743243,0.659658,0.864301
0,0.257496,0.303549,0.438956,-9.99197,-1.63212,-7.05723,-3.98308,4.44693,-8.15378,0.694057,0.558139,0.723478,0.739675,0.666493,0.877275
0,0.260277,0.296744,0.442978,-9.99099,-1.65595,-7.04156,-3.96457,4.44329,-8.14573,0.692055,0.574275,0.722101,0.728338,0.659463,0.872417
0,0.256323,0.306417,0.43726,-9.9743,-1.64388,-7.03625,-3.97172,4.43105,-8.15442,0.688637,0.569049,0.738788,0.750726,0.657658,0.889972
0,0.256978,0.311891,0.431131,-9.98175,-1.63418,-7.04803,-3.97955,4.45028,-8.14549,0.698478,0.565871,0.726078,0.74265,0.676937,0.882343
0,0.261628,0.303251,0.435121,-9.99962,-1.63302,-7.0463,-3.98848,4.44474,-8.16099,0.69492,0.56943,0.732907,0.750167,0.657822,0.879763
0,0.258313,0.299198,0.442489,-10.0048,-1.63466,-7.02906,-3.98559,4.45105,-8.18057,0.708217,0.560912,0.724309,0.771565,0.666406,0.875908
0,0.255244,0.303317,0.441439,-10.0179,-1.62692,-7.03449,-3.95678,4.44966,-8.17174,0.687056,0.574306,0.713993,0.76165,0.658531,0.862906
0,0.265444,0.294749,0.439807,-10.0111,-1.64468,-7.05725,-3.97948,4.42384,-8.14876,0.698238,0.57291,0.724058,0.724849,0.661408,0.879889
0,0.257042,0.290577,0.452381,-9.99692,-1.64368,-7.02892,-3.96797,4.45972,-8.14885,0.705312,0.565485,0.73597,0.730922,0.666532,0.868284
0,0.253674,0.307259,0.439067,-10.0091,-1.6463,-7.04647,-3.97586,4.42232,-8.15013,0.687416,0.555896,0.731248,0.744579,0.659897,0.879082
0,0.259759,0.304581,0.435659,-9.96867,-1.65207,-7.04409,-3.97403,4.45205,-8.14495,0.689213,0.588523,0.710665,0.752202,0.667858,0.874767
0,0.255926,0.299196,0.444879,-9.94399,-1.64274,-7.04975,-4.00539,4.44097,-8.16957,0.697563,0.570793,0.729043,0.751644,0.656449,0.864358
0,0.252789,0.306049,0.441162,-9.98179,-1.64726,-7.04837,-3.97306,4.44198,-8.15857,0.691565,0.565237,0.725037,0.738477,0.665627,0.893147
0,0.250782,0.316283,0.432935,-9.98668,-1.61881,-7.03325,-3.95655,4.42916,-8.17144,0.694284,0.567712,0.725785,0.742706,0.66126,0.868073
0,0.263395,0.29904,0.437565,-9.96659,-1.63091,-7.04677,-3.95873,4.44421,-8.1622,0.683894,0.565437,0.741954,0.760071,0.674268,0.863744
0,0.253314,0.298311,0.448375,-9.99961,-1.65198,-7.04953,-3.97369,4.43808,-8.16708,0.699422,0.5718,0.746145,0.753453,0.643487,0.877298
0,0.262471,0.304892,0.432636,-9.97699,-1.65715,-7.05111,-3.98698,4.44892,-8.15377,0.702126,0.571755,0.719532,0.712373,0.666412,0.857318
0,0.254724,0.304723,0.440553,-9.98292,-1.62993,-7.05912,-3.96791,4.44757,-8.17296,0.689401,0.562446,0.72295,0.737637,0.666463,0.898895
0,0.252906,0.306203,0.440891,-9.95164,-1.63581,-7.03734,-3.96728,4.4431,-8.14277,0.692448,0.571211,0.722491,0.740487,0.678072,0.880441
0,0.263293,0.299272,0.437435,-9.98039,-1.61754,-7.03966,-3.98883,4.43459,-8.14335,0.706546,0.569716,0.718694,0.742608,0.681177,0.890432
0,0.25486,0.303316,0.441823,-9.98682,-1.64587,-7.03631,-3.97404,4.4222,-8.16282,0.688141,0.574301,0.744069,0.755587,0.676839,0.907806
0,0.253093,0.304918,0.441989,-10.0018,-1.66158,-7.05575,-3.96321,4.44845,-8.1394,0.690639,0.56631,0.731831,0.755144,0.659812,0.891468
0,0.262924,0.302284,0.434792,-9.98412,-1.63325,-7.03356,-3.95499,4.44039,-8.14509,0.700013,0.57518,0.716873,0.755745,0.675048,0.86591
0,0.259027,0.310147,0.430826,-9.96546,-1.64569,-7.02408,-3.96839,4.43922,-8.15486,0.673495,0.577142,0.734965,0.743969,0.676544,0.865893
0,0.25476,0.309508,0.435732,-10.0149,-1.64843,-7.03571,-3.96457,4.44431,-8.1483,0.698934,0.566084,0.735998,0.751102,0.657266,0.871603
0,0.257148,0.296954,0.445898,-9.9615,-1.62074,-7.04865,-3.9763,4.43984,-8.15877,0.69505,0.579837,0.738296,0.737702,0.664624,0.870804
0,0.254431,0.30233,0.443239,-10.0091,-1.64418,-7.03937,-3.99163,4.43417,-8.15642,0.686387,0.582941,0.725414,0.755164,0.65566,0.86472
0,0.255933,0.301942,0.442126,-10.011,-1.65187,-7.05525,-3.97376,4.43932,-8.16756,0.687734,0.564384,0.73047,0.729634,0.65637,0.88395
0,0.253629,0.309408,0.436963,-9.98141,-1.66789,-7.03567,-3.99217,4.43521,-8.16168,0.700373,0.57173,0.729934,0.729101,0.666608,0.87212
0,0.257718,0.293573,0.448708,-10.0006,-1.62639,-7.03658,-3.94618,4.42838,-8.13819,0.694635,0.573414,0.731831,0.761946,0.660815,0.896884
0,0.256549,0.309556,0.433895,-9.98262,-1.63985,-7.03654,-3.98777,4.41488,-8.12394,0.709986,0.557358,0.738943,0.74123,0.671026,0.864384
0,0.253865,0.302699,0.443436,-9.98387,-1.6411,-7.03422,-3.99577,4.46941,-8.14113,0.695684,0.569109,0.760133,0.750433,0.658146,0.893652
0,0.259558,0.303155,0.437287,-9.98156,-1.63593,-7.04916,-3.99018,4.43042,-8.1637,0.70345,0.578658,0.730625,0.739738,0.66267,0.867446
0,0.262944,0.295968,0.441088,-9.97864,-1.63204,-7.05385,-3.95076,4.45544,-8.15697,0.695137,0.563486,0.721331,0.746636,0.668687,0.884641
0,0.255443,0.302505,0.442051,-9.98458,-1.63842,-7.02105,-3.981,4.44046,-8.1555,0.689389,0.560238,0.725939,0.735855,0.666194,0.870087
0,0.25386,0.30407,0.44207,-9.96927,-1.66356,-7.05241,-3.96362,4.45236,-8.13893,0.703454,0.58854,0.724578,0.743754,0.649287,0.861339
0,0.25638,0.301877,0.441744,-10.0158,-1.64111,-7.0216,-3.96799,4.43834,-8.15362,0.690773,0.573765,0.737899,0.749217,0.665035,0.898933
0,0.261817,0.299104,0.439079,-9.99991,-1.65857,-7.03794,-3.9774,4.44094,-8.163,0.688427,0.56191,0.717097,0.744367,0.674691,0.88981
0,0.255372,0.299558,0.44507,-10.0095,-1.64633,-7.03333,-4.00935,4.43986,-8.17278,0.708634,0.563043,0.729927,0.741101,0.663164,0.879697
0,0.253059,0.303888,0.443053,-9.97665,-1.64624,-7.03484,-3.94822,4.45119,-8.12734,0.698325,0.575373,0.726039,0.747956,0.673703,0.86693
0,0.260594,0.300682,0.438723,-9.9798,-1.6405,-7.04787,-3.98887,4.43898,-8.15298,0.684483,0.572232,0.748319,0.746028,0.674992,0.878642
0,0.250041,0.314298,0.435661,-9.96522,-1.63459,-7.03354,-3.9635,4.43237,-8.1623,0.688343,0.569162,0.719369,0.737621,0.662142,0.877095
0,0.248792,0.308839,0.442369,-9.98988,-1.65044,-7.03171,-3.98638,4.4382,-8.15744,0.706176,0.575104,0.715301,0.741963,0.662647,0.879767
0,0.260079,0.301936,0.437985,-9.98682,-1.6534,-7.0271,-3.96514,4.43661,-8.14244,0.692892,0.570383,0.719881,0.745164,0.657881,0.878369
0,0.256283,0.301374,0.442343,-10.0139,-1.67148,-7.02928,-4.00779,4.44922,-8.14189,0.698431,0.571931,0.740984,0.737807,0.67445,0.866857
0,0.262705,0.302187,0.435108,-10.0281,-1.63519,-7.04152,-3.97296,4.44356,-8.17016,0.691843,0.570976,0.717924,0.749898,0.656673,0.895528
0,0.250672,0.299964,0.449364,-9.98466,-1.62122,-7.04027,-4.00599,4.45152,-8.14269,0.711574,0.584191,0.724637,0.746906,0.667407,0.881298
0,0.255783,0.304514,0.439703,-9.98002,-1.65455,-7.04313,-3.98204,4.4447,-8.17325,0.687482,0.580085,0.717025,0.750554,0.658455,0.860527
0,0.25746,0.301653,0.440887,-9.97316,-1.64292,-7.04255,-3.97338,4.4333,-8.16914,0.688673,0.560552,0.730936,0.751667,0.676523,0.890421
0,0.259733,0.304167,0.436099,-9.99234,-1.6562,-7.04146,-3.94533,4.44129,-8.15396,0.702827,0.560255,0.736649,0.738379,0.666113,0.891911
0,0.257811,0.300282,0.441907,-10.0016,-1.64747,-7.0412,-3.9445,4.44439,-8.13216,0.698674,0.56683,0.725191,0.743763,0.660811,0.869627
0,0.265754,0.295375,0.43887,-9.96496,-1.6347,-7.05321,-3.96005,4.43748,-8.16371,0.694382,0.568847,0.740075,0.744364,0.656874,0.852392
0,0.258192,0.304794,0.437014,-10.0078,-1.63646,-7.05263,-3.98561,4.43879,-8.14884,0.693247,0.578733,0.721207,0.756096,0.663921,0.882872
0,0.250025,0.306085,0.443889,-9.96206,-1.65357,-7.02398,-3.95931,4.44565,-8.16622,0.697995,0.575721,0.7325,0.738156,0.665465,0.879067
0,0.253622,0.300478,0.4459,-9.98809,-1.63558,-7.03476,-3.96871,4.43822,-8.13938,0.699545,0.564632,0.713384,0.73755,0.662376,0.860701
0,0.264856,0.294208,0.440936,-9.98611,-1.6367,-7.05449,-4.01236,4.43524,-8.16593,0.690317,0.572627,0.730722,0.744756,0.680577,0.881317
0,0.252848,0.307429,0.439724,-9.98155,-1.63254,-7.0449,-3.99292,4.44143,-8.15117,0.67913,0.573642,0.736877,0.73066,0.655289,0.885089
0,0.260009,0.304617,0.435373,-9.99779,-1.63975,-7.00744,-3.97655,4.43499,-8.15102,0.699719,0.589408,0.721171,0.754509,0.671907,0.879035
0,0.256117,0.306465,0.437418,-9.98818,-1.60706,-7.03673,-3.96614,4.42476,-8.14784,0.70843,0.574343,0.74256,0.743825,0.667766,0.864317
0,0.258074,0.302651,0.439274,-10.0035,-1.6304,-7.04185,-3.98804,4.43884,-8.14999,0.708815,0.564946,0.749882,0.735348,0.673081,0.870252
0,0.262374,0.308288,0.429338,-9.92176,-1.65251,-7.05726,-3.96949,4.42311,-8.14803,0.705575,0.570758,0.737473,0.739537,0.673659,0.870832
0,0.256697,0.295874,0.44743,-9.97446,-1.63036,-7.03608,-3.98088,4.44082,-8.15223,0.702571,0.580209,0.733089,0.747338,0.659417,0.882009
0,0.247497,0.301609,0.450895,-10.0135,-1.65065,-7.02164,-3.97103,4.44148,-8.15967,0.696237,0.581627,0.734271,0.746022,0.661528,0.881511
0,0.25527,0.30276,0.44197,-9.99679,-1.64504,-7.04222,-3.986,4.44561,-8.14373,0.693261,0.556587,0.726823,0.740283,0.672518,0.882023
0,0.267985,0.298353,0.433662,-10.0119,-1.66884,-7.05359,-3.97196,4.42809,-8.15338,0.685304,0.577078,0.734924,0.744545,0.660192,0.87592
0,0.257148,0.30533,0.437522,-9.98352,-1.64046,-7.02781,-3.98923,4.43979,-8.16196,0.692059,0.559636,0.734319,0.753732,0.660858,0.883794
0,0.24962,0.313334,0.437046,-10.0223,-1.64981,-7.04149,-3.97775,4.44023,-8.14173,0.697254,0.57818,0.729007,0.741596,0.665014,0.868409
0,0.255835,0.302682,0.441482,-9.9848,-1.64988,-7.05193,-3.9625,4.44609,-8.1364,0.691082,0.571131,0.715136,0.738512,0.661887,0.883827
0,0.260466,0.302923,0.436611,-9.97011,-1.63255,-7.03906,-3.94372,4.44901,-8.17235,0.698288,0.564167,0.723773,0.750191,0.682559,0.877887
0,0.26046,0.299577,0.439962,-9.97286,-1.6368,-7.01833,-4.00609,4.439,-8.15318,0.694699,0.587157,0.729516,0.751374,0.662302,0.861749
0,0.252804,0.317164,0.430033,-9.98618,-1.65886,-7.04509,-3.97003,4.46686,-8.15788,0.693703,0.574873,0.715713,0.74883,0.669089,0.880973
0,0.257455,0.299087,0.443458,-9.99579,-1.63111,-7.05599,-4.00922,4.45142,-8.15543,0.688537,0.562854,0.743281,0.760341,0.668502,0.888306
0,0.266149,0.296935,0.436916,-9.97581,-1.64481,-7.04253,-4.00811,4.46353,-8.12036,0.701304,0.568165,0.730491,0.745188,0.667161,0.874569
0,0.256906,0.305456,0.437638,-10.0092,-1.65882,-7.03191,-3.97475,4.44082,-8.15905,0.695259,0.56176,0.703995,0.748378,0.663716,0.877969
0,0.266108,0.307974,0.425918,-9.98807,-1.6436,-7.04583,-3.98539,4.4154,-8.13438,0.688275,0.570563,0.714855,0.748086,0.663813,0.865266
0,0.264115,0.308866,0.427019,-9.97488,-1.642,-7.05205,-3.95821,4.44212,-8.16324,0.699976,0.561388,0.724284,0.750693,0.661242,0.86799
0,0.255515,0.30111,0.443375,-9.98557,-1.62881,-7.03211,-3.99632,4.44529,-8.15216,0.705967,0.576914,0.746947,0.73111,0.670172,0.87507
0,0.250039,0.302094,0.447867,-9.99413,-1.66842,-7.03017,-3.95857,4.41852,-8.14983,0.692921,0.580023,0.728953,0.74095,0.670496,0.879076
0,0.259336,0.300994,0.43967,-9.99893,-1.64377,-7.0379,-3.98313,4.44311,-8.15739,0.686135,0.562213,0.722471,0.74145,0.670171,0.860641
0,0.254914,0.302423,0.442663,-10.0051,-1.6457,-7.05218,-3.98708,4.44473,-8.16107,0.693685,0.567725,0.725019,0.73853,0.670808,0.866907
0,0.261001,0.308521,0.430478,-9.95001,-1.63066,-7.0274,-3.99102,4.46927,-8.15299,0.700389,0.572946,0.707741,0.751075,0.653497,0.872753
0,0.252513,0.311875,0.435612,-9.98207,-1.63024,-7.02676,-3.97589,4.43902,-8.15787,0.697581,0.593201,0.733607,0.766255,0.66486,0.876638
0,0.251767,0.308393,0.43984,-9.96521,-1.64149,-7.04041,-3.98514,4.43138,-8.13504,0.692139,0.575496,0.724805,0.763332,0.662726,0.872764
0,0.257729,0.302728,0.439542,-9.98531,-1.60975,-7.04352,-3.98462,4.42385,-8.16881,0.692123,0.564237,0.729584,0.725724,0.664057,0.893505
0,0.261573,0.297237,0.441189,-10.007,-1.61078,-7.05167,-3.96041,4.43243,-8.1417,0.691971,0.579517,0.733805,0.754303,0.653503,0.879767
0,0.254561,0.299976,0.445463,-9.97274,-1.64214,-7.03317,-4.00209,4.45344,-8.15179,0.708367,0.576744,0.722815,0.727638,0.673679,0.877381
0,0.262978,0.298511,0.438511,-10.0215,-1.65967,-7.04295,-3.98067,4.44367,-8.17139,0.706203,0.571762,0.723367,0.741391,0.670457,0.846648
0,0.254707,0.302117,0.443177,-10.0091,-1.64216,-7.04193,-3.9958,4.45102,-8.14675,0.693872,0.572444,0.712045,0.746971,0.659144,0.887144
0,0.262548,0.304135,0.433317,-9.99135,-1.65967,-7.04092,-3.95762,4.45048,-8.16616,0.689512,0.581012,0.728533,0.764207,0.663555,0.873207
0,0.258875,0.299462,0.441663,-9.96118,-1.63489,-7.02492,-3.98612,4.46811,-8.17054,0.702033,0.573248,0.719473,0.770776,0.663657,0.869388
0,0.254759,0.303604,0.441636,-9.9706,-1.63637,-7.04709,-3.9548,4.434,-8.17383,0.67927,0.570884,0.7465,0.75347,0.666006,0.893534
0,0.257713,0.304748,0.437538,-10.0352,-1.6405,-7.04425,-3.9767,4.42246,-8.14692,0.701584,0.573662,0.708921,0.739987,0.666639,0.891923
0,0.259921,0.304951,0.435128,-9.99709,-1.62695,-7.04229,-3.98543,4.42063,-8.17054,0.707321,0.579715,0.743884,0.75302,0.671916,0.887431
0,0.26388,0.306761,0.429359,-10.0015,-1.65009,-7.03582,-3.9745,4.44095,-8.1682,0.714477,0.570486,0.721847,0.737837,0.664496,0.877513
0,0.264528,0.292701,0.442771,-10.0182,-1.6452,-7.03455,-3.97229,4.43355,-8.14426,0.711057,0.570653,0.722873,0.758261,0.66794,0.875089
0,0.260639,0.310223,0.429138,-9.96566,-1.64243,-7.03196,-3.96014,4.45178,-8.16473,0.70489,0.584909,0.716428,0.761657,0.664783,0.8806
0,0.265555,0.304723,0.429721,-9.97807,-1.64349,-7.0432,-3.97173,4.44042,-8.14881,0.695336,0.5556,0.723138,0.727251,0.674354,0.870014
0,0.258632,0.299495,0.441873,-9.99588,-1.65237,-7.06251,-3.97986,4.43791,-8.16015,0.681181,0.574047,0.720829,0.762088,0.677587,0.873285
0,0.257917,0.301681,0.440401,-9.97904,-1.64152,-7.02957,-3.97867,4.43917,-8.14075,0.692526,0.559553,0.739397,0.744471,0.664114,0.872396
0,0.254356,0.303886,0.441758,-10.0055,-1.63031,-7.02364,-3.95306,4.44279,-8.15248,0.709185,0.576564,0.721974,0.744597,0.673436,0.895602
0,0.265955,0.303948,0.430096,-10.0425,-1.63912,-7.04904,-4.00167,4.44637,-8.13747,0.682807,0.582066,0.722935,0.728072,0.674599,0.87967
0,0.252664,0.312033,0.435304,-9.99365,-1.64576,-7.03889,-3.98446,4.42999,-8.14192,0.691231,0.58027,0.733956,0.751365,0.669776,0.910668
0,0.258074,0.308679,0.433247,-9.9984,-1.64145,-7.03951,-3.98617,4.4449,-8.1624,0.701197,0.570624,0.721107,0.742475,0.664585,0.863212
0,0.264763,0.300117,0.43512,-10.0385,-1.63483,-7.03645,-3.98423,4.43904,-8.14224,0.697527,0.562456,0.714256,0.74132,0.671205,0.853065
0,0.256351,0.311332,0.432316,-9.99637,-1.64061,-7.05656,-3.97275,4.43884,-8.14121,0.692284,0.578738,0.720752,0.754514,0.671171,0.881088
0,0.257514,0.306538,0.435948,-9.99256,-1.64532,-7.05496,-3.98783,4.42787,-8.15576,0.703869,0.564575,0.735501,0.739572,0.674474,0.866716
0,0.260464,0.304035,0.435502,-9.9741,-1.64196,-7.04365,-3.9866,4.44926,-8.14296,0.677146,0.569443,0.72078,0.741863,0.665389,0.884374
0,0.26299,0.292036,0.444974,-9.99392,-1.63995,-7.03648,-4.01209,4.42259,-8.13848,0.692313,0.562351,0.71985,0.756006,0.680183,0.883221
0,0.25887,0.308405,0.432726,-9.95479,-1.63422,-7.04243,-4.00758,4.45925,-8.14714,0.696598,0.558625,0.742244,0.731192,0.668169,0.86214
0,0.249558,0.309783,0.440659,-9.97221,-1.63884,-7.04828,-3.9792,4.45994,-8.13031,0.692695,0.566526,0.736309,0.745466,0.657129,0.845592
0,0.255164,0.306143,0.438693,-9.99072,-1.63406,-7.03499,-3.98446,4.42712,-8.1618,0.692093,0.568861,0.736951,0.756795,0.659857,0.867538
0,0.251211,0.30155,0.44724,-9.98186,-1.63743,-7.0512,-3.97317,4.44142,-8.14393,0.686627,0.568842,0.750325,0.761359,0.655735,0.882558
0,0.258346,0.310588,0.431066,-10.0093,-1.64445,-7.03982,-3.99035,4.43197,-8.16296,0.684075,0.572207,0.717288,0.736041,0.666692,0.856597
0,0.261741,0.296985,0.441273,-10.009,-1.65615,-7.02797,-3.97185,4.43227,-8.15799,0.713976,0.568819,0.723416,0.750692,0.671294,0.861581
0,0.263464,0.302779,0.433758,-10.0226,-1.6381,-7.0308,-3.98732,4.42514,-8.15715,0.685832,0.576834,0.733569,0.744279,0.669796,0.887477
0,0.261472,0.300582,0.437946,-9.97789,-1.65366,-7.03067,-3.96279,4.44311,-8.15325,0.68993,0.558629,0.734183,0.726963,0.660376,0.868727
0,0.252449,0.300958,0.446593,-9.99345,-1.65538,-7.04395,-4.01993,4.44479,-8.15207,0.690417,0.561538,0.71677,0.745243,0.661912,0.869338
0,0.253283,0.296294,0.450423,-10.0151,-1.64276,-7.04417,-3.93659,4.44186,-8.15468,0.702838,0.570215,0.728217,0.747063,0.654318,0.893443
0,0.264614,0.300537,0.434849,-10.013,-1.66328,-7.05535,-3.98463,4.42714,-8.17112,0.689352,0.573874,0.737568,0.73781,0.674526,0.884371
0,0.261104,0.302829,0.436067,-9.96927,-1.65952,-7.05564,-3.97823,4.43135,-8.13977,0.685625,0.567999,0.741787,0.729662,0.657774,0.8792
0,0.267946,0.300943,0.431111,-9.96712,-1.64904,-7.03594,-3.97767,4.44188,-8.13483,0.695507,0.560991,0.72035,0.751828,0.675267,0.878623
0,0.260885,0.308207,0.430908,-9.97564,-1.63965,-7.02733,-3.95039,4.42659,-8.15447,0.697536,0.564164,0.718576,0.741238,0.672183,0.870128
0,0.256341,0.304866,0.438793,-10.0013,-1.64551,-7.06409,-4.00262,4.43443,-8.14489,0.686542,0.564128,0.727509,0.746298,0.667971,0.872219
0,0.260481,0.308086,0.431432,-9.98955,-1.63741,-7.04924,-3.95082,4.43942,-8.14882,0.696885,0.569286,0.731016,0.74238,0.6761,0.86625
