# Sample generated by Stan (Variational Bayes)
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1
# chain_id=1
# iter=10000
# grad_samples=1
# elbo_samples=100
# output_samples=1000
# eval_elbo=100
# eta=1
# tol_rel_obj=0.01
# algorithm=meanfield
# sample_file=output.csv
# append_samples=0
#
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
# Stepsize adaptation complete.
# eta = 1
0,0.257093,0.306866,0.436041,-10.0064,-1.65839,-7.02526,-3.97633,4.43466,-8.14786,0.705588,0.566629,0.728391,0.757519,0.661752,0.858225
0,0.260628,0.302514,0.436858,-10.0042,-1.64348,-7.04625,-3.9854,4.44488,-8.1398,0.686032,0.573103,0.738251,0.737624,0.681512,0.880639
0,0.259158,0.305853,0.434989,-9.97775,-1.63884,-7.05653,-3.99645,4.45234,-8.16498,0.70146,0.583859,0.730258,0.739497,0.658139,0.866198
0,0.263218,0.302932,0.43385,-9.99108,-1.65041,-7.05233,-4.00195,4.44661,-8.15147,0.702505,0.576261,0.724419,0.767092,0.678453,0.892282
0,0.252615,0.304778,0.442607,-10.0176,-1.64296,-7.0552,-4.01772,4.4291,-8.16724,0.690341,0.562455,0.715838,0.743728,0.678101,0.873521
0,0.252672,0.305723,0.441605,-9.97905,-1.64794,-7.03205,-3.97395,4.43599,-8.15171,0.694964,0.557702,0.72152,0.744412,0.651521,0.877643
0,0.259461,0.301693,0.438845,-9.96128,-1.62802,-7.04824,-3.9487,4.43904,-8.16255,0.695371,0.5716,0.734573,0.752121,0.675498,0.854996
0,0.259233,0.308604,0.432163,-9.97428,-1.63991,-7.05221,-3.95023,4.42867,-8.12674,0.698433,0.567711,0.720191,0.740175,0.674889,0.872111
0,0.258068,0.302528,0.439404,-9.98441,-1.6309,-7.03502,-3.986,4.44206,-8.14693,0.675164,0.566739,0.73414,0.748242,0.681317,0.888655
0,0.257222,0.30022,0.442557,-9.97906,-1.64027,-7.01791,-3.98016,4.4295,-8.14579,0.693917,0.5764,0.707984,0.760799,0.67532,0.868733
0,0.254663,0.308018,0.437319,-10.0084,-1.64418,-7.03485,-3.97933,4.43295,-8.15137,0.678551,0.570863,0.739587,0.74383,0.6722,0.868435
0,0.264087,0.302192,0.433722,-10.0118,-1.6549,-7.04421,-3.97184,4.43446,-8.14198,0.692036,0.566818,0.730498,0.753997,0.662853,0.866924
0,0.258818,0.310373,0.430809,-9.96095,-1.63162,-7.0551,-3.96009,4.44533,-8.1408,0.691589,0.574428,0.722548,0.731884,0.657861,0.860801
0,0.25798,0.306543,0.435477,-9.97962,-1.62221,-7.03728,-3.96854,4.45259,-8.16504,0.705177,0.570947,0.71559,0.747056,0.671464,0.882899
0,0.266302,0.305485,0.428213,-9.95379,-1.61006,-7.0472,-3.98665,4.44067,-8.17244,0.702087,0.569366,0.734555,0.748639,0.668574,0.87794
0,0.265782,0.301025,0.433193,-9.97777,-1.6402,-7.05098,-4.00279,4.44003,-8.14552,0.696316,0.568973,0.730147,0.753886,0.664576,0.874268
0,0.255404,0.29859,0.446006,-9.97374,-1.64782,-7.039,-3.95644,4.43209,-8.16609,0.686952,0.564113,0.715796,0.748877,0.659243,0.890146
0,0.253274,0.301127,0.445599,-10.0033,-1.64367,-7.04419,-3.98314,4.45868,-8.1364,0.701101,0.57116,0.727742,0.744214,0.662959,0.883447
0,0.248685,0.310235,0.44108,-9.97076,-1.6447,-7.04966,-3.96565,4.42166,-8.13668,0.694997,0.554952,0.745021,0.740112,0.647255,0.87081
0,0.263639,0.303956,0.432405,-9.98768,-1.64501,-7.04688,-3.99301,4.42336,-8.16929,0.697457,0.57055,0.729025,0.743583,0.666358,0.866933
0,0.255375,0.305291,0.439333,-9.96121,-1.64625,-7.03183,-3.97789,4.44346,-8.15411,0.682008,0.577115,0.717467,0.728915,0.683354,0.853624
0,0.2527,0.307161,0.44014,-10.011,-1.64731,-7.03704,-4.01049,4.45295,-8.16736,0.701772,0.571483,0.740008,0.737865,0.657812,0.887387
0,0.256906,0.308186,0.434909,-10.004,-1.64008,-7.05735,-3.97616,4.43802,-8.13026,0.697807,0.579795,0.733457,0.738297,0.670808,0.876505
0,0.257992,0.300358,0.441651,-9.99793,-1.64458,-7.03992,-3.96568,4.42535,-8.16086,0.695549,0.567466,0.710907,0.736182,0.661264,0.853727
0,0.260621,0.303116,0.436263,-9.99035,-1.63967,-7.04989,-3.99152,4.43513,-8.14587,0.695994,0.560836,0.732841,0.738361,0.661304,0.861506
0,0.266739,0.297729,0.435532,-10.0096,-1.61371,-7.03659,-3.96386,4.42896,-8.1603,0.68228,0.5729,0.715913,0.743393,0.675005,0.903131
0,0.248863,0.302393,0.448743,-9.98823,-1.63263,-7.0465,-3.97105,4.44528,-8.14411,0.683215,0.562628,0.722001,0.730751,0.670734,0.872082
0,0.258393,0.303624,0.437983,-9.985,-1.64825,-7.02764,-3.97744,4.44723,-8.16366,0.696461,0.5645,0.722795,0.757318,0.654242,0.862741
0,0.256009,0.302861,0.44113,-9.99739,-1.65534,-7.05454,-3.99978,4.431,-8.18111,0.696701,0.57092,0.724169,0.743743,0.662165,0.883722
0,0.2633,0.298555,0.438145,-9.98261,-1.63288,-7.04492,-3.97657,4.44042,-8.14512,0.699205,0.57259,0.724016,0.726569,0.672587,0.866088
0,0.252984,0.306795,0.440221,-10.0252,-1.65992,-7.04955,-3.9638,4.44029,-8.13067,0.682691,0.570202,0.73658,0.741011,0.674943,0.863342
0,0.252825,0.310409,0.436766,-10.0112,-1.65256,-7.03001,-3.96535,4.43454,-8.15355,0.700077,0.576663,0.717737,0.746711,0.654624,0.879293
0,0.24608,0.30977,0.44415,-10.0185,-1.62587,-7.04633,-3.97266,4.42631,-8.14779,0.687369,0.578757,0.727838,0.763318,0.672179,0.876859
0,0.258229,0.308547,0.433224,-10.0006,-1.63612,-7.04603,-3.97534,4.45373,-8.16344,0.699584,0.572148,0.725967,0.7552,0.658153,0.880646
0,0.260566,0.304025,0.435409,-9.97536,-1.64238,-7.0234,-3.98661,4.44788,-8.1491,0.690444,0.576845,0.718825,0.736657,0.681014,0.867092
0,0.25992,0.309289,0.430791,-9.98617,-1.64295,-7.03862,-4.00572,4.42905,-8.15594,0.700978,0.565244,0.732955,0.745948,0.656381,0.889415
0,0.255211,0.304476,0.440313,-9.97174,-1.62363,-7.05401,-3.99976,4.45419,-8.16361,0.685662,0.573406,0.738667,0.719975,0.669617,0.889643
0,0.257981,0.303608,0.43841,-9.99946,-1.63337,-7.03415,-3.98361,4.4381,-8.15118,0.689285,0.585412,0.72211,0.731746,0.680894,0.887676
0,0.24664,0.303679,0.449681,-9.98312,-1.64712,-7.04804,-3.97021,4.4284,-8.15364,0.68601,0.565983,0.727418,0.753542,0.666944,0.86696
0,0.256185,0.301781,0.442034,-10.0038,-1.64645,-7.04992,-3.95967,4.42796,-8.1593,0.700657,0.572755,0.731146,0.741234,0.663009,0.867129
0,0.255144,0.305939,0.438917,-9.98877,-1.65808,-7.04724,-3.96161,4.44031,-8.13227,0.690709,0.56235,0.710416,0.744879,0.652039,0.885588
0,0.258566,0.301723,0.439711,-9.96509,-1.64819,-7.02775,-3.95879,4.4312,-8.16049,0.695657,0.556202,0.732564,0.735745,0.666447,0.866774
0,0.255108,0.303358,0.441534,-9.99944,-1.64768,-7.03718,-3.97506,4.45668,-8.16508,0.705499,0.567808,0.73486,0.747283,0.661152,0.881237
0,0.258034,0.295439,0.446527,-9.98461,-1.6199,-7.04512,-3.9797,4.43521,-8.17144,0.694891,0.576459,0.722664,0.758132,0.661128,0.872939
0,0.261499,0.307211,0.43129,-9.99041,-1.65808,-7.03556,-3.97939,4.41518,-8.16393,0.703282,0.56322,0.729245,0.746216,0.668555,0.874096
0,0.260858,0.305595,0.433547,-9.96333,-1.63734,-7.04989,-3.96982,4.43614,-8.13859,0.707271,0.560672,0.7417,0.763905,0.682764,0.860333
0,0.254149,0.304209,0.441642,-9.97971,-1.62323,-7.04431,-3.9737,4.44261,-8.15301,0.688393,0.571488,0.724787,0.759662,0.653539,0.870387
0,0.257438,0.29981,0.442753,-9.99429,-1.65286,-7.0452,-3.95585,4.44274,-8.15961,0.703095,0.582669,0.722069,0.731844,0.667756,0.878864
0,0.260855,0.307585,0.43156,-9.99238,-1.63008,-7.03541,-3.95975,4.43607,-8.15829,0.690299,0.568334,0.718289,0.747815,0.654545,0.866607
0,0.252679,0.301872,0.445448,-9.97147,-1.63319,-7.04663,-3.98304,4.4313,-8.14577,0.677874,0.56353,0.727844,0.743751,0.660276,0.871685
0,0.257225,0.308752,0.434023,-9.98672,-1.66137,-7.03553,-3.94255,4.43487,-8.14845,0.685462,0.572036,0.730404,0.742696,0.677753,0.893275
0,0.263827,0.306816,0.429358,-9.98707,-1.63628,-7.0633,-3.98269,4.42585,-8.1543,0.695023,0.56033,0.723907,0.732016,0.682229,0.876091
0,0.265668,0.304444,0.429888,-10.0074,-1.64117,-7.04957,-3.99996,4.4325,-8.18116,0.689766,0.563371,0.720897,0.731667,0.66434,0.890973
0,0.259751,0.297264,0.442984,-9.97647,-1.63928,-7.052,-3.95206,4.44656,-8.15042,0.687726,0.564311,0.741488,0.738094,0.678231,0.869322
0,0.267617,0.29757,0.434813,-9.9538,-1.63201,-7.07133,-3.97951,4.42757,-8.16742,0.702742,0.565584,0.742351,0.754164,0.658904,0.858925
0,0.259779,0.297711,0.44251,-9.97953,-1.66521,-7.03968,-4.01251,4.42853,-8.14954,0.693949,0.58092,0.750281,0.749145,0.665466,0.88007
0,0.261335,0.300241,0.438424,-9.98008,-1.64204,-7.04453,-3.96838,4.42918,-8.16392,0.698448,0.562395,0.72482,0.733936,0.671911,0.87028
0,0.255334,0.305015,0.439651,-9.99465,-1.63827,-7.0287,-3.97591,4.46195,-8.16207,0.692844,0.574381,0.719198,0.747632,0.663402,0.865853
0,0.255236,0.303454,0.44131,-9.9899,-1.64856,-7.04869,-3.98795,4.44121,-8.15123,0.685338,0.565338,0.734764,0.775643,0.672425,0.8897
0,0.255092,0.299904,0.445004,-9.9829,-1.65205,-7.03523,-3.97472,4.44179,-8.16079,0.682986,0.564833,0.723803,0.762238,0.650676,0.8887
0,0.26034,0.305667,0.433994,-10.013,-1.61414,-7.04005,-4.00725,4.42395,-8.1517,0.700536,0.566054,0.718514,0.746808,0.673734,0.880341
0,0.254758,0.310163,0.435078,-9.97676,-1.64907,-7.0599,-3.97163,4.46209,-8.15389,0.695795,0.58053,0.746151,0.727079,0.655142,0.884134
0,0.255462,0.311465,0.433073,-10.0036,-1.65224,-7.06188,-3.97169,4.4184,-8.17372,0.712046,0.571763,0.731944,0.735553,0.657407,0.895022
0,0.252855,0.300782,0.446363,-10.002,-1.64722,-7.06261,-3.94997,4.42428,-8.14167,0.684359,0.581507,0.727129,0.742219,0.671975,0.876202
0,0.261665,0.302505,0.43583,-9.98898,-1.63646,-7.04661,-3.95335,4.44558,-8.14766,0.699528,0.569614,0.722438,0.755397,0.677356,0.87965
0,0.259166,0.308205,0.432629,-9.96806,-1.65376,-7.05637,-3.98989,4.44394,-8.14789,0.70349,0.5718,0.72949,0.75032,0.668186,0.869672
0,0.262326,0.300791,0.436883,-9.99725,-1.63714,-7.04153,-3.99583,4.44301,-8.17476,0.700623,0.5637,0.728804,0.734827,0.664943,0.890103
0,0.258484,0.301162,0.440354,-9.97278,-1.67818,-7.03781,-3.97019,4.44681,-8.13978,0.696537,0.57277,0.724408,0.74236,0.666513,0.876282
0,0.261539,0.2979,0.440561,-9.99193,-1.64331,-7.03877,-3.96993,4.42118,-8.14522,0.696717,0.588236,0.7357,0.738885,0.660961,0.875527
0,0.256261,0.307825,0.435914,-9.99449,-1.65369,-7.03823,-3.99537,4.44618,-8.13642,0.714321,0.571416,0.727921,0.745768,0.669,0.880199
0,0.259992,0.308286,0.431722,-9.9674,-1.63835,-7.02452,-3.95758,4.43442,-8.13732,0.695859,0.573001,0.73849,0.745494,0.672655,0.873036
0,0.254126,0.301056,0.444818,-9.97455,-1.62734,-7.01989,-3.98786,4.42537,-8.15155,0.698298,0.57496,0.736632,0.752524,0.671332,0.863849
0,0.265565,0.303072,0.431363,-9.99277,-1.66382,-7.06364,-3.97667,4.44963,-8.14413,0.714546,0.570009,0.72544,0.755121,0.673828,0.887781
0,0.258179,0.300539,0.441282,-9.99453,-1.63975,-7.03531,-3.96229,4.46346,-8.18122,0.712451,0.560916,0.732269,0.743479,0.677991,0.883879
0,0.260979,0.301159,0.437862,-9.96486,-1.63464,-7.04903,-3.97056,4.4405,-8.1529,0.703884,0.571996,0.72676,0.757122,0.668102,0.880614
0,0.255795,0.308745,0.43546,-9.98278,-1.62771,-7.02706,-3.98156,4.45613,-8.16241,0.691145,0.570021,0.723876,0.759385,0.662139,0.865856
0,0.253743,0.307064,0.439193,-9.99516,-1.62809,-7.04885,-3.96941,4.46266,-8.16834,0.696241,0.570073,0.723729,0.743462,0.665779,0.881398
0,0.251309,0.307583,0.441108,-9.95575,-1.63588,-7.0467,-3.98764,4.45636,-8.15437,0.689256,0.572474,0.733267,0.730038,0.672847,0.881826
0,0.258853,0.301884,0.439264,-10.0154,-1.65154,-7.04335,-3.96875,4.43718,-8.16764,0.692638,0.572476,0.708768,0.759756,0.666683,0.888501
0,0.254577,0.303921,0.441502,-9.99975,-1.63528,-7.01848,-3.96536,4.44031,-8.15839,0.677559,0.564758,0.745586,0.738391,0.673638,0.886958
0,0.265006,0.29506,0.439934,-9.99979,-1.63625,-7.04523,-3.94062,4.44215,-8.14849,0.705232,0.57704,0.736799,0.759571,0.672454,0.868267
0,0.263164,0.304247,0.432589,-9.99483,-1.65017,-7.03754,-3.947,4.4563,-8.1625,0.692467,0.574978,0.720325,0.749297,0.668737,0.887082
0,0.257192,0.30127,0.441538,-9.97617,-1.63946,-7.05138,-3.96711,4.43259,-8.15488,0.691388,0.556008,0.748259,0.7416,0.674896,0.864801
0,0.264165,0.300831,0.435004,-10.0055,-1.62476,-7.03582,-3.98392,4.41622,-8.15406,0.69926,0.569376,0.725218,0.736787,0.678389,0.873925
0,0.261535,0.295184,0.443281,-9.94974,-1.64123,-7.04938,-3.97071,4.43312,-8.15643,0.685983,0.57944,0.731447,0.746979,0.665324,0.887945
0,0.253916,0.310826,0.435258,-10.0375,-1.65363,-7.02956,-3.97765,4.44688,-8.14101,0.690197,0.572788,0.691184,0.743905,0.674689,0.870117
0,0.257633,0.309411,0.432956,-9.99331,-1.63756,-7.03954,-3.96028,4.45816,-8.13699,0.70107,0.556508,0.727601,0.738594,0.657837,0.877662
0,0.260886,0.300901,0.438213,-9.97268,-1.63671,-7.04565,-3.97491,4.45888,-8.16727,0.695143,0.567889,0.744552,0.756628,0.660293,0.886093
0,0.250417,0.302788,0.446795,-10.0184,-1.63399,-7.03022,-3.99022,4.43341,-8.14982,0.688886,0.571602,0.735471,0.747211,0.666872,0.867252
0,0.256366,0.29751,0.446124,-9.99167,-1.62983,-7.03875,-3.98396,4.42321,-8.16192,0.699488,0.552903,0.738322,0.752251,0.672277,0.87095
0,0.26187,0.297817,0.440313,-9.99667,-1.64619,-7.04167,-3.95733,4.42768,-8.15284,0.705874,0.564218,0.73428,0.740559,0.675707,0.87884
0,0.250489,0.30869,0.44082,-10.0099,-1.6423,-7.04548,-3.97216,4.44976,-8.16505,0.695796,0.561106,0.745103,0.728708,0.684161,0.873403
0,0.248728,0.307203,0.444069,-9.97306,-1.63117,-7.03707,-3.98948,4.43349,-8.13867,0.683025,0.57269,0.735304,0.740758,0.675215,0.889117
0,0.250138,0.302412,0.44745,-9.98163,-1.65701,-7.04356,-3.95547,4.42917,-8.16635,0.692121,0.573024,0.727435,0.749964,0.667334,0.859151
0,0.260504,0.294076,0.445419,-9.98059,-1.6544,-7.0199,-3.97045,4.44393,-8.15175,0.706319,0.565064,0.729919,0.753341,0.669126,0.875101
0,0.254825,0.308336,0.43684,-9.98648,-1.6178,-7.0345,-3.96772,4.436,-8.15848,0.688986,0.560199,0.723619,0.747044,0.664115,0.894837
0,0.254157,0.302764,0.443079,-10.0091,-1.64764,-7.04634,-3.97979,4.44329,-8.17563,0.709155,0.571757,0.723544,0.741649,0.660509,0.90294
0,0.255007,0.300147,0.444846,-9.97722,-1.65629,-7.02574,-3.98641,4.41057,-8.15336,0.689915,0.561025,0.737761,0.733603,0.648651,0.871236
0,0.25596,0.304734,0.439305,-9.97915,-1.6564,-7.04393,-3.97237,4.44538,-8.1283,0.697042,0.579741,0.743188,0.748184,0.663652,0.890475
0,0.255667,0.299631,0.444702,-9.99894,-1.65922,-7.04663,-3.95643,4.45478,-8.13652,0.713511,0.558688,0.743786,0.745161,0.648427,0.879128
0,0.254655,0.309078,0.436267,-9.99178,-1.61856,-7.03413,-3.97708,4.46338,-8.16652,0.69201,0.565257,0.712793,0.753417,0.660276,0.890414
0,0.259783,0.304114,0.436102,-9.98406,-1.64618,-7.05495,-3.98022,4.43715,-8.16045,0.693719,0.57569,0.723033,0.747829,0.673017,0.877765
0,0.253533,0.30869,0.437776,-9.98413,-1.63108,-7.02469,-3.98765,4.419,-8.17622,0.701449,0.56284,0.724198,0.754683,0.691376,0.878963
0,0.259648,0.304392,0.43596,-9.98914,-1.66481,-7.04823,-3.98725,4.42171,-8.1541,0.695762,0.563483,0.738094,0.73675,0.661096,0.904999
0,0.258146,0.289156,0.452698,-9.99182,-1.63429,-7.06016,-3.9601,4.44781,-8.17965,0.702183,0.570401,0.722896,0.744788,0.66557,0.879125
0,0.260572,0.309188,0.43024,-10.0202,-1.65423,-7.04576,-3.94585,4.42966,-8.16498,0.701105,0.573009,0.726035,0.761032,0.677219,0.867522
0,0.258627,0.300157,0.441217,-9.98915,-1.6578,-7.06883,-3.9823,4.45876,-8.17796,0.690145,0.565677,0.728038,0.747296,0.686686,0.862446
0,0.258716,0.30463,0.436654,-10.0004,-1.63216,-7.02638,-3.97816,4.4342,-8.14971,0.687363,0.561244,0.716965,0.736484,0.65872,0.877509
0,0.25909,0.307956,0.432954,-9.99257,-1.64041,-7.02815,-3.98757,4.44831,-8.17355,0.689465,0.56464,0.7459,0.742049,0.658763,0.874574
0,0.267744,0.295729,0.436527,-10.008,-1.61314,-7.04427,-3.95944,4.44919,-8.14579,0.697014,0.56657,0.718196,0.756421,0.671057,0.844876
0,0.264361,0.299753,0.435886,-10.0022,-1.64488,-7.05265,-3.97557,4.44823,-8.17069,0.688284,0.573167,0.738693,0.765794,0.677388,0.869573
0,0.253222,0.306146,0.440632,-9.96266,-1.63758,-7.04231,-3.97136,4.44109,-8.15229,0.696908,0.554366,0.725659,0.73679,0.656504,0.869843
0,0.263189,0.295981,0.44083,-10.0007,-1.64608,-7.04349,-3.96655,4.45512,-8.16406,0.690249,0.560612,0.730928,0.753417,0.669997,0.881486
0,0.255523,0.30672,0.437757,-9.96594,-1.65972,-7.04649,-3.99024,4.43219,-8.16298,0.705101,0.568009,0.733154,0.751408,0.662441,0.89423
0,0.26323,0.303643,0.433127,-9.98312,-1.65813,-7.05368,-3.976,4.46279,-8.16434,0.682133,0.574815,0.728312,0.738597,0.660111,0.87058
0,0.251519,0.309796,0.438686,-10.0001,-1.63002,-7.03754,-3.98969,4.45751,-8.17541,0.686262,0.574519,0.743872,0.738531,0.671561,0.874558
0,0.260067,0.301111,0.438822,-10.0012,-1.64976,-7.04495,-3.98527,4.4484,-8.15248,0.705665,0.551331,0.735482,0.739261,0.676602,0.875302
0,0.254544,0.310743,0.434713,-9.97295,-1.65275,-7.0372,-3.96516,4.41924,-8.15504,0.698631,0.579735,0.71859,0.735194,0.657362,0.871753
0,0.261136,0.305666,0.433199,-9.95787,-1.63792,-7.03298,-3.99319,4.45336,-8.15177,0.683638,0.585256,0.719778,0.727322,0.66051,0.860873
0,0.259726,0.305147,0.435127,-9.98497,-1.65554,-7.02536,-3.98556,4.42295,-8.1668,0.703883,0.575602,0.740566,0.754391,0.65499,0.875906
0,0.253101,0.310772,0.436127,-9.98311,-1.64386,-7.0461,-4.00265,4.43936,-8.18469,0.696278,0.554042,0.736243,0.754402,0.663416,0.872454
0,0.257746,0.306752,0.435502,-10.0096,-1.63776,-7.04274,-3.97315,4.45028,-8.15715,0.694456,0.571825,0.73566,0.746444,0.672219,0.884556
0,0.258735,0.308434,0.432831,-9.99105,-1.64668,-7.03804,-3.96007,4.4405,-8.12309,0.687168,0.568907,0.731199,0.749142,0.661269,0.859956
0,0.258755,0.306036,0.435209,-9.96859,-1.63134,-7.04907,-4.02381,4.45417,-8.16607,0.709883,0.570349,0.70372,0.737234,0.660551,0.87051
0,0.255196,0.301587,0.443216,-9.97328,-1.62491,-7.04758,-3.99745,4.40751,-8.15492,0.70159,0.570766,0.729845,0.745331,0.66376,0.885363
0,0.259481,0.3051,0.435419,-9.9873,-1.62288,-7.04107,-3.96763,4.44051,-8.15903,0.694142,0.567638,0.721727,0.752954,0.65793,0.883603
0,0.257381,0.300197,0.442423,-9.98688,-1.63083,-7.03581,-3.98334,4.43196,-8.17814,0.68999,0.560562,0.716873,0.757424,0.671866,0.863598
0,0.258355,0.308791,0.432854,-9.98152,-1.66171,-7.05022,-4.00305,4.40756,-8.14778,0.696543,0.566044,0.732476,0.739927,0.675882,0.870785
0,0.253246,0.31363,0.433124,-9.98129,-1.64751,-7.04536,-3.95861,4.42823,-8.16156,0.704304,0.576988,0.72512,0.73695,0.663366,0.880405
0,0.257667,0.307821,0.434513,-9.98917,-1.64257,-7.04418,-3.96141,4.44895,-8.15435,0.713311,0.577643,0.714493,0.751459,0.661555,0.870989
0,0.253342,0.29922,0.447438,-9.98932,-1.61812,-7.04843,-3.97566,4.45561,-8.15979,0.696464,0.553956,0.730676,0.752238,0.669597,0.882136
0,0.257836,0.306224,0.43594,-10.0265,-1.64982,-7.03913,-3.98922,4.46497,-8.14688,0.695091,0.572494,0.724929,0.735728,0.668168,0.87609
0,0.252741,0.303311,0.443948,-10.0054,-1.65285,-7.04986,-3.97594,4.44744,-8.15765,0.69668,0.561259,0.740287,0.745234,0.668017,0.884356
0,0.260255,0.305711,0.434033,-10.0214,-1.65468,-7.05492,-3.9924,4.45033,-8.17482,0.691884,0.560682,0.733447,0.745313,0.666617,0.890895
0,0.257183,0.304832,0.437984,-9.98452,-1.62764,-7.05279,-3.98807,4.42314,-8.12869,0.678834,0.569946,0.736111,0.751498,0.667259,0.894267
0,0.259036,0.306476,0.434488,-9.9781,-1.64344,-7.03791,-3.97916,4.46145,-8.15109,0.695303,0.571042,0.726692,0.743125,0.666305,0.854057
0,0.264448,0.30864,0.426912,-10.0141,-1.6538,-7.02891,-3.96548,4.42294,-8.14572,0.685258,0.581935,0.728663,0.750868,0.674504,0.887126
0,0.259935,0.307272,0.432792,-9.96087,-1.62196,-7.0522,-3.96412,4.4305,-8.16219,0.701592,0.578802,0.702199,0.758055,0.678433,0.857519
0,0.255498,0.305469,0.439033,-9.98407,-1.6361,-7.04808,-3.98327,4.4475,-8.15265,0.691715,0.557219,0.734274,0.76169,0.665356,0.875523
0,0.258013,0.304429,0.437557,-9.98659,-1.62426,-7.04008,-3.99014,4.45294,-8.16032,0.706726,0.564468,0.737194,0.7403,0.667556,0.874914
0,0.2596,0.306888,0.433513,-9.99325,-1.64628,-7.03431,-4.00844,4.4443,-8.14567,0.709655,0.573724,0.72955,0.759152,0.669552,0.885796
0,0.259927,0.309282,0.430791,-9.98868,-1.64528,-7.03825,-3.98728,4.45487,-8.15656,0.688098,0.573535,0.717805,0.73728,0.65366,0.889837
0,0.256797,0.309482,0.43372,-9.97782,-1.66692,-7.02721,-3.99243,4.43556,-8.16755,0.68439,0.560669,0.732673,0.723264,0.688785,0.870105
0,0.253994,0.309784,0.436222,-9.9877,-1.62808,-7.07023,-3.97834,4.44032,-8.17004,0.6876,0.576553,0.742733,0.734905,0.67728,0.897483
0,0.249811,0.309767,0.440421,-9.94422,-1.65265,-7.0134,-3.99322,4.4279,-8.14861,0.67981,0.570452,0.725697,0.72851,0.685998,0.880738
0,0.259716,0.301974,0.43831,-9.98415,-1.65528,-7.03517,-3.97131,4.46145,-8.13858,0.689362,0.570087,0.729673,0.744383,0.661213,0.86833
0,0.253842,0.304787,0.441371,-9.98978,-1.62245,-7.04031,-3.97159,4.41526,-8.16807,0.691711,0.567759,0.719284,0.735468,0.666786,0.879555
0,0.257488,0.300711,0.4418,-9.97136,-1.62625,-7.04075,-3.9793,4.43629,-8.16415,0.700492,0.562322,0.721388,0.734933,0.668543,0.876158
0,0.257605,0.306812,0.435584,-10.0075,-1.64063,-7.05243,-3.98777,4.45198,-8.15881,0.699448,0.572957,0.709594,0.734751,0.658281,0.863597
0,0.25936,0.295249,0.445392,-9.9673,-1.63795,-7.05537,-3.97071,4.44701,-8.14786,0.699999,0.565034,0.718877,0.737281,0.668997,0.874287
0,0.262634,0.302716,0.43465,-9.99429,-1.63087,-7.04078,-3.97667,4.43064,-8.15958,0.697882,0.559346,0.706429,0.751993,0.664105,0.872384
0,0.258923,0.307448,0.433629,-10.0049,-1.65771,-7.04138,-3.99213,4.42847,-8.15983,0.68904,0.580906,0.713669,0.748023,0.677724,0.884242
0,0.261581,0.297743,0.440676,-9.98484,-1.63652,-7.03856,-3.94907,4.43066,-8.14899,0.675949,0.574515,0.728382,0.732856,0.668465,0.883711
0,0.258674,0.297737,0.443589,-9.97157,-1.64947,-7.06735,-3.95605,4.45104,-8.15629,0.687455,0.569292,0.73809,0.742057,0.663941,0.85924
0,0.258482,0.298137,0.443381,-9.98155,-1.63751,-7.03076,-3.99073,4.43344,-8.13643,0.695801,0.565422,0.732552,0.749153,0.657569,0.891943
0,0.263241,0.291474,0.445284,-9.96001,-1.65229,-7.05638,-3.96755,4.44361,-8.14526,0.681,0.569643,0.731459,0.738168,0.676221,0.861693
0,0.253023,0.299749,0.447229,-9.98752,-1.66596,-7.02745,-3.9775,4.43944,-8.15768,0.68718,0.556231,0.734879,0.740946,0.683809,0.872231
0,0.257508,0.302773,0.439719,-10.0403,-1.63523,-7.04025,-3.96371,4.43396,-8.15762,0.677902,0.572181,0.722031,0.739524,0.676342,0.883306
0,0.260773,0.294404,0.444823,-10.0058,-1.65174,-7.03637,-3.97892,4.45199,-8.14462,0.690915,0.576416,0.739551,0.746779,0.659226,0.880043
0,0.25799,0.301069,0.440941,-9.99358,-1.63278,-7.02973,-3.99753,4.4496,-8.1623,0.700095,0.566785,0.737003,0.748443,0.666803,0.896951
0,0.265107,0.300981,0.433912,-9.98909,-1.63832,-7.04248,-3.97219,4.45375,-8.16382,0.686539,0.578354,0.752107,0.751376,0.667415,0.853167
0,0.265407,0.296512,0.438081,-10.0118,-1.64236,-7.04325,-3.97813,4.44607,-8.15481,0.694852,0.554115,0.74853,0.751696,0.660371,0.848188
0,0.257888,0.314586,0.427526,-9.9714,-1.6479,-7.05432,-3.97819,4.44541,-8.16625,0.696611,0.563179,0.72905,0.756966,0.665536,0.889583
0,0.262643,0.297689,0.439668,-10.0016,-1.62068,-7.02718,-3.97267,4.44145,-8.14826,0.696436,0.586471,0.722718,0.743398,0.669271,0.864251
0,0.258607,0.297706,0.443687,-9.99882,-1.64105,-7.07053,-3.97976,4.43324,-8.14933,0.718696,0.570005,0.724268,0.735911,0.672269,0.879566
0,0.258058,0.302457,0.439485,-9.98849,-1.63928,-7.04423,-3.9615,4.43522,-8.157,0.68751,0.573425,0.721111,0.735716,0.674955,0.853125
0,0.249905,0.308759,0.441335,-9.98477,-1.63875,-7.03119,-3.96691,4.45259,-8.14207,0.690707,0.55887,0.724399,0.729457,0.679538,0.881127
