# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = mixtures_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = mixtures.data.R
# init = 2 (Default)
# random
#   seed = 1979823306
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,sigma_outl,objfrac
# Adaptation terminated
# Step size = 0.277107
# Diagonal elements of inverse mass matrix:
# 0.000204157, 1.49667e-05, 0.00833937, 0.00254537, 0.017493
-323.764,0.999947,0.277107,4,15,0,326.848,5.00738,9.99843,98.9291,0.111466,0.190617
-324.031,0.990236,0.277107,4,15,0,325.771,5.02284,9.9958,103.375,0.0954699,0.221427
-323.705,0.984371,0.277107,4,15,0,326.966,5.00445,9.99917,109.929,0.0993818,0.199491
-322.989,0.852018,0.277107,3,15,0,329.136,5.02629,9.99582,91.2014,0.101095,0.219575
-322.344,0.957924,0.277107,2,7,0,326.619,5.02274,9.99651,96.3127,0.102886,0.214198
-323.852,0.732247,0.277107,4,15,0,325.701,5.0038,9.99974,102.318,0.10777,0.181964
-322.881,0.979841,0.277107,4,15,0,326.875,5.02563,9.99621,94.3319,0.0995551,0.207017
-323.317,0.997946,0.277107,4,15,0,324.551,5.01552,9.9966,97.9686,0.108167,0.1807
-323.877,0.892627,0.277107,4,15,0,325.087,5.0128,9.99618,88.5,0.10162,0.190777
-323.187,1,0.277107,4,15,0,325.224,5.03138,9.99481,96.3052,0.106967,0.190156
-324.608,0.834541,0.277107,4,15,0,326.119,5.03669,9.99569,91.1615,0.103012,0.207834
-323.199,0.891662,0.277107,4,15,0,326.985,5.00648,9.9993,100.026,0.104464,0.183278
-324.121,0.82124,0.277107,4,15,0,326.942,5.01293,9.99567,93.0158,0.101985,0.187073
-324.876,0.958938,0.277107,4,15,0,326.672,4.99622,10.0016,94.9166,0.107468,0.188824
-330.318,0.89535,0.277107,3,7,0,331.123,4.96563,10.003,102.746,0.112016,0.204026
-326.438,0.990247,0.277107,3,15,0,332.223,4.99853,9.99893,97.3321,0.116444,0.184142
-324.681,0.907943,0.277107,4,15,0,328.724,4.99878,9.99794,96.2587,0.0983031,0.198863
-324.459,1,0.277107,4,15,0,328.236,5.02303,9.99428,105.638,0.109738,0.203018
-323.06,0.866014,0.277107,4,15,0,326.551,5.01308,9.99827,101.407,0.098597,0.219135
-325.681,0.962927,0.277107,3,7,0,326.385,5.02347,9.99667,90.3135,0.0926589,0.212095
-325.828,0.654579,0.277107,3,15,0,332.185,5.02517,9.99803,95.9856,0.113134,0.195383
-325.335,0.776386,0.277107,4,15,0,330.269,5.02544,9.99656,88.1174,0.100135,0.252445
-324.575,0.928487,0.277107,4,15,0,327.152,5.01441,9.99592,106.243,0.107189,0.173787
-323.243,0.997426,0.277107,3,15,0,325.236,5.01502,9.99874,100.371,0.106262,0.196567
-323.394,0.973821,0.277107,4,15,0,324.579,5.0242,9.99749,97.132,0.101662,0.210787
-322.547,0.899468,0.277107,3,11,0,324.88,5.02341,9.99599,99.0532,0.102951,0.225437
-324.712,0.677928,0.277107,4,15,0,325.978,5.01379,9.99975,98.7217,0.101805,0.189528
-325.064,0.987989,0.277107,2,7,0,325.978,5.0108,9.99569,97.8888,0.101046,0.17714
-325.875,0.998799,0.277107,4,15,0,327.837,5.02005,9.99836,99.369,0.0946612,0.225154
-325.431,0.924521,0.277107,3,7,0,327.346,5.00666,9.99601,100.414,0.0983045,0.206867
-324.637,0.805029,0.277107,4,15,0,328.475,5.03539,9.99323,94.6536,0.111009,0.193912
-323.181,0.997223,0.277107,3,7,0,326.142,5.03233,9.99537,94.974,0.10163,0.198467
-325.912,0.9865,0.277107,3,7,0,326.795,5.02503,9.99627,103.315,0.11737,0.197259
-324.459,1,0.277107,3,7,0,326.357,5.02702,9.99485,98.2328,0.113817,0.208134
-324.336,0.695291,0.277107,4,15,0,328.085,5.03962,9.99227,97.0317,0.103807,0.208248
-324.67,0.976808,0.277107,4,15,0,325.819,4.99032,9.99975,105.674,0.103713,0.205268
-324.168,0.999957,0.277107,4,15,0,326.331,5.03703,9.99335,89.604,0.103233,0.220918
-323.822,0.997509,0.277107,4,15,0,326.952,5.02451,9.99624,107.322,0.110043,0.191129
-322.783,0.929024,0.277107,4,15,0,327.213,5.01327,9.99747,93.4587,0.100789,0.228605
-323.282,0.99455,0.277107,4,15,0,323.65,5.00742,9.99835,104.293,0.106461,0.182507
-324.713,0.839354,0.277107,4,15,0,325.787,5.00277,10.001,106.304,0.106992,0.212122
-325.903,0.952765,0.277107,4,15,0,328.357,5.03807,9.99524,100.686,0.10648,0.251555
-327.664,0.818973,0.277107,4,15,0,331.592,5.01132,9.99996,84.3598,0.108383,0.251738
-326.541,0.908367,0.277107,2,3,0,329.043,5.00975,9.99625,86.435,0.10739,0.253285
-323.097,0.977527,0.277107,3,7,0,327.149,5.01584,9.99604,93.9174,0.0991222,0.214984
-323.47,0.975531,0.277107,4,15,0,325.329,5.01328,9.9967,104.945,0.10938,0.193408
-323.266,0.982338,0.277107,4,15,0,324.046,5.01747,9.99645,104.543,0.109848,0.198454
-323.294,0.968658,0.277107,4,15,0,324.217,5.00892,9.99763,92.2901,0.0974358,0.211906
-328.412,0.804606,0.277107,3,7,0,330.507,5.03961,9.99303,81.7603,0.0950101,0.186431
-323.519,0.997692,0.277107,3,7,0,329.771,5.01761,9.99654,98.9547,0.0959938,0.194006
-322.932,0.999615,0.277107,3,15,0,324.216,5.01426,9.99708,90.3888,0.0992014,0.201332
-323.658,0.962063,0.277107,4,15,0,324.248,5.01006,9.99722,86.5893,0.101479,0.220832
-323.717,0.993752,0.277107,4,15,0,325.066,5.02101,9.99582,111.09,0.104418,0.182979
-324.016,0.971332,0.277107,4,15,0,325.937,5.02204,9.99526,94.977,0.111076,0.187397
-324.198,0.944077,0.277107,4,15,0,327.682,5.00995,9.99937,108.311,0.0997538,0.224867
-325.757,0.970847,0.277107,4,15,0,327.766,5.0169,9.99762,99.4494,0.108289,0.15304
-324.213,0.877417,0.277107,3,15,0,327.824,5.01042,9.99985,93.0694,0.106564,0.222056
-324.047,0.953664,0.277107,4,15,0,326.363,5.03803,9.99278,100.749,0.104771,0.219456
-327.11,0.799722,0.277107,4,15,0,329.237,5.01077,9.99599,114.223,0.103489,0.259222
-324.152,0.999126,0.277107,3,7,0,327.392,5.02172,9.99717,111.168,0.106766,0.231661
-323.184,0.998826,0.277107,4,15,0,325.637,5.03089,9.99464,102.409,0.101229,0.223214
-327.064,0.913174,0.277107,3,7,0,327.139,5.04937,9.99266,104.731,0.0990474,0.240363
-326.134,0.584593,0.277107,3,7,0,331.173,5.02331,9.99311,94.2592,0.100262,0.214097
-325.145,0.994622,0.277107,4,15,0,327.787,5.00049,9.99698,101.403,0.10658,0.21302
-323.761,0.974687,0.277107,2,7,0,329.018,5.00234,9.9978,106.387,0.103587,0.21861
-323.107,0.997719,0.277107,4,15,0,326.509,5.03204,9.99442,93.3202,0.106381,0.207071
-324.323,0.943964,0.277107,4,15,0,325.766,4.99338,10.0015,102.734,0.102435,0.218024
-322.787,1,0.277107,4,15,0,325.01,5.01902,9.99566,98.0739,0.106165,0.218963
-324.157,0.941255,0.277107,3,15,0,327.19,5.02196,9.99735,95.9633,0.107299,0.171905
-323.519,0.995771,0.277107,4,15,0,325.586,5.01783,9.99602,108.141,0.103165,0.233109
-325.231,0.792882,0.277107,4,15,0,326.863,5.00917,9.99602,88.6343,0.102688,0.18145
-325.502,1,0.277107,4,15,0,327.035,5.02603,9.99749,83.8696,0.102243,0.201592
-323.64,1,0.277107,3,7,0,326.757,5.00992,9.9962,96.7883,0.10061,0.207687
-324.836,0.879081,0.277107,3,15,0,325.251,5.01891,9.99922,94.9849,0.102512,0.209237
-322.453,0.991693,0.277107,3,11,0,327.291,5.02096,9.997,96.5531,0.1048,0.21669
-323.32,0.934576,0.277107,3,15,0,324.791,5.00425,9.99855,88.8279,0.104482,0.219942
-324.775,0.963226,0.277107,4,15,0,325.885,5.0006,9.99933,110.312,0.110911,0.221598
-324.903,0.898564,0.277107,3,7,0,326.25,4.99546,10.0003,112.261,0.107613,0.224372
-323.32,0.748525,0.277107,3,15,0,327.386,5.00511,9.99826,109.6,0.105087,0.199215
-324.572,0.912879,0.277107,4,15,0,326.592,5.01545,9.99848,86.3865,0.108784,0.221124
-323.24,0.98921,0.277107,3,15,0,325.217,5.02434,9.99664,108.659,0.102686,0.2178
-323.14,0.995555,0.277107,3,15,0,324.218,5.00016,9.99987,94.4636,0.102466,0.194338
-322.669,0.973524,0.277107,3,11,0,325.078,5.0268,9.99481,101.173,0.103976,0.210313
-325.304,0.899532,0.277107,4,15,0,325.963,4.99844,10.0012,108.335,0.105524,0.236698
-323.61,0.957719,0.277107,4,15,0,326.905,5.01928,9.9964,105.934,0.0963476,0.204361
-325.374,0.910983,0.277107,4,15,0,326.308,5.02681,9.9963,87.883,0.112561,0.229489
-325.6,0.899834,0.277107,3,15,0,327.401,5.02188,9.99425,95.2811,0.113078,0.225267
-323.888,0.976188,0.277107,4,15,0,326.954,5.01961,9.99529,105.044,0.0986186,0.189464
-322.891,0.999453,0.277107,3,7,0,324.944,5.01195,9.99899,100.846,0.103097,0.203893
-324.155,0.852548,0.277107,3,7,0,325.66,5.01444,9.99941,100.792,0.101542,0.195913
-323.368,0.992294,0.277107,3,11,0,325.738,5.02262,9.99527,94.723,0.1085,0.225131
-323.978,0.992311,0.277107,4,15,0,325.725,5.01462,9.9971,95.8715,0.107542,0.168258
-322.61,0.981605,0.277107,3,7,0,324.469,5.02406,9.99601,93.362,0.101889,0.194269
-325.315,0.725464,0.277107,4,15,0,327.347,5.04448,9.99344,106.488,0.109519,0.219429
-325.301,0.626069,0.277107,4,15,0,330.46,4.99568,9.99838,87.0798,0.101709,0.206086
-325.735,0.99582,0.277107,3,11,0,327.406,5.03663,9.99466,119.889,0.105574,0.192539
-324.737,0.805384,0.277107,4,15,0,328.243,5.0105,9.99973,91.4471,0.0980053,0.217889
-324.918,0.966407,0.277107,3,15,0,328.092,4.99763,9.99781,105.513,0.103292,0.197641
-323.905,0.993546,0.277107,4,15,0,325.867,5.00791,10.0002,94.9591,0.104872,0.211155
-323.234,0.955389,0.277107,4,15,0,324.799,5.00228,10,100.968,0.105009,0.192687
-324.055,0.897254,0.277107,4,15,0,325.065,5.00568,9.99702,99.9496,0.101011,0.232257
-324.109,0.739683,0.277107,4,15,0,328.044,4.99583,9.99987,100.405,0.104792,0.17781
-323.551,0.599816,0.277107,4,15,0,328.913,5.02735,9.99648,102.317,0.105757,0.230952
-324.16,0.836526,0.277107,4,15,0,326.111,5.00348,9.99744,93.9531,0.102472,0.181178
-322.528,1,0.277107,4,15,0,324.275,5.0144,9.99716,92.6051,0.100369,0.20059
-323.565,0.991158,0.277107,3,15,0,323.961,5.02877,9.99512,107.562,0.104082,0.231539
-325.025,0.969254,0.277107,4,15,0,326.067,5.03749,9.99357,104.161,0.0969937,0.225698
-323.11,0.999888,0.277107,4,15,0,325.883,5.02013,9.99651,100.018,0.106351,0.23654
-322.804,0.999731,0.277107,4,15,0,323.724,5.02332,9.99603,99.38,0.107533,0.222784
-323.633,0.993652,0.277107,4,15,0,324.34,5.03501,9.99422,93.7281,0.106406,0.187742
-323.303,0.818389,0.277107,4,15,0,325.674,5.00266,9.9981,102.605,0.100938,0.219246
-324.447,0.97766,0.277107,4,15,0,325.385,5.02257,9.99725,84.3636,0.101356,0.216679
-324.134,0.604305,0.277107,2,3,0,327.504,5.01986,9.9978,85.7045,0.101223,0.209234
-323.167,0.893825,0.277107,3,15,0,324.87,5.01947,9.99678,86.7193,0.102544,0.204917
-324.355,0.88049,0.277107,4,15,0,325.665,5.00419,9.99792,106.661,0.109818,0.186052
-324.687,0.917162,0.277107,4,15,0,327.506,5.01005,9.99747,115.996,0.106449,0.180918
-328.077,0.937098,0.277107,3,7,0,329.427,4.9939,9.99965,121.702,0.095916,0.183786
-328.179,0.987466,0.277107,3,15,0,329.158,4.99886,10.0002,123.026,0.0954187,0.180112
-327.335,0.989437,0.277107,4,15,0,330.103,5.03566,9.9941,79.8937,0.111898,0.206974
-325.162,0.971562,0.277107,3,7,0,328.571,5.04316,9.99381,87.4426,0.106501,0.207365
-322.332,0.961556,0.277107,3,7,0,325.581,5.02091,9.99665,99.1666,0.104929,0.217082
-322.817,0.922877,0.277107,4,15,0,324.164,5.01995,9.99702,91.6336,0.105249,0.191444
-323.97,0.788938,0.277107,4,15,0,324.95,5.01453,9.99533,104.367,0.103462,0.217233
-322.539,0.991869,0.277107,4,15,0,324.149,5.01432,9.99691,94.5055,0.103874,0.224506
-323.418,0.983598,0.277107,3,15,0,324.957,5.00951,9.99833,101.343,0.0965317,0.216699
-324.815,0.628589,0.277107,4,15,0,327.541,4.9946,9.99839,96.3744,0.10428,0.192833
-324.532,0.986135,0.277107,3,15,0,328.102,5.00861,9.99984,106.764,0.0997881,0.226892
-324.499,0.953684,0.277107,4,15,0,327.469,5.02397,9.99589,106.726,0.0979901,0.173172
-322.817,0.999088,0.277107,4,15,0,325.587,5.0153,9.9971,97.1388,0.0982277,0.194169
-323.823,0.964158,0.277107,3,15,0,324.98,5.01156,9.99743,94.8522,0.109781,0.236222
-323.187,0.998086,0.277107,3,7,0,324.299,5.00528,9.99857,97.0371,0.108971,0.219837
-322.481,0.984867,0.277107,4,15,0,324.671,5.023,9.99611,99.5913,0.103291,0.190342
-323.053,0.887728,0.277107,2,7,0,325.323,5.01444,9.99631,101.112,0.108343,0.200637
-322.683,0.98707,0.277107,4,15,0,328.095,5.01674,9.99657,94.2254,0.0995243,0.195622
-322.745,0.996459,0.277107,4,15,0,323.404,5.01691,9.99659,103.68,0.107494,0.215518
-323.402,0.859042,0.277107,4,15,0,324.16,5.01198,9.9991,94.613,0.100099,0.197629
-326.271,0.907609,0.277107,3,7,0,327.829,4.99994,9.99964,115.706,0.104587,0.163801
-325.756,0.947801,0.277107,4,15,0,328.411,5.03066,9.99408,88.5502,0.100162,0.254237
-324.166,0.984755,0.277107,4,15,0,327.749,5.02985,9.99594,101.264,0.110442,0.185643
-323.267,0.943017,0.277107,4,15,0,324.898,5.03026,9.99551,100.06,0.108151,0.193547
-323.574,0.909749,0.277107,4,15,0,325.559,5.00491,10,101.265,0.101001,0.222044
-324.647,0.99169,0.277107,3,7,0,325.923,5.00523,9.99913,83.0596,0.100057,0.210986
-324.845,0.999586,0.277107,4,15,0,325.335,5.0333,9.99435,117.207,0.106889,0.21069
-322.984,0.999195,0.277107,3,7,0,325.179,5.02431,9.99567,104.677,0.108257,0.208386
-323.341,0.872584,0.277107,4,15,0,325.571,5.03367,9.9939,102.53,0.101873,0.197873
-323.438,0.998683,0.277107,4,15,0,324.545,5.03102,9.99452,104.902,0.10606,0.225583
-323.608,0.995138,0.277107,4,15,0,325.113,4.99887,9.99949,94.7751,0.100825,0.184609
-323.502,0.99306,0.277107,4,15,0,324.979,5.00316,9.99862,95.2832,0.0994511,0.183643
-323.899,0.901904,0.277107,4,15,0,325.635,5.02259,9.9949,89.2859,0.10822,0.19639
-323.161,0.557366,0.277107,2,3,0,328.424,5.0286,9.99548,90.415,0.105969,0.19653
-331.817,0.873182,0.277107,3,11,0,335.38,5.04868,9.99168,82.1922,0.12007,0.18006
-330.841,0.904261,0.277107,4,15,0,334.694,4.98495,10.0032,117.51,0.0936895,0.229888
-326.401,0.99204,0.277107,3,7,0,332.586,5.00941,9.99924,107.911,0.0926224,0.22146
-326.086,1,0.277107,4,15,0,331.162,5.01351,9.99849,88.4129,0.115369,0.187131
-324.443,1,0.277107,4,15,0,327.664,4.9929,10.0014,94.4224,0.106946,0.189725
-324.817,0.897296,0.277107,4,15,0,327.909,5.01862,9.99798,86.972,0.101052,0.240492
-323.719,0.851193,0.277107,3,7,0,326.713,5.00586,9.99679,94.9712,0.102521,0.202175
-323.17,0.992077,0.277107,3,15,0,325.485,5.00252,10,101.11,0.104767,0.196284
-323.171,0.760985,0.277107,2,3,0,325.065,4.99925,9.99951,100.759,0.106258,0.195933
-322.864,0.931541,0.277107,4,15,0,324.398,5.02932,9.99529,102.351,0.106031,0.196721
-322.809,0.9565,0.277107,4,15,0,324.006,5.01569,9.99782,91.2291,0.100422,0.204954
-324.523,0.763376,0.277107,4,15,0,325.691,5.01236,9.99939,92.982,0.109181,0.228735
-324.829,0.978906,0.277107,4,15,0,326.003,5.01072,9.99613,111.756,0.0998198,0.193662
-323.232,0.991045,0.277107,4,15,0,325.443,5.01732,9.99729,99.8898,0.0985026,0.183674
-324.741,0.985016,0.277107,4,15,0,325.226,5.01822,9.99632,100.431,0.106472,0.259804
-325.091,0.727083,0.277107,4,15,0,329.435,4.995,10.0005,101.105,0.0950355,0.211454
-325.833,0.513,0.277107,4,15,0,329.433,5.00118,9.99667,97.1439,0.109669,0.213278
-323.7,0.650734,0.277107,2,3,0,327.82,5.0095,9.99944,95.561,0.109412,0.212691
-324.282,0.971029,0.277107,4,15,0,324.629,5.03046,9.99637,99.2074,0.0979465,0.201106
-324.599,1,0.277107,4,15,0,325.781,5.03466,9.99578,93.4821,0.105703,0.233803
-323.382,0.97785,0.277107,2,3,0,324.777,5.03016,9.99474,94.614,0.106857,0.229139
-323.777,0.995073,0.277107,4,15,0,324.376,5.03241,9.99426,90.3896,0.108517,0.211445
-323.608,0.994956,0.277107,4,15,0,324.584,4.99954,9.99921,107.77,0.1005,0.201863
-323.867,0.884766,0.277107,4,15,0,324.953,5.03548,9.99506,90.1739,0.105868,0.208736
-322.419,0.993806,0.277107,3,15,0,324.74,5.02005,9.99684,103.573,0.101696,0.205493
-323.819,0.965014,0.277107,4,15,0,324.277,5.00368,9.9995,97.9586,0.103295,0.172974
-323.581,0.973923,0.277107,4,15,0,325.966,5.03661,9.99428,98.2833,0.104699,0.226722
-323.295,0.832864,0.277107,4,15,0,325.841,4.99788,10.0003,102.709,0.103137,0.201373
-324.623,0.949297,0.277107,4,15,0,325.369,5.02964,9.996,86.9882,0.110069,0.202645
-325.903,0.56713,0.277107,3,11,0,330.513,5.02987,9.99762,88.1868,0.105352,0.200741
-327.655,0.984402,0.277107,4,15,0,329.077,5.03281,9.99684,104.049,0.0958617,0.177378
-325.311,0.960638,0.277107,3,15,0,331.95,5.02904,9.99712,105.414,0.0996459,0.183721
-324.929,0.998249,0.277107,4,15,0,326.585,5.00547,10.0007,92.4383,0.106738,0.230138
-325.365,0.99243,0.277107,3,7,0,325.867,5.00317,9.99702,94.8601,0.106639,0.243554
-323.534,0.897862,0.277107,4,15,0,327.124,5.03279,9.99372,103.267,0.102589,0.220263
-323.696,0.853341,0.277107,4,15,0,325.796,5.03074,9.99606,104.804,0.10259,0.223689
-323.744,0.997092,0.277107,4,15,0,324.212,5.0009,9.99843,91.8113,0.107236,0.19273
-323.644,0.971015,0.277107,4,15,0,325.132,5.00528,9.9983,105.003,0.0976209,0.222395
-324.363,0.858054,0.277107,4,15,0,325.19,5.01257,9.99874,101.376,0.0963301,0.229857
-324.822,0.991562,0.277107,4,15,0,327.094,5.04398,9.99401,102.771,0.101724,0.204409
-324.158,0.9988,0.277107,4,15,0,326.991,5.00683,9.99966,96.7973,0.096748,0.195983
-325.888,0.998561,0.277107,4,15,0,327.819,5.04895,9.99151,91.0414,0.106073,0.225375
-324.528,0.979517,0.277107,4,15,0,328.059,4.99777,9.99998,105.454,0.0963553,0.20269
-325.129,0.986139,0.277107,4,15,0,327.558,5.02205,9.9958,104.136,0.0933914,0.226376
-324.842,1,0.277107,4,15,0,326.874,5.00748,9.99816,90.6319,0.113312,0.188054
-326.285,0.955793,0.277107,4,15,0,329.692,5.0344,9.99368,97.1391,0.115909,0.231352
-327.038,0.989655,0.277107,4,15,0,328.455,4.99246,10.0001,100.921,0.0929916,0.182116
-325.864,0.993486,0.277107,4,15,0,331.067,5.03821,9.99386,106.254,0.0999368,0.252292
-326.58,0.63754,0.277107,3,7,0,329.31,5.03375,9.99699,101.349,0.0989086,0.227131
-325.616,1,0.277107,4,15,0,327.882,5.02234,9.99826,84.7737,0.104604,0.190845
-324.568,0.99962,0.277107,4,15,0,327.426,4.9953,9.99976,88.9311,0.103689,0.181554
-322.771,0.999681,0.277107,3,15,0,325.629,5.0197,9.99604,95.1778,0.106942,0.222692
-323.221,0.90878,0.277107,4,15,0,324.739,5.00916,9.99703,103.224,0.0990865,0.204625
-323.084,0.941547,0.277107,4,15,0,324.218,5.00768,9.99939,96.3638,0.107432,0.20382
-325.391,0.987453,0.277107,4,15,0,326.176,5.01302,9.99741,114.384,0.0979838,0.171357
-325.699,0.998816,0.277107,4,15,0,326.377,5.01716,9.99685,85.0813,0.109501,0.248422
-322.321,0.965854,0.277107,3,7,0,326.091,5.01322,9.9981,95.2973,0.102843,0.207915
-322.983,0.857576,0.277107,2,7,0,324.11,5.01279,9.99656,100.264,0.105348,0.227088
-323.945,0.986055,0.277107,3,15,0,325.485,5.01495,9.9983,108.511,0.108979,0.223006
-326.952,0.755154,0.277107,4,15,0,328.727,5.00884,9.99559,117.708,0.108556,0.20689
-327.952,0.933973,0.277107,4,15,0,331.062,5.01361,9.99447,83.1357,0.0999923,0.21772
-324.792,0.936963,0.277107,4,15,0,329.642,5.02594,9.99414,85.6924,0.10769,0.205003
-324.536,0.991715,0.277107,4,15,0,329.529,5.00205,9.99966,116.695,0.105648,0.20905
-323.049,1,0.277107,4,15,0,325.379,5.01427,9.99767,102.535,0.0976816,0.198521
-323.257,0.996603,0.277107,4,15,0,324.054,5.00417,9.99849,96.5277,0.108904,0.218811
-325.597,0.837311,0.277107,4,15,0,326.429,5.03511,9.99598,96.7787,0.0965851,0.210502
-326.435,0.966109,0.277107,4,15,0,329.105,5.00228,9.99721,98.2837,0.115742,0.199881
-325.672,0.991221,0.277107,4,15,0,328.082,5.00458,9.99679,98.3074,0.0989352,0.172761
-326.945,0.972353,0.277107,3,15,0,329.018,4.98389,10.0005,99.2857,0.104549,0.168614
-327.385,0.994647,0.277107,3,7,0,328.467,4.98097,10.0016,98.1599,0.104103,0.164538
-328.139,0.998776,0.277107,4,15,0,332.174,5.04359,9.99379,110.032,0.111615,0.257462
-326.608,0.998214,0.277107,4,15,0,331.564,4.99222,10.0009,94.2984,0.097936,0.16267
-323.142,0.81519,0.277107,3,7,0,328.476,5.01483,9.99693,87.0887,0.103818,0.19935
-324.289,0.757265,0.277107,3,15,0,326.315,5.02542,9.99401,91.4926,0.102973,0.184495
-326.72,0.904181,0.277107,4,15,0,329.133,5.01985,9.99781,83.0084,0.110304,0.17222
-325.887,0.919629,0.277107,4,15,0,330.236,5.01044,9.99718,117.35,0.0980424,0.243074
-324.113,0.988802,0.277107,3,7,0,326.245,5.006,9.99891,110.89,0.0995939,0.230958
-325.746,0.854042,0.277107,4,15,0,327.798,5.00858,9.99684,90.5475,0.112599,0.23863
-322.876,0.997031,0.277107,3,7,0,327.285,5.01941,9.99625,90.3803,0.101906,0.191087
-325.496,0.96653,0.277107,3,15,0,326.274,5.00875,9.99838,94.6559,0.0928837,0.182865
-324.605,0.94589,0.277107,4,15,0,329.45,5.00549,9.99777,94.5522,0.0955347,0.185235
-325.015,0.984902,0.277107,4,15,0,326.58,5.01641,9.99739,85.9811,0.0977763,0.175092
-324.524,0.874898,0.277107,4,15,0,327.648,5.01404,9.99702,113.674,0.109696,0.226859
-323.915,0.972935,0.277107,3,7,0,325.179,5.019,9.99615,113.202,0.108012,0.218091
-325.294,0.975215,0.277107,4,15,0,327.021,5.00683,9.9991,94.4119,0.0936623,0.185629
-324.337,0.989755,0.277107,4,15,0,327.944,5.03526,9.9948,104.262,0.111063,0.201316
-324.201,0.852979,0.277107,4,15,0,327.691,4.99598,10.0003,95.3547,0.0971812,0.201971
-324.389,0.596987,0.277107,3,15,0,330.389,5.03618,9.99447,95.7842,0.0974367,0.192993
-324.584,0.972119,0.277107,4,15,0,328.343,4.98953,10.0004,101.975,0.101466,0.190889
-324.404,0.999734,0.277107,2,3,0,324.751,4.99016,10.0002,101.253,0.102001,0.191676
-324.094,0.933396,0.277107,4,15,0,326.227,5.04166,9.99274,95.9986,0.10597,0.213078
-324.819,0.916911,0.277107,4,15,0,329.259,5.00931,9.99792,101.952,0.0963035,0.249033
-324.053,0.993058,0.277107,4,15,0,327.426,5.02242,9.99622,95.1199,0.0960503,0.183167
-324.175,0.999408,0.277107,4,15,0,325.668,5.03645,9.99378,97.5568,0.0984451,0.190596
-323.267,0.84627,0.277107,4,15,0,328.647,5.0175,9.99767,99.477,0.103952,0.176446
-324.283,0.912978,0.277107,4,15,0,326.154,5.00934,9.99682,114.1,0.106345,0.209513
-322.704,0.9861,0.277107,4,15,0,324.755,5.02596,9.99487,101.962,0.10258,0.20916
-322.774,0.998427,0.277107,4,15,0,324.03,5.00122,9.99916,100.887,0.104544,0.206638
-323.15,0.949228,0.277107,4,15,0,324.135,5.01398,9.99757,89.356,0.100952,0.227339
-323.367,0.991155,0.277107,4,15,0,324.233,5.02532,9.99576,108.572,0.105937,0.187574
-322.942,0.960738,0.277107,3,7,0,323.808,5.02185,9.9968,105.09,0.105114,0.18853
-322.298,0.826384,0.277107,3,11,0,325.477,5.00806,9.99829,98.0217,0.102504,0.21114
-324.165,0.983108,0.277107,4,15,0,324.291,4.99958,9.99972,98.9803,0.111628,0.216309
-323.511,0.921989,0.277107,3,15,0,326.328,5.01679,9.99823,89.6372,0.101861,0.2215
-322.253,0.952098,0.277107,3,15,0,326.72,5.02248,9.99599,100.233,0.103699,0.211065
-322.694,0.969215,0.277107,3,15,0,323.388,5.02029,9.99695,105.78,0.103323,0.218551
-323.741,0.986066,0.277107,4,15,0,324.503,5.0263,9.99477,87.9104,0.103885,0.188857
-323.567,0.979448,0.277107,4,15,0,326.827,5.00447,9.99949,96.1104,0.100001,0.233845
-324.197,0.974183,0.277107,3,7,0,325.209,5.00252,9.9997,102.524,0.0968546,0.226903
-325.302,0.585023,0.277107,2,3,0,327.349,4.99492,9.9984,100.122,0.0994655,0.228063
-323.579,1,0.277107,4,15,0,326.426,5.03078,9.99522,106.017,0.105951,0.184995
-323.084,0.937212,0.277107,3,15,0,324.596,5.01356,9.99624,97.9572,0.100003,0.194504
-324.211,0.996501,0.277107,3,7,0,324.946,5.01784,9.99691,102.965,0.0995968,0.166624
-325.031,0.992057,0.277107,4,15,0,327.167,5.02206,9.99614,101.799,0.107436,0.260993
-323.621,0.985486,0.277107,3,7,0,326.082,5.00993,9.99845,97.5435,0.106613,0.242876
-324.333,0.900037,0.277107,4,15,0,326.038,5.02046,9.99601,86.9939,0.100653,0.241853
-326.18,0.513982,0.277107,4,15,0,332.76,4.98863,10,89.8208,0.0983862,0.233262
-325.674,0.996817,0.277107,4,15,0,327.719,5.04567,9.99382,100.305,0.102206,0.179777
-322.845,0.990364,0.277107,4,15,0,326.539,5.0187,9.99765,101.926,0.101291,0.220767
-323.636,0.8986,0.277107,4,15,0,325.067,5.02517,9.99738,101.655,0.101615,0.21682
