# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = mixtures_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = mixtures.data.R
# init = 2 (Default)
# random
#   seed = 1979823306
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,sigma_outl,objfrac
# Adaptation terminated
# Step size = 0.277107
# Diagonal elements of inverse mass matrix:
# 0.000204157, 1.49667e-05, 0.00833937, 0.00254537, 0.017493
-323.267,0.998355,0.277107,4,15,0,324.053,5.01826,9.99599,91.2016,0.0984732,0.197775
-323.077,1,0.277107,4,15,0,324.006,5.01753,9.99759,100.958,0.107741,0.186796
-325.856,0.8013,0.277107,3,15,0,327.482,4.98881,10,94.65,0.112476,0.203779
-324.243,0.971771,0.277107,4,15,0,327.992,5.02244,9.9946,91.4636,0.10328,0.178761
-325.556,0.997307,0.277107,4,15,0,329.036,5.00679,9.99997,117.85,0.0997096,0.203404
-324.682,0.975914,0.277107,4,15,0,327.761,5.04095,9.99304,88.0952,0.101908,0.207423
-323.227,0.883243,0.277107,3,7,0,326.18,5.02068,9.99779,94.8994,0.102638,0.222877
-322.932,0.956098,0.277107,4,15,0,324.101,5.02347,9.99662,92.2767,0.10687,0.196736
-323.153,0.957385,0.277107,4,15,0,324.823,5.01648,9.99798,90.5337,0.100566,0.217169
-323.953,0.964572,0.277107,4,15,0,324.515,5.03192,9.99342,104.502,0.107407,0.204413
-323.274,0.993781,0.277107,4,15,0,327.302,4.99967,10,91.5,0.103584,0.202313
-323.035,0.982948,0.277107,4,15,0,325.346,5.02157,9.99618,108.373,0.106597,0.215939
-323.103,0.990051,0.277107,4,15,0,324.71,5.02476,9.99587,105.032,0.108016,0.218815
-323.371,0.927045,0.277107,4,15,0,326.187,5.02173,9.99699,90.2893,0.0999103,0.190559
-322.625,0.998588,0.277107,3,7,0,323.457,5.01862,9.99632,93.7389,0.100548,0.193554
-324.424,0.943804,0.277107,3,7,0,324.941,5.02158,9.99597,101.788,0.0980095,0.168808
-323.583,0.790404,0.277107,4,15,0,328.648,5.00657,9.99883,97.0558,0.109674,0.228422
-325.529,0.980814,0.277107,4,15,0,327.028,5.00134,9.99915,100.744,0.104839,0.265036
-323.823,0.865295,0.277107,3,7,0,328.555,5.02507,9.99717,96.1236,0.108476,0.225256
-327.522,0.702447,0.277107,3,11,0,327.912,5.00329,9.99595,100.987,0.09913,0.179438
-323.537,1,0.277107,2,3,0,326.997,5.00431,9.99843,101.529,0.0998951,0.180646
-323.35,0.950482,0.277107,4,15,0,326.662,5.02862,9.99549,107.848,0.10015,0.212506
-323.278,1,0.277107,4,15,0,323.832,5.00436,9.9993,89.7855,0.106469,0.206296
-323.607,0.994161,0.277107,4,15,0,325.341,5.02811,9.99556,110.482,0.100113,0.212188
-324.785,0.714198,0.277107,4,15,0,327.245,4.99921,10.001,87.4664,0.106442,0.206767
-323.88,0.994765,0.277107,3,15,0,326.79,5.03342,9.99535,97.4653,0.0983899,0.215025
-325.529,0.901914,0.277107,3,15,0,326.91,4.99715,10.0017,100.722,0.111425,0.216385
-323.589,0.918256,0.277107,3,7,0,326.889,5.01663,9.9984,90.1086,0.106816,0.213887
-325.078,0.980441,0.277107,4,15,0,325.699,5.0208,9.99781,101.403,0.098311,0.247716
-324.738,0.853412,0.277107,4,15,0,327.546,5.01276,9.99901,90.7331,0.0967152,0.225525
-322.421,0.992207,0.277107,3,7,0,325.155,5.01199,9.99759,98.0223,0.099618,0.20781
-323.08,0.989354,0.277107,4,15,0,323.531,5.02423,9.99578,89.1068,0.102884,0.192273
-323.067,0.947911,0.277107,4,15,0,324.043,5.02255,9.9954,108.111,0.102029,0.199558
-323.27,0.987124,0.277107,4,15,0,324.399,5.00328,9.99869,89.5503,0.105254,0.217083
-323.114,0.99753,0.277107,4,15,0,323.933,5.02721,9.99493,106.626,0.101901,0.19566
-325.853,0.984459,0.277107,4,15,0,326.524,5.03108,9.99429,105.128,0.114498,0.179782
-325.023,0.743425,0.277107,3,7,0,328.089,5.0319,9.99527,100.509,0.114187,0.191305
-324.523,0.996032,0.277107,4,15,0,325.91,5.00603,9.99891,96.5417,0.0944836,0.226619
-323.638,0.944505,0.277107,4,15,0,327.624,5.02486,9.99492,109.027,0.105489,0.225222
-323.191,0.982698,0.277107,4,15,0,324.42,5.01758,9.99683,86.6763,0.102637,0.19871
-324.607,0.823599,0.277107,4,15,0,328.77,4.99533,9.99909,103.807,0.104971,0.23604
-324.331,0.988073,0.277107,4,15,0,326.507,5.03276,9.99319,92.4136,0.103328,0.186074
-322.923,0.918858,0.277107,4,15,0,330.196,5.00692,9.99822,97.0482,0.104688,0.18312
-324.868,0.722624,0.277107,2,7,0,326.765,5.0023,9.99872,88.9572,0.101561,0.168375
-324.161,0.992628,0.277107,4,15,0,327.195,5.02886,9.99448,107.977,0.104819,0.238085
-324.561,0.998299,0.277107,4,15,0,326.168,5.00546,9.99814,89.7563,0.101948,0.16829
-324.453,0.995199,0.277107,4,15,0,326.962,5.0159,9.99727,89.0338,0.107022,0.16862
-325.464,0.823151,0.277107,4,15,0,328.829,5.02211,9.99626,101.344,0.113771,0.244995
-323.624,0.971031,0.277107,4,15,0,326.71,5.01357,9.9966,109.753,0.108317,0.212636
-325.251,0.677259,0.277107,3,15,0,329.481,5.02715,9.99349,109.284,0.107805,0.226268
-323.946,0.934959,0.277107,4,15,0,327.226,5.02583,9.99549,101.977,0.108445,0.241129
-323.835,0.873049,0.277107,4,15,0,325.777,5.00544,9.99906,93.2416,0.103628,0.172356
-324.279,0.787147,0.277107,4,15,0,327.406,5.00403,10.0003,91.5713,0.107938,0.189678
-323.198,0.906464,0.277107,4,15,0,326.961,5.02994,9.99573,103.814,0.104167,0.222803
-326.675,0.978535,0.277107,3,7,0,328.468,5.04571,9.99196,96.1097,0.101595,0.164997
-327.083,0.96384,0.277107,4,15,0,331.422,5.0421,9.99214,92.197,0.104421,0.158345
-329.918,0.950496,0.277107,3,7,0,331.817,5.05798,9.98969,85.231,0.101853,0.177013
-323.56,0.990639,0.277107,4,15,0,330.671,5.03326,9.99512,94.2502,0.0996435,0.197082
-322.919,0.998336,0.277107,4,15,0,324.352,5.00056,9.99949,101.615,0.103371,0.216172
-322.927,0.99404,0.277107,3,7,0,323.034,5.00105,9.99975,101.491,0.103339,0.213832
-324.585,0.98204,0.277107,3,15,0,325.914,5.02558,9.99574,83.0823,0.102728,0.18817
-324.604,0.962554,0.277107,4,15,0,329.801,5.01566,9.99776,117.296,0.107106,0.225343
-324.464,0.864239,0.277107,4,15,0,327.238,5.02697,9.99501,108.279,0.111082,0.226058
-323.446,1,0.277107,4,15,0,325.811,5.02076,9.99667,97.4226,0.0962733,0.219349
-323.215,0.981039,0.277107,4,15,0,324.101,5.01006,9.99776,97.5337,0.110624,0.207244
-325.617,0.958828,0.277107,4,15,0,326.554,4.9877,10.0008,85.4373,0.103928,0.210641
-325.874,0.964652,0.277107,4,15,0,327.034,5.04492,9.99379,111.345,0.101335,0.195002
-325.647,0.994311,0.277107,3,7,0,326.185,5.04453,9.99369,111.14,0.101121,0.198807
-328.468,0.991583,0.277107,4,15,0,330.831,5.04217,9.99354,112.635,0.112267,0.259224
-329.599,0.989985,0.277107,4,15,0,331.794,5.0414,9.99396,115.594,0.115402,0.25556
-327.482,0.986593,0.277107,4,15,0,331.756,5.00262,9.99897,83.1162,0.0931472,0.182099
-323.625,0.97576,0.277107,4,15,0,329.272,5.02464,9.99557,87.404,0.1044,0.18616
-326.628,0.705343,0.277107,4,15,0,327.74,5.04129,9.99566,108.906,0.106776,0.223153
-323.481,0.841783,0.277107,4,15,0,328.212,5.02432,9.99723,91.8156,0.10069,0.206973
-325.541,0.837169,0.277107,4,15,0,327.912,4.9902,9.99946,106.666,0.108739,0.216126
-324.4,0.99039,0.277107,3,11,0,327.313,5.02633,9.99489,93.3723,0.0950452,0.201555
-324.904,0.827253,0.277107,4,15,0,327.191,5.00703,9.99966,101.208,0.113385,0.19184
-323.742,0.894193,0.277107,4,15,0,328.136,5.00427,9.99916,105.008,0.0997255,0.181642
-323.912,0.958601,0.277107,4,15,0,324.299,5.02916,9.99594,93.4329,0.107061,0.236507
-327.103,0.990696,0.277107,3,7,0,327.48,5.03902,9.99267,92.8673,0.109741,0.26033
-323.843,0.995995,0.277107,3,15,0,329.903,5.01381,9.99681,107.261,0.1069,0.176659
-322.493,0.906321,0.277107,3,7,0,327.294,5.01797,9.99691,100.976,0.0996234,0.213689
-323.922,0.781971,0.277107,2,7,0,324.889,5.01335,9.99588,102.283,0.0980108,0.211541
-324.281,0.910046,0.277107,4,15,0,325.782,5.00772,9.9967,97.1553,0.0977295,0.191222
-324.545,0.992923,0.277107,4,15,0,326.475,5.01996,9.99606,117.28,0.103952,0.182674
-323.018,0.978084,0.277107,3,7,0,325.839,5.02332,9.99524,102.813,0.108089,0.204379
-325.084,0.723876,0.277107,2,7,0,329.022,5.0376,9.99522,94.8186,0.0984344,0.189723
-327.932,0.561001,0.277107,4,15,0,332.282,4.99026,9.99763,96.872,0.106759,0.215646
-330.315,0.823827,0.277107,2,7,0,333.251,4.98782,9.99732,99.7365,0.107941,0.225983
-324.47,0.94249,0.277107,4,15,0,330.205,4.99201,10.0004,97.6418,0.107887,0.229971
-325.644,0.840255,0.277107,4,15,0,327.269,5.01043,9.99988,87.4422,0.109313,0.230152
-326.126,0.961265,0.277107,4,15,0,328.539,5.02652,9.99758,90.4159,0.0972608,0.183108
-323.82,1,0.277107,2,7,0,329.659,5.00941,9.99621,103.743,0.104252,0.216177
-322.981,0.99439,0.277107,4,15,0,324.575,5.00639,9.99944,104.186,0.102473,0.210233
-323.693,0.944668,0.277107,4,15,0,324.342,5.01765,9.99542,88.9984,0.104328,0.194171
-323.613,0.847912,0.277107,4,15,0,325.751,5.01521,9.99594,102.723,0.100457,0.183013
-324.618,0.99464,0.277107,4,15,0,326.191,5.01187,9.99668,110.141,0.102642,0.245864
-323.938,0.627366,0.277107,4,15,0,328.772,5.00703,9.99946,89.8568,0.1073,0.2275
-322.337,0.922698,0.277107,4,15,0,324.653,5.01203,9.9975,102.113,0.105183,0.202309
-322.668,0.971548,0.277107,4,15,0,323.312,5.02185,9.99558,95.437,0.101006,0.220275
-323.223,0.944387,0.277107,4,15,0,324.048,5.03155,9.99478,98.4947,0.10882,0.205446
-322.801,0.990838,0.277107,4,15,0,325.61,5.00513,9.9987,95.2024,0.0995136,0.212797
-323.989,0.956716,0.277107,4,15,0,324.962,5.02369,9.99526,101.947,0.0988102,0.175747
-323.545,0.999811,0.277107,4,15,0,324.867,5.01157,9.99847,96.0854,0.11129,0.204751
-323.531,0.965281,0.277107,4,15,0,325.318,5.02199,9.99644,100.273,0.0962535,0.195556
-325.964,0.560224,0.277107,4,15,0,330.548,5.02756,9.99816,95.8092,0.109332,0.19189
-324.707,1,0.277107,1,1,0,325.93,5.02601,9.99773,95.736,0.109229,0.193727
-325.544,0.927765,0.277107,2,3,0,326.812,5.01208,9.99561,93.3099,0.113202,0.199939
-324.196,0.974517,0.277107,4,15,0,326.436,5.02265,9.99543,106.502,0.0956658,0.205376
-323.55,0.584461,0.277107,4,15,0,327.749,5.01955,9.99715,106.587,0.109908,0.217111
-323.39,0.867382,0.277107,4,15,0,327.135,5.01235,9.99876,95.9223,0.0982817,0.19765
-324.469,0.828424,0.277107,4,15,0,325.78,5.01868,9.99855,99.5151,0.111325,0.210175
-325.203,0.727231,0.277107,2,7,0,329.7,5.01744,9.99453,92.6243,0.103223,0.235988
-325.801,0.932664,0.277107,4,15,0,327.685,5.01867,9.99952,100.013,0.105691,0.18263
-326.79,0.973038,0.277107,4,15,0,331.434,5.02291,9.99904,96.6728,0.0994481,0.22921
-326.325,0.982699,0.277107,4,15,0,328.196,5.01609,9.99968,86.0107,0.101771,0.222264
-325.845,1,0.277107,3,15,0,327.965,5.03043,9.99736,110.951,0.104867,0.2204
-324.004,0.944537,0.277107,4,15,0,327.307,5.01722,9.99812,112.054,0.104308,0.188488
-324.634,0.98129,0.277107,4,15,0,327.192,5.0294,9.99458,85.9619,0.105073,0.179465
-324.862,0.986592,0.277107,4,15,0,327.378,5.00133,9.99911,117.038,0.104754,0.227726
-325.542,0.924418,0.277107,4,15,0,328.231,5.02707,9.9943,82.7671,0.106865,0.18711
-327.455,0.972751,0.277107,3,7,0,329.017,5.02632,9.99627,79.448,0.102493,0.166139
-322.396,1,0.277107,3,7,0,327.563,5.00995,9.99834,102.119,0.104361,0.201931
-323.84,0.96168,0.277107,3,7,0,324.423,5.01171,9.99834,97.4612,0.0961869,0.188102
-324.915,0.999339,0.277107,4,15,0,326.463,5.01407,9.99683,95.3061,0.0963447,0.168122
-325.114,0.998585,0.277107,4,15,0,326.934,5.03435,9.99473,106.2,0.108239,0.24662
-322.92,0.922868,0.277107,4,15,0,326.244,5.01794,9.99775,105.817,0.104998,0.216171
-322.242,0.942911,0.277107,4,15,0,324.709,5.01667,9.99716,98.745,0.101039,0.201442
-322.356,0.993723,0.277107,3,15,0,323.378,5.02517,9.99556,97.3772,0.102243,0.20829
-323.565,0.940428,0.277107,3,15,0,324.326,4.99834,9.99937,89.1857,0.102951,0.207224
-323.484,0.991994,0.277107,4,15,0,324.732,5.00341,9.99862,94.6264,0.105793,0.235697
-322.513,0.897407,0.277107,3,7,0,324.346,5.01851,9.99733,96.7775,0.106951,0.208827
-326.3,0.947365,0.277107,3,15,0,328.555,4.99982,10.0001,122.272,0.0986002,0.198242
-325.109,0.893281,0.277107,4,15,0,328.299,5.01543,9.99869,112.3,0.0981694,0.225916
-323.921,1,0.277107,4,15,0,325.549,5.02164,9.99716,91.0847,0.109739,0.187153
-323.841,0.926796,0.277107,4,15,0,326.042,5.01076,9.99836,108.475,0.0977511,0.224422
-323.182,0.959138,0.277107,2,7,0,325.082,5.00925,9.99752,106.487,0.0994619,0.218825
-323.519,0.793339,0.277107,3,15,0,327.432,5.01509,9.99892,93.9358,0.102126,0.217118
-324.421,0.99536,0.277107,3,15,0,325.663,5.00134,9.99765,102.107,0.107656,0.227494
-324.788,0.973452,0.277107,4,15,0,326.435,5.02477,9.99387,100.002,0.110722,0.193751
-323.321,0.99543,0.277107,3,7,0,325.182,5.02438,9.99512,105.596,0.108578,0.202052
-322.606,0.999443,0.277107,4,15,0,323.721,5.01534,9.99727,93.2733,0.102852,0.226818
-324.357,0.813689,0.277107,4,15,0,326.624,5.01287,9.99726,105.654,0.110461,0.175797
-323.889,0.920857,0.277107,4,15,0,328.797,5.02344,9.99581,99.4836,0.0968268,0.235035
-323.97,0.823566,0.277107,4,15,0,326.132,5.00237,9.99908,102.473,0.108028,0.177388
-322.535,0.996814,0.277107,3,7,0,324.42,5.00867,9.99818,96.7239,0.10706,0.206346
-323.339,0.832923,0.277107,3,15,0,324.648,5.01245,9.9981,99.1542,0.107601,0.236036
-323.393,0.972201,0.277107,4,15,0,325.101,5.02163,9.99544,108.814,0.104583,0.189018
-324.043,0.975056,0.277107,4,15,0,325.361,4.99505,9.99927,96.0451,0.105984,0.188012
-322.771,0.888071,0.277107,4,15,0,325.244,5.0171,9.99642,99.6708,0.10813,0.195267
-323.222,0.613779,0.277107,2,7,0,326.227,5.01013,9.99816,97.3414,0.110073,0.193808
-323.423,0.843597,0.277107,4,15,0,326.198,5.01909,9.99584,102.007,0.096987,0.200464
-323.615,0.962048,0.277107,4,15,0,325.384,5.03138,9.99517,101.881,0.101652,0.235004
-322.961,0.984246,0.277107,4,15,0,324.945,5.01397,9.99662,90.6253,0.105881,0.196927
-323.256,0.956574,0.277107,4,15,0,325.827,5.01664,9.99825,105.074,0.106036,0.219083
-324.164,0.997158,0.277107,4,15,0,326.222,5.01374,9.99626,114.039,0.102854,0.222853
-323.356,0.986021,0.277107,3,7,0,324.339,5.01367,9.99828,110.674,0.102499,0.216772
-324.231,0.996133,0.277107,4,15,0,325.187,4.99866,10.0004,99.3959,0.0979521,0.226209
-323.271,0.855203,0.277107,2,7,0,327.354,5.00703,9.99694,96.0357,0.102504,0.216551
-323.55,0.962976,0.277107,3,11,0,325.563,5.00285,9.99767,98.1256,0.10221,0.22442
-324.476,0.911686,0.277107,4,15,0,326.249,5.0242,9.99773,88.3397,0.106677,0.200373
-322.965,0.983549,0.277107,4,15,0,324.649,5.01321,9.99855,105.146,0.101546,0.201827
-323.251,0.917467,0.277107,3,15,0,326.701,5.01072,9.9971,104.292,0.0990964,0.191392
-324.138,0.997145,0.277107,4,15,0,325.508,5.0189,9.99703,87.8222,0.10497,0.242837
-324.968,0.984325,0.277107,3,7,0,326.125,5.01578,9.99691,85.6397,0.106621,0.247232
-324.041,0.998809,0.277107,4,15,0,326.8,5.02498,9.99578,103.68,0.101026,0.169186
-324.093,0.989077,0.277107,4,15,0,326.808,5.01323,9.99741,104.653,0.097034,0.178102
-324.78,0.926174,0.277107,4,15,0,326.292,5.02169,9.99521,108.535,0.112855,0.208367
-324.5,0.978891,0.277107,4,15,0,326.297,5.02246,9.99474,113.24,0.104361,0.225828
-324.09,0.960054,0.277107,4,15,0,326.606,5.00523,9.99865,99.9241,0.110693,0.233708
-322.904,0.961087,0.277107,4,15,0,327.364,5.01756,9.99721,90.2014,0.100227,0.19663
-324.638,0.758244,0.277107,4,15,0,326.714,5.01055,9.99619,111.801,0.107486,0.215679
-323.965,0.979316,0.277107,4,15,0,326.207,5.00011,10.0008,100.659,0.100739,0.220321
-325.322,0.857381,0.277107,4,15,0,326.816,4.99902,9.99759,108.721,0.100475,0.213321
-324.987,0.988821,0.277107,4,15,0,327.231,5.02654,9.99364,88.6386,0.108822,0.200129
-324.836,0.843949,0.277107,4,15,0,327.805,5.02869,9.99685,107.814,0.0982537,0.20889
-324.323,0.899294,0.277107,4,15,0,327.562,5.00574,10.0002,91.7319,0.109589,0.211309
-326.151,0.846732,0.277107,4,15,0,328.28,4.99519,9.99811,106.27,0.101611,0.178915
-324.274,1,0.277107,3,11,0,329.715,5.02679,9.99753,100.25,0.10789,0.200315
-324.785,0.75639,0.277107,3,11,0,328.118,4.9925,10.0018,90.468,0.105862,0.202553
-325.114,0.995321,0.277107,4,15,0,327.498,5.0106,9.99833,107.696,0.11462,0.216849
-327.049,0.905971,0.277107,4,15,0,328.63,4.98821,9.99977,88.7861,0.0958731,0.197923
-326.131,1,0.277107,4,15,0,329.919,5.00632,10.0002,103.543,0.113492,0.236043
-324.534,0.960518,0.277107,4,15,0,328.632,5.02444,9.99447,96.5775,0.0982866,0.178114
-326.358,0.528203,0.277107,2,5,0,329.862,5.02819,9.99436,94.8384,0.0952336,0.165557
-324.202,1,0.277107,3,7,0,327.531,5.02283,9.99662,101.011,0.102476,0.164624
-324.737,0.99979,0.277107,4,15,0,325.732,5.0291,9.99462,101.329,0.105415,0.162997
-322.457,0.987623,0.277107,3,15,0,326.987,5.01208,9.99742,95.5728,0.105997,0.217641
-322.53,0.954437,0.277107,4,15,0,323.005,5.01694,9.99753,102.279,0.100693,0.200403
-323.097,0.858687,0.277107,4,15,0,324.772,5.0122,9.99883,93.9713,0.107068,0.213175
-324.017,0.985182,0.277107,4,15,0,325.733,5.02341,9.99482,91.6124,0.0975826,0.220259
-323.607,0.974663,0.277107,4,15,0,324.908,5.0056,9.99998,98.0618,0.107658,0.219361
-326.124,0.993788,0.277107,4,15,0,327.316,5.04621,9.99158,108.48,0.102066,0.186363
-325.281,0.989523,0.277107,3,7,0,328.378,5.04301,9.99206,107.941,0.10499,0.18984
-322.531,1,0.277107,4,15,0,326.143,5.02536,9.99598,99.9614,0.10216,0.218862
-326.179,0.887493,0.277107,3,7,0,326.857,5.02345,9.99621,115.167,0.0934067,0.213565
-326.125,0.923935,0.277107,4,15,0,328.018,5.00647,9.99833,83.5473,0.113559,0.216163
-327.129,0.597957,0.277107,2,3,0,329.975,5.01389,9.99989,86.9202,0.113464,0.217954
-324.608,0.997393,0.277107,4,15,0,328.828,5.0165,9.99588,92.5424,0.110008,0.174988
-332.575,0.502079,0.277107,4,15,0,336.034,5.0057,9.99414,113.581,0.102715,0.241882
-325.938,1,0.277107,4,15,0,333.693,4.99603,10.0006,103.932,0.110532,0.16744
-326.86,0.907803,0.277107,4,15,0,330.261,5.01123,9.99677,123.142,0.112494,0.199927
-326.513,1,0.277107,3,7,0,327.554,5.01981,9.99764,122.434,0.111696,0.197009
-324.996,0.958867,0.277107,3,7,0,327.312,5.01695,9.99545,117.762,0.105767,0.197855
-323.379,0.999343,0.277107,4,15,0,325.89,5.02396,9.99585,92.4788,0.102186,0.177068
-323.014,0.968932,0.277107,4,15,0,325.18,5.02021,9.99584,93.5915,0.10094,0.185191
-323.03,0.967884,0.277107,4,15,0,326.039,5.01337,9.99841,97.35,0.105165,0.183804
-325.859,0.881072,0.277107,3,7,0,327.303,5.0254,9.99391,83.5691,0.100806,0.225202
-325.403,0.99413,0.277107,4,15,0,326.817,5.00306,10.001,110.987,0.104631,0.186659
-324.341,0.95501,0.277107,4,15,0,326.504,5.01555,9.99521,94.8946,0.100918,0.231818
-324.312,1,0.277107,4,15,0,325.624,5.00926,9.99983,93.3347,0.108712,0.190053
-323.032,0.995598,0.277107,4,15,0,324.493,5.02645,9.99475,100.663,0.0995851,0.207008
-326.882,0.892667,0.277107,3,7,0,327.108,5.02537,9.99418,107.47,0.0924995,0.201474
-327.151,1,0.277107,4,15,0,329.544,5.0287,9.9966,93.2504,0.115596,0.246371
-323.168,0.93991,0.277107,4,15,0,328.817,5.00986,9.99857,99.6368,0.109907,0.202862
-323.148,1,0.277107,4,15,0,323.406,5.00892,9.99864,98.5753,0.109896,0.205541
-327.248,0.592979,0.277107,4,15,0,329.824,5.01689,9.99409,113.518,0.0998344,0.193265
-325.234,0.975383,0.277107,4,15,0,330.5,5.01163,9.9969,121.87,0.106125,0.217717
-322.557,0.933305,0.277107,3,7,0,326.011,5.00801,9.99813,99.9436,0.104714,0.222359
-323.852,0.946437,0.277107,2,7,0,324.809,5.00121,10.0001,104.115,0.103742,0.234269
-324.815,0.993595,0.277107,4,15,0,326.621,5.03918,9.99427,93.7972,0.109594,0.230576
-324.614,0.846729,0.277107,4,15,0,327.297,5.00121,9.99955,113.639,0.0991791,0.191724
-326.741,0.767455,0.277107,4,15,0,329.652,5.02077,9.99625,127.939,0.0988026,0.227689
-325.644,0.983186,0.277107,4,15,0,329.293,5.01124,9.99718,80.2928,0.101272,0.18595
-322.584,0.983518,0.277107,3,7,0,326.35,5.01437,9.99815,93.8482,0.102939,0.216398
-322.596,0.930209,0.277107,3,15,0,325.373,5.01649,9.99625,92.8793,0.101257,0.208619
-323.35,0.979616,0.277107,3,15,0,323.697,5.01031,9.99843,91.3234,0.0975425,0.20661
-324.165,0.961887,0.277107,4,15,0,325.892,5.03665,9.99431,106.402,0.0991817,0.212264
-326.061,0.890952,0.277107,3,7,0,326.616,5.03931,9.99227,106.47,0.0976289,0.224673
-325.024,1,0.277107,3,7,0,326.491,5.03535,9.99488,109.148,0.0978715,0.22495
-327.363,0.836636,0.277107,4,15,0,329.174,4.98966,10.003,86.9013,0.109469,0.191922
-326.223,1,0.277107,3,7,0,327.695,4.99124,10.0019,86.3423,0.10894,0.188542
-324.281,0.931345,0.277107,3,7,0,327.218,4.99641,9.99856,91.3103,0.102664,0.19863
-324.419,0.942775,0.277107,4,15,0,327.23,5.03068,9.99605,86.4866,0.101821,0.19481
-324.439,0.999575,0.277107,4,15,0,326.073,5.02777,9.9961,109.898,0.105349,0.174758
-325.64,0.7603,0.277107,4,15,0,328.924,5.02061,9.99883,86.7537,0.103305,0.219997
-323.47,0.947546,0.277107,4,15,0,326.359,5.0169,9.99801,110.441,0.102025,0.1981
-324.654,0.741281,0.277107,2,7,0,326.793,5.02398,9.99574,120.103,0.102022,0.196569
-323.023,0.880396,0.277107,3,7,0,325.772,5.02064,9.99588,108.842,0.101136,0.21155
-323.874,0.991214,0.277107,3,11,0,325.255,4.99513,9.99985,90.5345,0.106208,0.202792
-325.47,0.94419,0.277107,3,15,0,326.421,4.98833,10.0025,90.8883,0.10359,0.196402
-323.088,1,0.277107,3,7,0,325.882,5.01197,9.99872,101.065,0.105574,0.186704
-323.52,0.999126,0.277107,3,7,0,324.173,5.00486,9.9982,99.8437,0.108777,0.185997
-323.803,0.998375,0.277107,4,15,0,325.16,5.0108,9.99731,113.377,0.107013,0.2148
-324.271,0.891172,0.277107,4,15,0,326.945,5.01772,9.99775,91.4848,0.100675,0.247383
-324.188,0.995598,0.277107,4,15,0,327.201,5.02028,9.99732,104.279,0.10443,0.167758
-325.085,0.768377,0.277107,2,7,0,331.811,5.01144,9.99558,99.2534,0.111298,0.196647
-325.815,0.903366,0.277107,3,15,0,326.932,5.0096,10.0007,93.0017,0.10943,0.195218
-326.065,0.990387,0.277107,4,15,0,326.953,5.03211,9.99708,105.302,0.0987554,0.213647
-324.189,1,0.277107,4,15,0,326.901,5.01962,9.99522,90.7137,0.105171,0.176437
-324.75,0.969393,0.277107,4,15,0,325.961,5.00284,9.99752,107.491,0.099576,0.185522
-324.763,1,0.277107,4,15,0,326.282,5.01729,9.99526,105.755,0.109526,0.233226
-322.668,0.976227,0.277107,4,15,0,325.923,5.00622,9.99815,100.723,0.105599,0.195683
-324.395,0.755697,0.277107,4,15,0,326.075,5.02861,9.9973,94.7242,0.102377,0.216766
-322.511,0.970875,0.277107,2,3,0,324.345,5.02396,9.99562,93.686,0.102623,0.215979
-322.544,0.993119,0.277107,4,15,0,323.675,5.00638,9.99865,99.0371,0.106211,0.209934
-324.175,0.979335,0.277107,3,15,0,325.491,5.00817,9.99817,102.644,0.0999729,0.168095
-323.745,0.999641,0.277107,4,15,0,324.8,5.03023,9.99501,96.1255,0.107354,0.237554
-323.245,0.975457,0.277107,4,15,0,324.838,5.0135,9.99672,100.063,0.0970699,0.214769
-324.18,0.985856,0.277107,3,7,0,325.139,5.0093,9.99835,104.225,0.095515,0.226766
-323.558,0.975878,0.277107,3,7,0,326.327,5.01997,9.99677,103.041,0.0965314,0.221995
-322.755,0.998716,0.277107,4,15,0,324.345,5.01801,9.99655,93.1183,0.0989983,0.198558
-323.751,0.992572,0.277107,4,15,0,324.246,5.01502,9.99749,99.406,0.10848,0.173084
-322.838,0.999131,0.277107,4,15,0,324.365,5.02101,9.99622,95.6781,0.0989464,0.223114
-323.685,0.945453,0.277107,4,15,0,324.606,5.00228,9.99893,105.022,0.102237,0.236619
-323.673,0.998839,0.277107,4,15,0,325.54,5.01781,9.99655,90.6878,0.10409,0.173066
-324.629,0.736377,0.277107,4,15,0,327.167,5.01254,9.99536,107.741,0.104152,0.210195
-322.535,0.995994,0.277107,4,15,0,324.769,5.01727,9.99729,96.9149,0.1007,0.222975
-322.844,0.927469,0.277107,4,15,0,323.98,5.00536,9.998,100.972,0.106469,0.200044
-322.659,0.831137,0.277107,4,15,0,325.008,5.02237,9.99569,95.2417,0.100632,0.220651
-325.492,0.92994,0.277107,4,15,0,326.369,5.01108,9.99803,80.8918,0.10918,0.207415
